account_id,customer_id,product_id,account_type,open_date,status
ACC0012222,CUST007852,PRD02,Savings Account,2024-09-05,Closed
ACC0012223,CUST007853,PRD09,Term Deposit,2023-05-03,Open
ACC0012224,CUST007853,PRD01,Checking Account,2021-11-03,Open
ACC0012225,CUST007853,PRD02,Savings Account,2023-10-09,Open
ACC0012226,CUST007854,PRD01,Checking Account,2024-10-28,Open
ACC0012227,CUST007855,PRD01,Checking Account,2020-08-29,Open
ACC0012228,CUST007856,PRD01,Checking Account,2024-09-20,Open
ACC0012229,CUST007856,PRD02,Savings Account,2022-10-02,Open
ACC0012230,CUST007857,PRD01,Checking Account,2023-09-06,Open
ACC0012231,CUST007857,PRD02,Savings Account,2023-05-10,Open
ACC0012232,CUST007858,PRD01,Checking Account,2023-03-12,Open
ACC0012233,CUST007858,PRD02,Savings Account,2020-08-25,Open
ACC0012234,CUST007859,PRD01,Checking Account,2023-01-01,Open
ACC0012235,CUST007860,PRD01,Checking Account,2023-10-19,Open
ACC0012236,CUST007861,PRD01,Checking Account,2024-01-01,Open
ACC0012237,CUST007862,PRD01,Checking Account,2020-05-10,Open
ACC0012238,CUST007863,PRD01,Checking Account,2018-08-09,Open
ACC0012239,CUST007863,PRD09,Term Deposit,2023-06-10,Open
ACC0012240,CUST007864,PRD01,Checking Account,2023-09-25,Open
ACC0012241,CUST007864,PRD09,Term Deposit,2024-03-30,Open
ACC0012242,CUST007865,PRD01,Checking Account,2023-03-29,Open
ACC0012243,CUST007865,PRD02,Savings Account,2023-02-01,Open
ACC0012244,CUST007866,PRD01,Checking Account,2019-02-04,Open
ACC0012245,CUST007866,PRD02,Savings Account,2024-01-13,Open
ACC0012246,CUST007867,PRD01,Checking Account,2024-08-23,Open
ACC0012247,CUST007868,PRD01,Checking Account,2024-01-21,Open
ACC0012248,CUST007868,PRD02,Savings Account,2022-08-21,Open
ACC0012249,CUST007869,PRD01,Checking Account,2021-08-02,Open
ACC0012250,CUST007869,PRD02,Savings Account,2022-03-28,Open
ACC0012251,CUST007870,PRD01,Checking Account,2022-04-06,Open
ACC0012252,CUST007870,PRD02,Savings Account,2019-05-05,Open
ACC0012253,CUST007871,PRD01,Checking Account,2023-10-22,Open
ACC0012254,CUST007871,PRD09,Term Deposit,2023-10-30,Open
ACC0012255,CUST007872,PRD09,Term Deposit,2024-02-18,Open
ACC0012256,CUST007872,PRD01,Checking Account,2024-05-06,Open
ACC0012257,CUST007873,PRD01,Checking Account,2024-01-24,Open
ACC0012258,CUST007874,PRD01,Checking Account,2024-07-19,Closed
ACC0012259,CUST007874,PRD09,Term Deposit,2024-09-20,Closed
ACC0012260,CUST007875,PRD09,Term Deposit,2023-05-13,Closed
ACC0012261,CUST007875,PRD01,Checking Account,2023-05-15,Closed
ACC0012262,CUST007875,PRD02,Savings Account,2022-08-12,Closed
ACC0012263,CUST007876,PRD01,Checking Account,2021-07-11,Open
ACC0012264,CUST007876,PRD02,Savings Account,2021-03-03,Open
ACC0012265,CUST007877,PRD01,Checking Account,2024-03-02,Open
ACC0012266,CUST007877,PRD09,Term Deposit,2024-09-05,Open
ACC0012267,CUST007878,PRD01,Checking Account,2024-01-16,Open
ACC0012268,CUST007879,PRD01,Checking Account,2023-12-29,Open
ACC0012269,CUST007879,PRD02,Savings Account,2024-05-28,Open
ACC0012270,CUST007880,PRD01,Checking Account,2024-08-11,Open
ACC0012271,CUST007881,PRD01,Checking Account,2022-07-18,Open
ACC0012272,CUST007882,PRD01,Checking Account,2023-04-02,Open
ACC0012273,CUST007883,PRD01,Checking Account,2023-10-07,Closed
ACC0012274,CUST007884,PRD01,Checking Account,2023-01-28,Open
ACC0012275,CUST007885,PRD01,Checking Account,2020-06-03,Open
ACC0012276,CUST007886,PRD09,Term Deposit,2023-12-15,Open
ACC0012277,CUST007886,PRD01,Checking Account,2021-12-25,Open
ACC0012278,CUST007886,PRD02,Savings Account,2024-01-26,Open
ACC0012279,CUST007887,PRD01,Checking Account,2022-07-24,Open
ACC0012280,CUST007887,PRD02,Savings Account,2024-03-31,Open
ACC0012281,CUST007888,PRD01,Checking Account,2018-01-09,Open
ACC0012282,CUST007889,PRD01,Checking Account,2017-01-04,Closed
ACC0012283,CUST007890,PRD01,Checking Account,2024-12-28,Open
ACC0012284,CUST007891,PRD01,Checking Account,2021-05-03,Open
ACC0012285,CUST007891,PRD09,Term Deposit,2022-08-23,Open
ACC0012286,CUST007892,PRD01,Checking Account,2024-07-18,Open
ACC0012287,CUST007893,PRD01,Checking Account,2023-08-14,Open
ACC0012288,CUST007893,PRD02,Savings Account,2022-07-12,Open
ACC0012289,CUST007894,PRD01,Checking Account,2019-11-22,Open
ACC0012290,CUST007894,PRD09,Term Deposit,2022-05-16,Open
ACC0012291,CUST007895,PRD01,Checking Account,2022-07-20,Closed
ACC0012292,CUST007895,PRD02,Savings Account,2021-09-20,Closed
ACC0012293,CUST007896,PRD01,Checking Account,2023-02-24,Open
ACC0012294,CUST007896,PRD09,Term Deposit,2023-02-07,Open
ACC0012295,CUST007897,PRD01,Checking Account,2022-04-24,Open
ACC0012296,CUST007898,PRD01,Checking Account,2022-07-30,Closed
ACC0012297,CUST007898,PRD02,Savings Account,2022-04-12,Closed
ACC0012298,CUST007899,PRD09,Term Deposit,2022-08-23,Open
ACC0012299,CUST007899,PRD01,Checking Account,2023-05-14,Open
ACC0012300,CUST007900,PRD01,Checking Account,2021-10-09,Open
ACC0012301,CUST007901,PRD01,Checking Account,2023-12-22,Open
ACC0012302,CUST007902,PRD01,Checking Account,2024-02-24,Open
ACC0012303,CUST007903,PRD01,Checking Account,2024-10-20,Open
ACC0012304,CUST007904,PRD01,Checking Account,2021-07-02,Open
ACC0012305,CUST007904,PRD02,Savings Account,2020-12-08,Open
ACC0012306,CUST007905,PRD01,Checking Account,2022-03-18,Open
ACC0012307,CUST007905,PRD09,Term Deposit,2020-02-03,Open
ACC0012308,CUST007906,PRD09,Term Deposit,2024-12-27,Open
ACC0012309,CUST007906,PRD01,Checking Account,2023-01-03,Open
ACC0012310,CUST007906,PRD02,Savings Account,2024-06-16,Open
ACC0012311,CUST007907,PRD01,Checking Account,2024-01-22,Open
ACC0012312,CUST007908,PRD01,Checking Account,2020-05-22,Open
ACC0012313,CUST007908,PRD02,Savings Account,2024-04-04,Open
ACC0012314,CUST007909,PRD01,Checking Account,2021-09-20,Open
ACC0012315,CUST007909,PRD09,Term Deposit,2024-11-13,Open
ACC0012316,CUST007910,PRD01,Checking Account,2023-04-04,Open
ACC0012317,CUST007911,PRD01,Checking Account,2024-08-24,Open
ACC0012318,CUST007912,PRD01,Checking Account,2024-06-28,Open
ACC0012319,CUST007913,PRD01,Checking Account,2024-12-11,Open
ACC0012320,CUST007913,PRD02,Savings Account,2022-04-07,Open
ACC0012321,CUST007914,PRD01,Checking Account,2023-04-10,Open
ACC0012322,CUST007914,PRD02,Savings Account,2022-09-14,Open
ACC0012323,CUST007915,PRD01,Checking Account,2020-05-11,Open
ACC0012324,CUST007915,PRD02,Savings Account,2024-08-29,Open
ACC0012325,CUST007916,PRD01,Checking Account,2021-01-02,Open
ACC0012326,CUST007916,PRD02,Savings Account,2024-04-02,Open
ACC0012327,CUST007917,PRD01,Checking Account,2023-06-26,Closed
ACC0012328,CUST007918,PRD01,Checking Account,2023-08-05,Open
ACC0012329,CUST007918,PRD02,Savings Account,2023-08-21,Open
ACC0012330,CUST007919,PRD01,Checking Account,2023-12-20,Open
ACC0012331,CUST007919,PRD02,Savings Account,2024-03-17,Open
ACC0012332,CUST007920,PRD01,Checking Account,2023-05-03,Open
ACC0012333,CUST007921,PRD01,Checking Account,2023-08-17,Open
ACC0012334,CUST007921,PRD09,Term Deposit,2024-09-21,Open
ACC0012335,CUST007921,PRD02,Savings Account,2024-09-02,Open
ACC0012336,CUST007922,PRD01,Checking Account,2022-08-29,Open
ACC0012337,CUST007922,PRD02,Savings Account,2021-06-13,Open
ACC0012338,CUST007923,PRD01,Checking Account,2018-03-31,Open
ACC0012339,CUST007924,PRD01,Checking Account,2017-06-04,Open
ACC0012340,CUST007925,PRD01,Checking Account,2023-07-03,Open
ACC0012341,CUST007926,PRD01,Checking Account,2024-03-08,Open
ACC0012342,CUST007926,PRD02,Savings Account,2024-03-25,Open
ACC0012343,CUST007927,PRD01,Checking Account,2022-12-13,Open
ACC0012344,CUST007927,PRD09,Term Deposit,2024-09-07,Open
ACC0012345,CUST007927,PRD02,Savings Account,2021-05-25,Open
ACC0012346,CUST007928,PRD01,Checking Account,2022-08-17,Open
ACC0012347,CUST007929,PRD01,Checking Account,2024-06-02,Open
ACC0012348,CUST007930,PRD01,Checking Account,2019-09-18,Open
ACC0012349,CUST007930,PRD02,Savings Account,2023-11-17,Open
ACC0012350,CUST007931,PRD01,Checking Account,2024-08-09,Open
ACC0012351,CUST007932,PRD09,Term Deposit,2023-07-21,Open
ACC0012352,CUST007932,PRD01,Checking Account,2022-12-06,Open
ACC0012353,CUST007933,PRD01,Checking Account,2018-12-26,Open
ACC0012354,CUST007933,PRD02,Savings Account,2020-02-22,Open
ACC0012355,CUST007934,PRD01,Checking Account,2023-09-23,Open
ACC0012356,CUST007935,PRD09,Term Deposit,2022-05-21,Open
ACC0012357,CUST007935,PRD01,Checking Account,2022-11-03,Open
ACC0012358,CUST007936,PRD01,Checking Account,2023-05-10,Closed
ACC0012359,CUST007937,PRD01,Checking Account,2024-10-21,Open
ACC0012360,CUST007937,PRD09,Term Deposit,2024-11-15,Open
ACC0012361,CUST007938,PRD01,Checking Account,2024-12-01,Open
ACC0012362,CUST007939,PRD09,Term Deposit,2022-12-30,Closed
ACC0012363,CUST007939,PRD01,Checking Account,2024-11-02,Closed
ACC0012364,CUST007940,PRD01,Checking Account,2022-11-06,Closed
ACC0012365,CUST007940,PRD09,Term Deposit,2021-03-25,Closed
ACC0012366,CUST007941,PRD01,Checking Account,2024-01-15,Open
ACC0012367,CUST007942,PRD01,Checking Account,2024-10-28,Open
ACC0012368,CUST007942,PRD02,Savings Account,2024-08-09,Open
ACC0012369,CUST007943,PRD01,Checking Account,2024-10-24,Open
ACC0012370,CUST007944,PRD01,Checking Account,2017-07-02,Open
ACC0012371,CUST007945,PRD01,Checking Account,2022-10-22,Open
ACC0012372,CUST007945,PRD02,Savings Account,2022-03-14,Open
ACC0012373,CUST007946,PRD01,Checking Account,2016-08-30,Closed
ACC0012374,CUST007946,PRD02,Savings Account,2016-09-01,Closed
ACC0012375,CUST007947,PRD01,Checking Account,2021-01-19,Open
ACC0012376,CUST007948,PRD01,Checking Account,2021-10-17,Open
ACC0012377,CUST007948,PRD02,Savings Account,2022-02-21,Open
ACC0012378,CUST007949,PRD01,Checking Account,2023-02-20,Open
ACC0012379,CUST007949,PRD02,Savings Account,2022-07-27,Open
ACC0012380,CUST007950,PRD01,Checking Account,2024-12-18,Open
ACC0012381,CUST007950,PRD09,Term Deposit,2024-10-16,Open
ACC0012382,CUST007951,PRD01,Checking Account,2024-11-16,Closed
ACC0012383,CUST007952,PRD01,Checking Account,2017-08-09,Open
ACC0012384,CUST007952,PRD09,Term Deposit,2022-12-26,Open
ACC0012385,CUST007952,PRD02,Savings Account,2018-11-17,Open
ACC0012386,CUST007953,PRD01,Checking Account,2019-06-17,Open
ACC0012387,CUST007953,PRD02,Savings Account,2023-09-28,Open
ACC0012388,CUST007954,PRD01,Checking Account,2023-10-17,Open
ACC0012389,CUST007955,PRD01,Checking Account,2019-09-17,Open
ACC0012390,CUST007955,PRD02,Savings Account,2021-04-21,Open
ACC0012391,CUST007956,PRD01,Checking Account,2018-12-05,Open
ACC0012392,CUST007957,PRD01,Checking Account,2019-06-17,Open
ACC0012393,CUST007958,PRD01,Checking Account,2023-12-27,Open
ACC0012394,CUST007959,PRD01,Checking Account,2022-09-25,Open
ACC0012395,CUST007959,PRD02,Savings Account,2022-09-29,Open
ACC0012396,CUST007960,PRD01,Checking Account,2020-07-13,Open
ACC0012397,CUST007961,PRD01,Checking Account,2018-10-04,Open
ACC0012398,CUST007962,PRD01,Checking Account,2023-11-05,Open
ACC0012399,CUST007962,PRD02,Savings Account,2024-05-18,Open
ACC0012400,CUST007963,PRD01,Checking Account,2021-10-08,Open
ACC0012401,CUST007964,PRD01,Checking Account,2024-10-13,Open
ACC0012402,CUST007964,PRD02,Savings Account,2024-12-11,Open
ACC0012403,CUST007965,PRD01,Checking Account,2022-07-05,Open
ACC0012404,CUST007965,PRD02,Savings Account,2022-05-12,Open
ACC0012405,CUST007966,PRD01,Checking Account,2024-12-26,Open
ACC0012406,CUST007967,PRD01,Checking Account,2024-09-14,Open
ACC0012407,CUST007967,PRD09,Term Deposit,2021-12-14,Open
ACC0012408,CUST007968,PRD01,Checking Account,2023-06-17,Open
ACC0012409,CUST007968,PRD02,Savings Account,2018-08-11,Open
ACC0012410,CUST007969,PRD01,Checking Account,2021-06-04,Open
ACC0012411,CUST007970,PRD01,Checking Account,2023-09-25,Open
ACC0012412,CUST007970,PRD02,Savings Account,2022-12-04,Open
ACC0012413,CUST007971,PRD01,Checking Account,2021-07-11,Open
ACC0012414,CUST007971,PRD02,Savings Account,2023-03-08,Open
ACC0012415,CUST007972,PRD01,Checking Account,2024-12-29,Open
ACC0012416,CUST007973,PRD01,Checking Account,2022-03-13,Closed
ACC0012417,CUST007973,PRD02,Savings Account,2019-08-09,Closed
ACC0012418,CUST007974,PRD01,Checking Account,2023-03-26,Open
ACC0012419,CUST007975,PRD01,Checking Account,2024-05-10,Open
ACC0012420,CUST007976,PRD01,Checking Account,2024-02-08,Open
ACC0012421,CUST007977,PRD01,Checking Account,2019-01-13,Open
ACC0012422,CUST007977,PRD02,Savings Account,2017-12-20,Open
ACC0012423,CUST007978,PRD01,Checking Account,2023-02-07,Open
ACC0012424,CUST007978,PRD02,Savings Account,2022-04-11,Open
ACC0012425,CUST007979,PRD01,Checking Account,2024-12-31,Open
ACC0012426,CUST007979,PRD09,Term Deposit,2024-10-10,Open
ACC0012427,CUST007979,PRD02,Savings Account,2023-03-07,Open
ACC0012428,CUST007980,PRD01,Checking Account,2024-10-20,Open
ACC0012429,CUST007980,PRD02,Savings Account,2024-08-06,Open
ACC0012430,CUST007981,PRD01,Checking Account,2018-11-17,Open
ACC0012431,CUST007981,PRD09,Term Deposit,2019-03-20,Open
ACC0012432,CUST007981,PRD02,Savings Account,2024-08-08,Open
ACC0012433,CUST007982,PRD01,Checking Account,2018-09-20,Open
ACC0012434,CUST007983,PRD01,Checking Account,2024-04-20,Open
ACC0012435,CUST007983,PRD02,Savings Account,2023-12-15,Open
ACC0012436,CUST007984,PRD01,Checking Account,2024-12-09,Open
ACC0012437,CUST007985,PRD01,Checking Account,2024-10-25,Open
ACC0012438,CUST007985,PRD02,Savings Account,2024-09-06,Open
ACC0012439,CUST007986,PRD01,Checking Account,2024-01-26,Closed
ACC0012440,CUST007987,PRD01,Checking Account,2023-05-06,Open
ACC0012441,CUST007987,PRD02,Savings Account,2021-10-22,Open
ACC0012442,CUST007988,PRD01,Checking Account,2024-03-15,Open
ACC0012443,CUST007988,PRD09,Term Deposit,2024-01-26,Open
ACC0012444,CUST007988,PRD02,Savings Account,2024-11-19,Open
ACC0012445,CUST007989,PRD01,Checking Account,2018-11-17,Open
ACC0012446,CUST007990,PRD09,Term Deposit,2024-12-05,Closed
ACC0012447,CUST007990,PRD01,Checking Account,2024-12-20,Closed
ACC0012448,CUST007991,PRD01,Checking Account,2021-05-30,Closed
ACC0012449,CUST007991,PRD02,Savings Account,2019-04-23,Closed
ACC0012450,CUST007992,PRD01,Checking Account,2023-04-04,Open
ACC0012451,CUST007992,PRD02,Savings Account,2024-03-13,Open
ACC0012452,CUST007993,PRD01,Checking Account,2018-11-05,Open
ACC0012453,CUST007993,PRD09,Term Deposit,2019-01-30,Open
ACC0012454,CUST007994,PRD01,Checking Account,2023-06-18,Closed
ACC0012455,CUST007994,PRD02,Savings Account,2023-02-15,Closed
ACC0012456,CUST007995,PRD01,Checking Account,2023-12-14,Open
ACC0012457,CUST007996,PRD01,Checking Account,2022-11-06,Open
ACC0012458,CUST007997,PRD01,Checking Account,2023-03-09,Closed
ACC0012459,CUST007997,PRD02,Savings Account,2020-03-23,Closed
ACC0012460,CUST007998,PRD01,Checking Account,2021-07-21,Open
ACC0012461,CUST007998,PRD02,Savings Account,2023-12-02,Open
ACC0012462,CUST007999,PRD01,Checking Account,2022-05-27,Open
ACC0012463,CUST008000,PRD01,Checking Account,2021-10-13,Open
ACC0012464,CUST008001,PRD01,Checking Account,2022-11-29,Closed
ACC0012465,CUST008002,PRD09,Term Deposit,2022-02-10,Open
ACC0012466,CUST008002,PRD01,Checking Account,2019-10-18,Open
ACC0012467,CUST008002,PRD02,Savings Account,2023-03-24,Open
ACC0012468,CUST008003,PRD01,Checking Account,2022-07-22,Open
ACC0012469,CUST008004,PRD01,Checking Account,2024-07-22,Open
ACC0012470,CUST008005,PRD01,Checking Account,2024-11-21,Open
ACC0012471,CUST008005,PRD09,Term Deposit,2024-12-29,Open
ACC0012472,CUST008005,PRD02,Savings Account,2024-12-23,Open
ACC0012473,CUST008006,PRD09,Term Deposit,2024-08-06,Closed
ACC0012474,CUST008006,PRD01,Checking Account,2024-09-15,Closed
ACC0012475,CUST008006,PRD02,Savings Account,2024-10-26,Closed
ACC0012476,CUST008007,PRD01,Checking Account,2019-12-16,Open
ACC0012477,CUST008007,PRD02,Savings Account,2020-05-31,Open
ACC0012478,CUST008008,PRD09,Term Deposit,2023-09-05,Closed
ACC0012479,CUST008008,PRD01,Checking Account,2021-03-12,Closed
ACC0012480,CUST008009,PRD01,Checking Account,2019-11-03,Open
ACC0012481,CUST008009,PRD02,Savings Account,2023-05-08,Open
ACC0012482,CUST008010,PRD01,Checking Account,2019-04-08,Closed
ACC0012483,CUST008011,PRD01,Checking Account,2023-12-16,Open
ACC0012484,CUST008012,PRD09,Term Deposit,2016-12-01,Open
ACC0012485,CUST008012,PRD01,Checking Account,2022-11-30,Open
ACC0012486,CUST008013,PRD01,Checking Account,2020-07-24,Open
ACC0012487,CUST008013,PRD02,Savings Account,2021-03-06,Open
ACC0012488,CUST008014,PRD01,Checking Account,2019-12-16,Open
ACC0012489,CUST008015,PRD01,Checking Account,2022-01-22,Open
ACC0012490,CUST008016,PRD01,Checking Account,2024-04-04,Closed
ACC0012491,CUST008017,PRD01,Checking Account,2023-05-24,Open
ACC0012492,CUST008017,PRD02,Savings Account,2024-05-29,Open
ACC0012493,CUST008018,PRD01,Checking Account,2024-11-03,Open
ACC0012494,CUST008019,PRD01,Checking Account,2022-01-25,Open
ACC0012495,CUST008019,PRD02,Savings Account,2021-12-08,Open
ACC0012496,CUST008020,PRD01,Checking Account,2022-08-08,Open
ACC0012497,CUST008021,PRD01,Checking Account,2023-07-24,Open
ACC0012498,CUST008022,PRD01,Checking Account,2024-04-06,Open
ACC0012499,CUST008022,PRD02,Savings Account,2024-04-04,Open
ACC0012500,CUST008023,PRD01,Checking Account,2024-07-10,Open
ACC0012501,CUST008023,PRD02,Savings Account,2024-09-04,Open
ACC0012502,CUST008024,PRD01,Checking Account,2023-08-30,Open
ACC0012503,CUST008024,PRD02,Savings Account,2023-09-27,Open
ACC0012504,CUST008025,PRD09,Term Deposit,2022-09-11,Closed
ACC0012505,CUST008025,PRD01,Checking Account,2020-05-06,Closed
ACC0012506,CUST008025,PRD02,Savings Account,2023-11-23,Closed
ACC0012507,CUST008026,PRD01,Checking Account,2020-01-23,Open
ACC0012508,CUST008027,PRD01,Checking Account,2024-08-18,Open
ACC0012509,CUST008028,PRD01,Checking Account,2024-07-31,Open
ACC0012510,CUST008028,PRD02,Savings Account,2024-10-23,Open
ACC0012511,CUST008029,PRD01,Checking Account,2024-11-21,Open
ACC0012512,CUST008030,PRD01,Checking Account,2019-04-22,Open
ACC0012513,CUST008031,PRD01,Checking Account,2019-10-29,Closed
ACC0012514,CUST008031,PRD02,Savings Account,2022-08-29,Closed
ACC0012515,CUST008032,PRD01,Checking Account,2022-05-18,Open
ACC0012516,CUST008033,PRD01,Checking Account,2024-10-26,Closed
ACC0012517,CUST008034,PRD01,Checking Account,2023-05-26,Open
ACC0012518,CUST008034,PRD02,Savings Account,2023-07-27,Open
ACC0012519,CUST008035,PRD01,Checking Account,2020-12-30,Open
ACC0012520,CUST008036,PRD01,Checking Account,2024-12-22,Open
ACC0012521,CUST008036,PRD02,Savings Account,2024-02-08,Open
ACC0012522,CUST008037,PRD01,Checking Account,2020-01-24,Open
ACC0012523,CUST008037,PRD09,Term Deposit,2021-04-20,Open
ACC0012524,CUST008037,PRD02,Savings Account,2018-01-14,Open
ACC0012525,CUST008038,PRD01,Checking Account,2023-03-03,Open
ACC0012526,CUST008038,PRD02,Savings Account,2024-06-01,Open
ACC0012527,CUST008039,PRD01,Checking Account,2023-10-27,Open
ACC0012528,CUST008040,PRD01,Checking Account,2019-09-18,Open
ACC0012529,CUST008041,PRD09,Term Deposit,2024-02-17,Open
ACC0012530,CUST008041,PRD01,Checking Account,2022-08-28,Open
ACC0012531,CUST008042,PRD01,Checking Account,2024-11-23,Open
ACC0012532,CUST008043,PRD01,Checking Account,2024-09-08,Open
ACC0012533,CUST008044,PRD01,Checking Account,2024-06-10,Open
ACC0012534,CUST008045,PRD01,Checking Account,2022-12-08,Open
ACC0012535,CUST008045,PRD02,Savings Account,2021-01-09,Open
ACC0012536,CUST008046,PRD01,Checking Account,2023-07-28,Open
ACC0012537,CUST008047,PRD01,Checking Account,2024-06-30,Open
ACC0012538,CUST008047,PRD02,Savings Account,2024-11-24,Open
ACC0012539,CUST008048,PRD01,Checking Account,2022-09-04,Open
ACC0012540,CUST008049,PRD01,Checking Account,2019-11-10,Open
ACC0012541,CUST008050,PRD01,Checking Account,2024-01-20,Open
ACC0012542,CUST008051,PRD01,Checking Account,2024-10-16,Open
ACC0012543,CUST008051,PRD02,Savings Account,2024-01-20,Open
ACC0012544,CUST008052,PRD01,Checking Account,2024-06-27,Open
ACC0012545,CUST008053,PRD01,Checking Account,2022-12-09,Open
ACC0012546,CUST008053,PRD09,Term Deposit,2024-10-18,Open
ACC0012547,CUST008054,PRD01,Checking Account,2024-11-21,Open
ACC0012548,CUST008054,PRD02,Savings Account,2024-11-11,Open
ACC0012549,CUST008055,PRD01,Checking Account,2024-11-19,Open
ACC0012550,CUST008055,PRD02,Savings Account,2024-11-26,Open
ACC0012551,CUST008056,PRD01,Checking Account,2023-09-29,Open
ACC0012552,CUST008057,PRD01,Checking Account,2024-06-10,Open
ACC0012553,CUST008057,PRD02,Savings Account,2023-03-28,Open
ACC0012554,CUST008058,PRD01,Checking Account,2024-08-07,Closed
ACC0012555,CUST008059,PRD01,Checking Account,2024-10-31,Open
ACC0012556,CUST008059,PRD02,Savings Account,2024-02-24,Open
ACC0012557,CUST008060,PRD01,Checking Account,2023-10-26,Open
ACC0012558,CUST008061,PRD01,Checking Account,2020-11-04,Closed
ACC0012559,CUST008061,PRD02,Savings Account,2021-07-03,Closed
ACC0012560,CUST008062,PRD01,Checking Account,2022-10-25,Closed
ACC0012561,CUST008063,PRD01,Checking Account,2021-10-11,Open
ACC0012562,CUST008064,PRD01,Checking Account,2018-05-16,Open
ACC0012563,CUST008064,PRD02,Savings Account,2018-06-18,Open
ACC0012564,CUST008065,PRD01,Checking Account,2024-10-13,Open
ACC0012565,CUST008066,PRD01,Checking Account,2024-10-14,Closed
ACC0012566,CUST008067,PRD01,Checking Account,2024-12-16,Closed
ACC0012567,CUST008067,PRD02,Savings Account,2024-12-16,Closed
ACC0012568,CUST008068,PRD01,Checking Account,2021-07-15,Open
ACC0012569,CUST008069,PRD01,Checking Account,2022-08-18,Open
ACC0012570,CUST008070,PRD01,Checking Account,2017-12-25,Open
ACC0012571,CUST008070,PRD02,Savings Account,2019-08-27,Open
ACC0012572,CUST008071,PRD09,Term Deposit,2022-05-26,Open
ACC0012573,CUST008071,PRD01,Checking Account,2023-03-30,Open
ACC0012574,CUST008071,PRD02,Savings Account,2024-09-03,Open
ACC0012575,CUST008072,PRD01,Checking Account,2024-09-23,Open
ACC0012576,CUST008073,PRD01,Checking Account,2018-07-08,Open
ACC0012577,CUST008074,PRD01,Checking Account,2023-09-03,Open
ACC0012578,CUST008074,PRD09,Term Deposit,2024-10-08,Open
ACC0012579,CUST008075,PRD01,Checking Account,2018-07-10,Open
ACC0012580,CUST008075,PRD02,Savings Account,2021-05-26,Open
ACC0012581,CUST008076,PRD01,Checking Account,2024-11-26,Open
ACC0012582,CUST008076,PRD02,Savings Account,2024-10-09,Open
ACC0012583,CUST008077,PRD01,Checking Account,2023-09-21,Open
ACC0012584,CUST008078,PRD01,Checking Account,2021-04-22,Open
ACC0012585,CUST008079,PRD01,Checking Account,2024-12-20,Open
ACC0012586,CUST008080,PRD01,Checking Account,2022-09-22,Closed
ACC0012587,CUST008080,PRD02,Savings Account,2023-07-07,Closed
ACC0012588,CUST008081,PRD09,Term Deposit,2021-11-03,Open
ACC0012589,CUST008081,PRD01,Checking Account,2023-10-02,Open
ACC0012590,CUST008082,PRD01,Checking Account,2024-10-25,Open
ACC0012591,CUST008083,PRD01,Checking Account,2024-05-05,Open
ACC0012592,CUST008084,PRD01,Checking Account,2022-05-27,Open
ACC0012593,CUST008085,PRD01,Checking Account,2022-10-10,Open
ACC0012594,CUST008086,PRD01,Checking Account,2017-03-21,Open
ACC0012595,CUST008087,PRD01,Checking Account,2019-10-11,Closed
ACC0012596,CUST008087,PRD02,Savings Account,2021-02-06,Closed
ACC0012597,CUST008088,PRD01,Checking Account,2022-04-20,Open
ACC0012598,CUST008088,PRD02,Savings Account,2021-06-21,Open
ACC0012599,CUST008089,PRD01,Checking Account,2024-04-05,Open
ACC0012600,CUST008090,PRD01,Checking Account,2021-04-17,Open
ACC0012601,CUST008090,PRD02,Savings Account,2023-04-15,Open
ACC0012602,CUST008091,PRD01,Checking Account,2022-05-20,Closed
ACC0012603,CUST008091,PRD02,Savings Account,2023-09-18,Closed
ACC0012604,CUST008092,PRD01,Checking Account,2022-08-11,Open
ACC0012605,CUST008093,PRD01,Checking Account,2023-02-17,Open
ACC0012606,CUST008094,PRD01,Checking Account,2022-07-10,Open
ACC0012607,CUST008094,PRD02,Savings Account,2023-06-16,Open
ACC0012608,CUST008095,PRD01,Checking Account,2022-10-19,Open
ACC0012609,CUST008095,PRD02,Savings Account,2024-12-19,Open
ACC0012610,CUST008096,PRD01,Checking Account,2023-05-18,Open
ACC0012611,CUST008096,PRD09,Term Deposit,2022-03-17,Open
ACC0012612,CUST008097,PRD01,Checking Account,2024-10-27,Open
ACC0012613,CUST008097,PRD02,Savings Account,2019-05-23,Open
ACC0012614,CUST008098,PRD01,Checking Account,2023-09-04,Open
ACC0012615,CUST008098,PRD02,Savings Account,2023-12-06,Open
ACC0012616,CUST008099,PRD01,Checking Account,2024-05-24,Open
ACC0012617,CUST008100,PRD01,Checking Account,2023-03-20,Closed
ACC0012618,CUST008100,PRD09,Term Deposit,2024-04-16,Closed
ACC0012619,CUST008101,PRD01,Checking Account,2024-10-31,Open
ACC0012620,CUST008101,PRD09,Term Deposit,2024-10-31,Open
ACC0012621,CUST008102,PRD01,Checking Account,2021-08-07,Closed
ACC0012622,CUST008103,PRD01,Checking Account,2024-06-08,Open
ACC0012623,CUST008104,PRD01,Checking Account,2022-05-12,Closed
ACC0012624,CUST008105,PRD01,Checking Account,2023-10-04,Closed
ACC0012625,CUST008105,PRD02,Savings Account,2023-10-10,Closed
ACC0012626,CUST008106,PRD01,Checking Account,2020-06-03,Open
ACC0012627,CUST008106,PRD02,Savings Account,2023-02-08,Open
ACC0012628,CUST008107,PRD01,Checking Account,2020-12-04,Closed
