deposit_id,customer_id,open_date,principal_amount,term_months,interest_rate,auto_renew,status
DEP001629,CUST010182,2017-10-01,26943.62,12,0.0629,False,Active
DEP001630,CUST010185,2018-12-05,40502.46,12,0.0377,False,Active
DEP001631,CUST010189,2022-06-23,30328.88,12,0.033,True,Withdrawn Early
DEP001632,CUST010190,2021-01-04,48864.86,12,0.0378,False,Matured
DEP001633,CUST010191,2024-09-19,11157.78,12,0.0709,True,Active
DEP001634,CUST010198,2024-06-20,22447.92,12,0.037,True,Matured
DEP001635,CUST010218,2022-06-26,39750.15,12,0.0771,False,Active
DEP001636,CUST010222,2024-10-20,24913.49,3,0.075,False,Active
DEP001637,CUST010226,2023-04-28,24142.91,3,0.0711,False,Active
DEP001638,CUST010227,2024-07-04,21555.08,6,0.0412,False,Active
DEP001639,CUST010233,2024-11-18,33856.59,6,0.0768,False,Active
DEP001640,CUST010234,2024-09-05,35024.67,24,0.0477,True,Active
DEP001641,CUST010238,2018-07-29,1713.15,6,0.0349,False,Active
DEP001642,CUST010240,2020-10-02,3396.18,24,0.0352,True,Matured
DEP001643,CUST010245,2022-02-10,35698.4,12,0.0611,False,Active
DEP001644,CUST010246,2024-09-17,9037.25,3,0.0409,False,Active
DEP001645,CUST010251,2022-01-09,44057.39,12,0.0489,False,Matured
DEP001646,CUST010253,2022-04-20,6702.87,6,0.0649,True,Matured
DEP001647,CUST010254,2022-12-17,8017.13,12,0.073,False,Matured
DEP001648,CUST010276,2022-06-20,32280.75,6,0.0685,False,Matured
DEP001649,CUST010279,2024-11-16,28235.85,6,0.0629,False,Active
DEP001650,CUST010286,2024-08-20,3303.38,24,0.0622,False,Matured
DEP001651,CUST010289,2024-05-23,46590.74,3,0.0787,True,Matured
DEP001652,CUST010306,2022-04-30,14209.41,12,0.0552,True,Active
DEP001653,CUST010310,2024-01-31,12532.42,6,0.0767,False,Active
DEP001654,CUST010315,2024-05-13,26442.06,6,0.031,True,Active
DEP001655,CUST010316,2021-07-29,40457.96,12,0.0594,True,Matured
DEP001656,CUST010320,2023-08-20,7849.22,6,0.0719,True,Active
DEP001657,CUST010323,2024-12-07,43850.47,6,0.0322,True,Active
DEP001658,CUST010342,2024-10-19,39263.22,12,0.0631,False,Withdrawn Early
DEP001659,CUST010344,2022-10-13,4052.89,12,0.0414,False,Active
DEP001660,CUST010345,2023-03-13,37093.32,3,0.0724,False,Active
DEP001661,CUST010354,2024-07-26,7001.95,12,0.0523,False,Matured
DEP001662,CUST010378,2021-09-04,9177.99,36,0.0794,True,Active
DEP001663,CUST010380,2022-09-07,4441.3,6,0.0724,False,Matured
DEP001664,CUST010382,2024-11-15,5822.73,12,0.0625,False,Active
DEP001665,CUST010384,2019-04-20,45341.05,3,0.0539,False,Active
DEP001666,CUST010391,2023-06-13,39701.57,6,0.048,False,Active
DEP001667,CUST010392,2021-09-28,4636.35,24,0.0727,False,Active
DEP001668,CUST010409,2020-02-08,10992.38,12,0.0645,True,Matured
DEP001669,CUST010415,2023-05-23,34612.69,3,0.0316,True,Active
DEP001670,CUST010418,2024-11-01,19731.89,12,0.0614,False,Active
DEP001671,CUST010430,2022-03-14,34757.25,12,0.0736,False,Active
DEP001672,CUST010432,2023-10-02,17844.04,3,0.0328,False,Matured
DEP001673,CUST010437,2022-09-09,13295.26,24,0.0481,True,Matured
DEP001674,CUST010438,2020-08-02,42234.21,6,0.0772,False,Active
DEP001675,CUST010444,2024-11-05,6226.36,24,0.0734,False,Active
DEP001676,CUST010458,2024-02-12,2554.6,12,0.0656,False,Matured
DEP001677,CUST010474,2023-02-06,39948.19,3,0.0699,False,Active
DEP001678,CUST010478,2021-01-26,8206.01,24,0.0454,False,Withdrawn Early
DEP001679,CUST010484,2021-03-17,34034.84,12,0.08,True,Active
DEP001680,CUST010488,2024-12-12,4132.3,12,0.0642,True,Active
DEP001681,CUST010491,2017-09-01,13025.72,3,0.0582,False,Matured
DEP001682,CUST010508,2023-07-21,4976.51,12,0.0458,False,Matured
DEP001683,CUST010521,2024-11-09,14239.22,12,0.0488,False,Matured
DEP001684,CUST010535,2021-01-11,15470.27,36,0.0445,True,Withdrawn Early
DEP001685,CUST010543,2021-10-28,45160.37,12,0.0602,True,Active
DEP001686,CUST010551,2024-11-20,3405.1,6,0.0495,True,Withdrawn Early
DEP001687,CUST010552,2022-07-06,43209.62,3,0.0582,False,Matured
DEP001688,CUST010561,2020-02-11,45044.72,6,0.0711,False,Active
DEP001689,CUST010567,2023-09-13,44868.96,6,0.0578,False,Matured
DEP001690,CUST010577,2024-11-11,49373.49,24,0.0447,False,Matured
DEP001691,CUST010580,2024-03-02,23169.38,3,0.0413,True,Active
DEP001692,CUST010586,2024-06-10,7093.28,12,0.0558,False,Matured
DEP001693,CUST010589,2024-07-18,39564.82,36,0.0494,False,Active
DEP001694,CUST010605,2024-12-16,13370.71,6,0.0776,False,Active
DEP001695,CUST010613,2024-10-31,14715.08,6,0.0677,True,Active
DEP001696,CUST010616,2024-10-14,16118.14,24,0.0431,True,Matured
DEP001697,CUST010619,2022-07-20,12559.61,6,0.0787,False,Active
DEP001698,CUST010620,2024-01-06,8539.12,12,0.0799,False,Active
DEP001699,CUST010621,2022-11-25,24093.01,12,0.0623,False,Withdrawn Early
DEP001700,CUST010632,2020-08-17,2673.83,36,0.0397,False,Active
DEP001701,CUST010637,2020-05-24,15888.26,12,0.0448,False,Active
DEP001702,CUST010644,2024-10-15,20686.81,12,0.0722,False,Active
DEP001703,CUST010651,2016-05-14,28627.74,12,0.0575,True,Active
DEP001704,CUST010667,2022-01-02,5324.09,3,0.0364,True,Active
DEP001705,CUST010670,2022-09-02,29193.39,6,0.0735,False,Matured
DEP001706,CUST010686,2020-05-11,8748.59,3,0.0465,True,Active
DEP001707,CUST010688,2024-07-13,44579.08,6,0.0567,False,Matured
DEP001708,CUST010698,2021-02-11,5932.29,6,0.0711,False,Withdrawn Early
DEP001709,CUST010699,2024-01-12,46442.73,12,0.0664,True,Matured
DEP001710,CUST010711,2023-08-30,6517.04,3,0.0799,False,Active
DEP001711,CUST010718,2024-10-26,36858.37,3,0.074,False,Active
DEP001712,CUST010727,2023-03-16,25188.69,6,0.0379,False,Active
DEP001713,CUST010735,2023-12-20,49936.89,6,0.0586,True,Matured
DEP001714,CUST010742,2024-09-20,6858.73,6,0.0433,False,Active
DEP001715,CUST010768,2024-11-13,16205.46,12,0.0498,True,Withdrawn Early
DEP001716,CUST010777,2024-11-11,20395.95,36,0.0308,True,Matured
DEP001717,CUST010779,2022-06-18,45641.15,24,0.0528,False,Active
DEP001718,CUST010784,2020-05-05,42159.52,24,0.0345,False,Active
DEP001719,CUST010788,2024-12-12,31616.89,6,0.0791,True,Active
DEP001720,CUST010790,2024-02-18,9703.24,3,0.0754,False,Active
DEP001721,CUST010793,2022-10-09,18270.57,3,0.049,True,Active
DEP001722,CUST010797,2023-04-28,34859.12,12,0.0415,False,Active
DEP001723,CUST010805,2020-01-30,46477.9,12,0.0673,False,Matured
DEP001724,CUST010817,2023-02-09,31239.75,3,0.0754,False,Active
DEP001725,CUST010831,2023-12-01,11742.89,24,0.0623,True,Active
DEP001726,CUST010843,2022-01-18,1810.57,12,0.0693,False,Active
DEP001727,CUST010845,2023-10-24,42730.34,12,0.0638,False,Matured
DEP001728,CUST010846,2022-04-16,49118.51,12,0.0366,False,Matured
DEP001729,CUST010869,2022-11-02,42863.38,6,0.0676,True,Active
DEP001730,CUST010873,2018-09-18,43511.7,12,0.0621,False,Matured
DEP001731,CUST010874,2022-12-20,39629.03,6,0.0733,False,Active
DEP001732,CUST010875,2019-10-31,34634.07,6,0.0672,False,Matured
DEP001733,CUST010876,2022-12-02,44560.22,24,0.0691,False,Matured
DEP001734,CUST010884,2022-07-19,48923.42,24,0.0665,False,Active
DEP001735,CUST010887,2023-09-22,11351.6,12,0.0642,True,Matured
DEP001736,CUST010888,2020-03-21,20840.61,3,0.0432,False,Active
DEP001737,CUST010903,2017-02-21,3952.72,12,0.0333,False,Matured
DEP001738,CUST010912,2024-07-01,29362.59,12,0.0518,True,Active
DEP001739,CUST010914,2022-05-26,20160.24,12,0.072,False,Matured
DEP001740,CUST010916,2022-12-10,41345.01,12,0.0683,True,Matured
DEP001741,CUST010924,2021-04-10,37922.75,36,0.0344,False,Matured
DEP001742,CUST010935,2020-01-07,42545.3,12,0.0315,True,Active
DEP001743,CUST010943,2020-10-13,37441.4,6,0.0453,True,Matured
DEP001744,CUST010944,2024-05-05,32493.34,12,0.0755,False,Matured
DEP001745,CUST010946,2024-10-21,1074.25,12,0.0636,False,Active
DEP001746,CUST010953,2023-03-21,19179.32,12,0.0789,False,Active
DEP001747,CUST010964,2022-08-14,30160.05,12,0.0531,True,Active
DEP001748,CUST010968,2021-03-22,48889.57,12,0.0456,False,Matured
DEP001749,CUST010986,2022-04-12,17488.68,12,0.0681,True,Matured
DEP001750,CUST011005,2023-05-01,38392.92,6,0.0623,False,Active
DEP001751,CUST011008,2023-01-31,14625.32,24,0.0424,False,Matured
DEP001752,CUST011012,2022-10-25,48929.69,12,0.0526,False,Active
DEP001753,CUST011014,2024-12-27,7065.91,12,0.0599,False,Active
DEP001754,CUST011020,2024-10-05,18850.62,12,0.077,False,Active
DEP001755,CUST011027,2024-05-17,8147.24,12,0.0539,True,Active
DEP001756,CUST011028,2022-11-04,46402.38,12,0.047,False,Active
DEP001757,CUST011033,2024-06-20,27294.28,3,0.0459,False,Matured
DEP001758,CUST011040,2022-01-19,39782.18,6,0.0435,False,Withdrawn Early
DEP001759,CUST011043,2021-05-18,1539.41,3,0.0525,True,Withdrawn Early
DEP001760,CUST011049,2024-06-14,38749.92,36,0.0308,False,Active
DEP001761,CUST011061,2020-01-25,31248.37,3,0.0664,False,Active
DEP001762,CUST011078,2021-12-11,45435.96,12,0.0683,True,Matured
DEP001763,CUST011081,2024-12-21,11202.41,12,0.0627,True,Withdrawn Early
DEP001764,CUST011085,2023-12-03,24229.02,6,0.0574,True,Matured
DEP001765,CUST011086,2024-06-23,2320.43,12,0.0756,False,Matured
DEP001766,CUST011091,2020-12-29,17228.49,3,0.0514,True,Withdrawn Early
DEP001767,CUST011094,2024-11-17,11707.62,36,0.0314,False,Matured
DEP001768,CUST011099,2023-06-28,44210.53,36,0.0744,False,Active
DEP001769,CUST011114,2019-06-09,13516.98,12,0.0392,False,Matured
DEP001770,CUST011145,2019-07-15,4931.86,6,0.0637,False,Active
DEP001771,CUST011153,2024-09-21,26073.66,6,0.0563,True,Matured
DEP001772,CUST011155,2021-01-20,17757.78,6,0.077,False,Active
DEP001773,CUST011160,2021-09-01,35744.32,3,0.0356,True,Active
DEP001774,CUST011166,2024-05-15,46678.69,3,0.0577,False,Withdrawn Early
DEP001775,CUST011168,2024-05-03,44287.71,24,0.0746,False,Matured
DEP001776,CUST011173,2023-06-10,24182.66,12,0.0555,True,Active
DEP001777,CUST011177,2024-03-08,18031.94,6,0.0459,False,Active
DEP001778,CUST011179,2024-03-05,45962.41,24,0.0629,False,Active
DEP001779,CUST011184,2023-12-10,2868.61,12,0.0525,True,Withdrawn Early
DEP001780,CUST011216,2024-04-28,6299.28,6,0.0317,True,Matured
DEP001781,CUST011221,2024-07-24,2486.7,24,0.045,True,Active
DEP001782,CUST011227,2024-11-21,47404.12,6,0.0745,False,Active
DEP001783,CUST011232,2022-01-29,13688.96,36,0.0356,False,Active
DEP001784,CUST011234,2024-12-24,48112.24,12,0.03,True,Withdrawn Early
DEP001785,CUST011235,2019-12-11,1669.52,12,0.0389,False,Matured
DEP001786,CUST011238,2022-03-30,8983.07,36,0.061,False,Active
DEP001787,CUST011245,2023-12-10,34586.81,12,0.0594,True,Withdrawn Early
DEP001788,CUST011246,2024-10-28,48181.01,3,0.0755,True,Matured
DEP001789,CUST011251,2020-12-05,10186.73,12,0.0739,False,Active
DEP001790,CUST011253,2018-01-24,2496.5,24,0.0742,True,Active
DEP001791,CUST011254,2023-01-06,22909.38,6,0.0422,False,Active
DEP001792,CUST011259,2020-07-17,34598.09,6,0.0478,False,Active
DEP001793,CUST011261,2024-02-21,24698.57,12,0.0454,False,Matured
DEP001794,CUST011262,2023-12-17,41315.51,12,0.0396,False,Matured
DEP001795,CUST011271,2023-03-09,21434.34,36,0.0581,True,Withdrawn Early
DEP001796,CUST011273,2021-01-31,2620.41,12,0.0457,True,Matured
DEP001797,CUST011282,2021-06-23,26196.85,12,0.0732,False,Matured
DEP001798,CUST011288,2022-12-11,35685.53,6,0.0623,False,Active
DEP001799,CUST011297,2024-04-28,4181.16,12,0.049,False,Active
DEP001800,CUST011299,2023-07-15,26535.69,24,0.0326,False,Matured
DEP001801,CUST011300,2024-11-05,47833.45,12,0.0673,True,Matured
DEP001802,CUST011313,2023-10-13,36128.24,12,0.0548,False,Matured
DEP001803,CUST011314,2024-05-20,29728.96,24,0.0522,False,Active
DEP001804,CUST011317,2023-06-11,10176.47,6,0.0446,False,Matured
DEP001805,CUST011321,2024-07-16,2173.06,12,0.0613,False,Active
DEP001806,CUST011324,2017-09-05,8920.57,12,0.0531,False,Withdrawn Early
DEP001807,CUST011330,2024-08-12,19428.22,3,0.0665,False,Active
DEP001808,CUST011341,2023-01-11,1227.8,3,0.0653,False,Matured
DEP001809,CUST011356,2023-09-26,19554.04,12,0.0384,False,Matured
DEP001810,CUST011359,2022-07-20,27181.02,3,0.0325,True,Active
DEP001811,CUST011364,2024-11-07,4521.64,12,0.05,False,Matured
DEP001812,CUST011368,2018-01-03,21618.05,6,0.0374,False,Active
DEP001813,CUST011373,2024-11-30,33770.27,3,0.0502,False,Matured
DEP001814,CUST011379,2023-09-21,4017.8,6,0.0351,False,Active
DEP001815,CUST011393,2023-10-07,36455.92,6,0.0602,False,Matured
DEP001816,CUST011397,2024-06-05,11902.04,6,0.0779,True,Active
DEP001817,CUST011398,2022-06-30,1351.8,6,0.0399,False,Active
DEP001818,CUST011402,2022-03-30,42142.99,6,0.0565,False,Active
DEP001819,CUST011412,2023-05-20,43035.58,6,0.0556,True,Active
DEP001820,CUST011420,2023-06-18,11185.29,12,0.0577,True,Active
DEP001821,CUST011426,2024-01-27,13838.97,3,0.0684,False,Active
DEP001822,CUST011429,2021-02-23,44499.16,36,0.0463,True,Active
DEP001823,CUST011432,2024-11-03,46294.75,12,0.0362,True,Withdrawn Early
DEP001824,CUST011433,2017-02-28,2402.3,24,0.0755,False,Active
DEP001825,CUST011436,2022-02-23,4538.0,24,0.0734,True,Withdrawn Early
DEP001826,CUST011441,2020-12-19,46043.7,6,0.0659,False,Active
DEP001827,CUST011445,2021-01-21,12329.26,6,0.0349,True,Matured
DEP001828,CUST011446,2023-04-24,3893.53,12,0.0637,False,Matured
DEP001829,CUST011447,2022-05-08,1055.51,12,0.0705,False,Matured
DEP001830,CUST011448,2024-11-04,36130.56,12,0.0639,True,Active
DEP001831,CUST011455,2024-11-26,5224.23,6,0.0431,True,Active
DEP001832,CUST011459,2022-09-23,30010.51,6,0.0749,False,Matured
DEP001833,CUST011463,2024-01-26,22677.37,6,0.063,True,Matured
DEP001834,CUST011469,2019-03-17,23658.37,12,0.0485,True,Matured
DEP001835,CUST011470,2023-03-10,21538.2,12,0.0665,False,Active
DEP001836,CUST011485,2021-04-13,12826.83,3,0.0606,False,Active
DEP001837,CUST011492,2024-08-19,44219.2,36,0.0414,True,Active
DEP001838,CUST011499,2018-12-20,34340.84,12,0.0405,True,Matured
DEP001839,CUST011506,2022-05-31,15084.65,36,0.0536,False,Active
DEP001840,CUST011508,2023-08-01,43291.17,6,0.0742,False,Active
DEP001841,CUST011520,2023-08-17,39799.05,36,0.0776,False,Active
DEP001842,CUST011524,2024-05-07,18588.13,12,0.0308,False,Active
DEP001843,CUST011525,2024-03-28,7141.22,6,0.0659,False,Active
DEP001844,CUST011527,2021-08-09,23479.38,24,0.0393,False,Matured
DEP001845,CUST011539,2023-12-07,9314.98,3,0.0403,False,Withdrawn Early
DEP001846,CUST011541,2023-03-13,17433.42,24,0.0416,True,Active
DEP001847,CUST011545,2023-11-18,44776.69,36,0.0674,False,Active
DEP001848,CUST011547,2024-06-14,27706.43,12,0.0709,False,Matured
DEP001849,CUST011551,2024-03-21,19131.67,3,0.0374,False,Withdrawn Early
DEP001850,CUST011572,2020-11-01,42647.53,12,0.0346,True,Active
DEP001851,CUST011578,2021-09-12,31257.42,36,0.036,False,Matured
DEP001852,CUST011582,2022-09-16,30395.93,6,0.0719,True,Active
DEP001853,CUST011584,2019-11-29,30520.04,24,0.0782,False,Active
DEP001854,CUST011586,2024-01-10,11736.88,6,0.0539,True,Matured
DEP001855,CUST011589,2023-06-21,5419.46,12,0.0319,True,Active
DEP001856,CUST011591,2021-04-14,26365.16,3,0.0482,True,Withdrawn Early
DEP001857,CUST011604,2020-04-14,43560.53,6,0.0377,False,Active
DEP001858,CUST011629,2020-04-28,16640.06,6,0.0641,False,Active
DEP001859,CUST011630,2024-08-29,18316.61,3,0.0477,False,Active
DEP001860,CUST011634,2024-06-19,25344.9,3,0.0553,True,Active
DEP001861,CUST011636,2016-04-26,16348.65,12,0.0312,True,Matured
DEP001862,CUST011637,2022-06-03,9862.38,12,0.0751,True,Matured
DEP001863,CUST011647,2021-10-09,10542.71,24,0.0636,False,Withdrawn Early
DEP001864,CUST011653,2021-05-31,45116.76,3,0.0739,False,Active
DEP001865,CUST011657,2024-06-27,37217.16,3,0.0512,False,Matured
DEP001866,CUST011660,2020-11-28,13379.95,12,0.0562,False,Active
DEP001867,CUST011671,2024-03-20,6378.44,24,0.0591,False,Active
DEP001868,CUST011679,2024-02-11,34744.83,6,0.0556,False,Withdrawn Early
DEP001869,CUST011700,2019-12-05,38253.58,6,0.0597,False,Matured
DEP001870,CUST011704,2024-06-04,20578.87,12,0.0477,False,Active
DEP001871,CUST011711,2022-04-14,46525.6,6,0.0761,True,Active
DEP001872,CUST011736,2019-03-21,23975.72,3,0.0774,True,Matured
DEP001873,CUST011746,2022-12-15,48552.24,12,0.0598,False,Active
DEP001874,CUST011747,2024-11-30,1432.49,6,0.0733,True,Active
DEP001875,CUST011748,2021-01-17,4050.62,12,0.0568,False,Active
DEP001876,CUST011749,2021-06-09,21071.93,6,0.0554,False,Withdrawn Early
DEP001877,CUST011753,2020-07-02,42807.61,24,0.0513,False,Withdrawn Early
DEP001878,CUST011759,2021-03-12,39341.35,6,0.0523,False,Matured
DEP001879,CUST011760,2024-07-25,13333.44,6,0.0611,True,Active
DEP001880,CUST011763,2023-05-03,4742.4,24,0.0528,False,Active
DEP001881,CUST011778,2023-02-20,2213.06,3,0.073,False,Matured
DEP001882,CUST011781,2023-12-09,14902.65,36,0.0752,False,Matured
DEP001883,CUST011784,2024-11-04,38763.66,6,0.0353,False,Active
DEP001884,CUST011786,2023-03-02,40995.19,36,0.033,True,Active
DEP001885,CUST011798,2024-10-26,27490.1,3,0.0789,False,Matured
DEP001886,CUST011800,2021-07-08,9738.02,3,0.0679,False,Active
DEP001887,CUST011806,2019-10-02,14489.37,12,0.0797,False,Active
DEP001888,CUST011808,2021-06-30,25226.08,3,0.0753,False,Withdrawn Early
DEP001889,CUST011810,2021-11-06,46712.66,12,0.0555,False,Active
DEP001890,CUST011821,2023-03-30,24192.13,12,0.0677,True,Active
DEP001891,CUST011823,2020-05-28,1053.8,12,0.0748,True,Active
DEP001892,CUST011835,2024-06-04,17847.12,12,0.0761,True,Matured
DEP001893,CUST011845,2024-01-05,28865.07,12,0.0461,False,Active
DEP001894,CUST011858,2020-12-19,27212.55,12,0.0494,False,Active
DEP001895,CUST011860,2024-10-15,47220.57,3,0.0646,False,Matured
DEP001896,CUST011870,2023-10-11,36309.35,12,0.0597,True,Active
DEP001897,CUST011873,2024-01-01,41222.69,12,0.0387,False,Active
DEP001898,CUST011877,2024-09-08,14867.45,12,0.0487,True,Active
DEP001899,CUST011892,2022-11-19,33413.75,3,0.0422,False,Matured
DEP001900,CUST011895,2022-07-14,31375.71,3,0.0377,False,Active
DEP001901,CUST011901,2018-12-01,44602.29,12,0.0761,False,Active
DEP001902,CUST011902,2024-06-21,44351.77,12,0.0666,False,Matured
DEP001903,CUST011910,2023-08-25,44462.55,36,0.0306,False,Matured
DEP001904,CUST011913,2023-11-03,39081.91,12,0.0592,False,Withdrawn Early
DEP001905,CUST011925,2018-11-22,21241.27,24,0.0332,False,Matured
DEP001906,CUST011934,2022-12-14,44045.55,3,0.0685,False,Matured
DEP001907,CUST011935,2019-03-28,49143.92,6,0.0549,False,Active
DEP001908,CUST011942,2023-11-01,17693.99,6,0.0558,False,Matured
DEP001909,CUST011946,2023-02-03,17534.67,36,0.0368,False,Active
DEP001910,CUST011957,2021-08-23,32306.87,24,0.0315,False,Withdrawn Early
DEP001911,CUST011960,2024-06-27,45476.78,24,0.0329,False,Active
DEP001912,CUST011963,2022-10-01,15477.09,12,0.0458,False,Active
DEP001913,CUST011968,2022-11-08,2058.96,12,0.0575,False,Active
DEP001914,CUST011969,2023-03-18,48414.13,3,0.034,False,Active
DEP001915,CUST011972,2024-05-09,48214.69,24,0.0795,False,Matured
DEP001916,CUST011973,2024-12-16,38745.52,3,0.0612,False,Active
DEP001917,CUST011985,2018-12-14,27181.28,12,0.0615,False,Active
DEP001918,CUST011991,2024-07-08,9544.74,36,0.036,True,Matured
DEP001919,CUST011995,2023-11-05,6523.96,12,0.0673,False,Active
DEP001920,CUST012000,2019-09-01,14283.5,12,0.0606,False,Matured
DEP001921,CUST012001,2023-12-31,35815.58,12,0.0453,False,Active
DEP001922,CUST012008,2022-12-24,10346.09,12,0.0319,False,Withdrawn Early
DEP001923,CUST012009,2024-05-12,16337.05,12,0.0747,False,Active
DEP001924,CUST012014,2024-10-19,8912.88,12,0.0748,False,Matured
DEP001925,CUST012019,2019-09-22,19826.4,6,0.0432,False,Active
DEP001926,CUST012021,2024-04-29,48660.71,12,0.0417,True,Active
DEP001927,CUST012024,2021-02-01,36407.86,12,0.0425,True,Active
DEP001928,CUST012026,2023-09-25,7937.4,12,0.0515,False,Withdrawn Early
DEP001929,CUST012032,2020-10-09,30939.67,12,0.0404,True,Matured
DEP001930,CUST012034,2022-10-03,44294.18,3,0.0366,False,Withdrawn Early
DEP001931,CUST012041,2020-07-21,9133.77,3,0.066,False,Active
DEP001932,CUST012043,2024-03-24,20362.11,36,0.064,False,Active
DEP001933,CUST012062,2022-01-16,32788.84,12,0.0438,True,Matured
DEP001934,CUST012063,2021-05-25,31636.98,36,0.0514,False,Active
DEP001935,CUST012072,2023-06-11,43059.4,3,0.0737,False,Active
DEP001936,CUST012075,2020-09-15,15067.2,12,0.061,True,Active
DEP001937,CUST012087,2021-06-14,42814.74,36,0.0685,True,Matured
DEP001938,CUST012094,2020-03-28,46209.69,24,0.0373,False,Matured
DEP001939,CUST012102,2023-01-24,34895.05,6,0.0382,False,Active
DEP001940,CUST012107,2019-10-03,35863.74,6,0.0715,True,Active
DEP001941,CUST012110,2024-07-29,41770.64,12,0.075,False,Active
DEP001942,CUST012121,2022-09-13,24406.62,12,0.0576,False,Matured
DEP001943,CUST012122,2024-12-03,19114.94,12,0.0415,False,Active
DEP001944,CUST012127,2021-01-04,26044.55,12,0.0658,False,Active
DEP001945,CUST012136,2024-09-11,16261.55,36,0.0662,False,Active
DEP001946,CUST012139,2023-01-29,47589.59,36,0.0544,True,Active
DEP001947,CUST012142,2023-02-08,34105.84,24,0.0718,True,Matured
DEP001948,CUST012146,2024-07-23,34415.82,12,0.0442,False,Matured
DEP001949,CUST012154,2023-12-06,43071.51,12,0.0453,True,Active
DEP001950,CUST012161,2021-08-05,41390.78,3,0.065,False,Active
DEP001951,CUST012164,2019-01-10,7921.58,3,0.0428,True,Matured
DEP001952,CUST012167,2024-04-03,44931.61,24,0.0428,False,Active
DEP001953,CUST012170,2020-07-27,6835.4,36,0.0668,True,Active
DEP001954,CUST012177,2024-06-27,18966.53,3,0.0543,False,Matured
DEP001955,CUST012182,2023-09-12,10340.58,12,0.0766,True,Active
DEP001956,CUST012189,2023-11-23,28892.76,6,0.0513,False,Active
DEP001957,CUST012190,2024-05-10,22064.02,24,0.0365,False,Active
DEP001958,CUST012198,2024-06-13,37318.21,24,0.0631,False,Active
DEP001959,CUST012199,2024-07-30,33982.64,12,0.034,True,Active
DEP001960,CUST012201,2024-09-30,18441.54,6,0.0637,True,Withdrawn Early
DEP001961,CUST012202,2024-04-20,32659.0,12,0.0606,False,Active
DEP001962,CUST012206,2022-02-22,35627.75,3,0.0749,False,Active
DEP001963,CUST012221,2024-09-08,12366.59,3,0.044,True,Matured
DEP001964,CUST012227,2024-04-22,9507.27,12,0.0517,False,Active
DEP001965,CUST012232,2024-03-12,35119.94,24,0.0604,True,Active
DEP001966,CUST012238,2020-02-23,13247.33,3,0.0651,False,Active
DEP001967,CUST012241,2018-12-17,18920.17,12,0.0564,True,Withdrawn Early
DEP001968,CUST012244,2024-08-23,13731.87,6,0.0359,False,Matured
DEP001969,CUST012257,2024-12-04,17763.23,6,0.0367,False,Matured
DEP001970,CUST012270,2017-05-25,13386.01,24,0.0525,True,Active
DEP001971,CUST012274,2023-11-07,19357.32,3,0.0725,False,Active
DEP001972,CUST012278,2024-12-26,14111.44,3,0.0603,True,Active
DEP001973,CUST012291,2018-07-22,40879.3,6,0.0621,False,Matured
DEP001974,CUST012295,2018-07-01,24323.71,6,0.0559,False,Active
DEP001975,CUST012304,2024-12-08,24104.6,12,0.0719,False,Active
DEP001976,CUST012308,2024-10-08,18786.63,6,0.0605,True,Matured
DEP001977,CUST012311,2022-05-13,42342.04,12,0.0616,True,Withdrawn Early
DEP001978,CUST012318,2024-01-22,7056.98,6,0.0766,True,Active
DEP001979,CUST012333,2023-04-10,39122.03,3,0.0531,True,Matured
DEP001980,CUST012334,2023-10-05,20446.11,6,0.0392,False,Matured
DEP001981,CUST012339,2024-10-01,43494.06,3,0.0367,False,Withdrawn Early
DEP001982,CUST012345,2024-06-08,25701.17,12,0.0538,False,Matured
DEP001983,CUST012359,2023-12-20,13071.5,12,0.048,False,Active
DEP001984,CUST012363,2023-01-19,7070.63,12,0.0648,True,Active
DEP001985,CUST012366,2023-10-06,13298.29,6,0.0712,True,Matured
DEP001986,CUST012369,2017-08-14,31608.37,12,0.0487,True,Active
DEP001987,CUST012370,2020-11-10,17399.09,3,0.0617,False,Matured
DEP001988,CUST012376,2023-08-18,19583.2,24,0.0304,True,Matured
DEP001989,CUST012377,2021-11-17,12905.48,3,0.0582,False,Active
DEP001990,CUST012386,2023-09-22,40746.75,12,0.063,False,Active
DEP001991,CUST012399,2024-08-17,42844.73,36,0.0708,False,Withdrawn Early
DEP001992,CUST012402,2018-03-10,24148.35,12,0.0658,False,Matured
DEP001993,CUST012415,2024-03-29,49171.64,12,0.0443,False,Matured
DEP001994,CUST012419,2024-02-22,1016.32,12,0.0768,False,Matured
DEP001995,CUST012422,2021-09-02,23547.35,6,0.0796,False,Matured
DEP001996,CUST012431,2022-02-22,14140.66,6,0.0725,True,Active
DEP001997,CUST012435,2023-12-27,5049.99,6,0.0565,False,Active
DEP001998,CUST012436,2021-04-05,36095.77,3,0.0502,True,Matured
DEP001999,CUST012447,2024-10-31,38354.21,12,0.0593,True,Matured
DEP002000,CUST012463,2024-03-05,21005.96,12,0.0325,True,Matured
DEP002001,CUST012474,2022-02-16,48726.84,12,0.0309,False,Active
DEP002002,CUST012478,2022-04-17,28070.22,3,0.0338,True,Active
DEP002003,CUST012482,2022-05-23,46729.14,12,0.031,True,Active
DEP002004,CUST012486,2024-10-29,16358.5,3,0.0467,False,Matured
DEP002005,CUST012491,2023-11-05,47222.67,12,0.051,False,Active
DEP002006,CUST012492,2024-12-04,43015.1,12,0.0457,True,Matured
