customer_id,signup_date,birth_year,age,age_band,gender,region,city,branch_id,employment_status,occupation_group,income_band,annual_income,education_level,marital_status,customer_type,acquisition_channel,acquisition_campaign_flag,relationship_start_date,tenure_years,digital_adoption,mobile_banking_user,internet_banking_user,premium_customer_flag,salary_customer_flag,customer_status,churn_flag,risk_segment,recency_months,frequency_avg_monthly_txns,monetary_avg_balance,r_score,f_score,m_score,rfm_score,rfm_segment,customer_value_score,value_segment,lifecycle_segment,behavioral_segment,digital_segment,customer_lifetime_value,products_owned_count,multi_product_flag
CUST009719,2017-05-10,1975,51,46-55,Male,Region-12,Region-12-City-1,BR015,Self-Employed,Other,<15K,4400.0,High School,Married,Individual,CH12,True,2017-05-10,7.64,High,True,True,False,False,Active,False,Low,0,1.0,1109.19,3,3,4,334,Potential Loyalist,66.7,High Value,Loyal,Digital First,High,106.92,2,True
CUST009720,2024-04-23,2000,26,26-35,Female,Region-04,Region-04-City-1,BR015,Employed,Professional,<15K,1200.0,Diploma,Single,Individual,CH11,True,2024-04-23,0.69,Medium,True,False,False,False,Dormant,False,High,0,0.17,247.98,3,1,1,311,Potential Loyalist,33.3,Mass Affluent,Growing,Low Engagement,Medium,-64.84,2,True
CUST009721,2021-10-21,2002,24,18-25,Female,Region-12,Region-12-City-3,BR011,Employed,Other,<15K,1200.0,Bachelor,Divorced,Individual,CH05,False,2021-10-21,3.2,High,True,True,False,False,Churned,True,Elevated,13,0.5,73.32,1,2,1,121,Lost,26.7,Mass Affluent,Churned,Digital First,High,-23.56,5,True
CUST009722,2024-08-08,1961,65,56-65,Female,Region-03,Region-03-City-3,BR009,Employed,Clerical,15K-30K,16100.0,High School,Married,Individual,CH06,True,2024-08-08,0.4,Medium,True,False,False,True,Active,False,Elevated,0,1.42,4377.91,3,4,5,345,Potential Loyalist,80.0,High Value,New,Deposit Heavy,Medium,264.24,4,True
CUST009723,2018-08-06,2002,24,18-25,Male,Region-05,Region-05-City-1,BR021,Self-Employed,Public Sector,<15K,1200.0,Diploma,Single,Individual,CH03,False,2018-08-06,6.4,High,True,True,False,False,Active,False,Low,0,2.96,150.4,3,5,1,351,Potential Loyalist,60.0,Affluent,Loyal,Digital First,High,37.77,3,True
CUST009724,2017-04-10,1996,30,26-35,Male,Region-05,Region-05-City-2,BR002,Self-Employed,Manual Labor,<15K,3000.0,High School,Married,Individual,CH12,False,2017-04-10,7.73,High,True,True,False,False,Active,False,Moderate,0,1.92,265.13,3,5,1,351,Potential Loyalist,60.0,Affluent,Loyal,Digital First,High,43.2,3,True
CUST009725,2023-07-10,1988,38,36-45,Male,Region-11,Region-11-City-1,BR013,Self-Employed,Clerical,<15K,2700.0,Diploma,Single,Individual,CH10,True,2023-07-10,1.48,High,True,True,False,False,Active,False,Low,0,0.17,322.32,3,1,2,312,Potential Loyalist,40.0,Mass Affluent,Growing,Digital First,High,27.97,3,True
CUST009726,2022-01-12,1970,56,56-65,Female,Region-02,Region-02-City-3,BR018,Self-Employed,Professional,<15K,12500.0,Bachelor,Married,Individual,CH07,False,2022-01-12,2.97,High,True,True,False,False,Active,False,Low,0,0.38,2451.28,3,2,5,325,Potential Loyalist,66.7,High Value,Established,Digital First,High,252.89,5,True
CUST009727,2017-05-19,1991,35,26-35,Male,Region-10,Region-10-City-3,BR007,Employed,Manual Labor,<15K,3000.0,PhD,Single,Individual,CH07,False,2017-05-19,7.62,High,True,True,False,True,Active,False,Low,0,2.71,261.66,3,5,1,351,Potential Loyalist,60.0,Affluent,Loyal,Digital First,High,56.64,4,True
CUST009728,2024-07-20,1982,44,36-45,Female,Region-08,Region-08-City-3,BR020,Unemployed,Other,<15K,1200.0,Master,Single,Individual,CH08,True,2024-07-20,0.45,High,True,True,False,False,Churned,True,Critical,10,1.0,51.15,1,3,1,131,At Risk,33.3,Mass Affluent,Churned,Digital First,High,-103.67,2,True
CUST009729,2016-06-08,1999,27,26-35,Female,Region-03,Region-03-City-2,BR014,Employed,Manager,<15K,2700.0,Diploma,Married,Individual,CH10,False,2016-06-08,8.56,Medium,False,True,False,True,Active,False,Low,0,0.83,546.31,3,3,2,332,Potential Loyalist,53.3,Affluent,Established,Low Engagement,Medium,55.33,3,True
CUST009730,2017-01-05,1989,37,36-45,Female,Region-11,Region-11-City-2,BR011,Employed,Clerical,<15K,3100.0,High School,Single,Individual,CH07,False,2017-01-05,7.99,Medium,False,True,False,True,Active,False,Moderate,0,0.54,613.09,3,2,3,323,Potential Loyalist,53.3,Affluent,Established,Low Engagement,Medium,54.12,3,True
CUST009731,2023-07-23,2003,23,18-25,Male,Region-07,Region-07-City-1,BR022,Employed,Clerical,<15K,1200.0,Master,Married,Individual,CH11,False,2023-07-23,1.44,Medium,True,False,False,False,Active,False,Low,0,1.12,104.38,3,3,1,331,Potential Loyalist,46.7,Affluent,Growing,Low Engagement,Medium,14.21,3,True
CUST009732,2023-09-06,1973,53,46-55,Female,Region-07,Region-07-City-3,BR003,Employed,Professional,<15K,10700.0,High School,Married,Individual,CH12,True,2023-09-06,1.32,Low,False,False,False,True,Churned,True,Elevated,8,0.75,619.69,1,2,3,123,At Risk,40.0,Mass Affluent,Churned,Branch Dependent,Low,52.03,4,True
CUST009733,2018-10-02,1954,72,66+,Female,Region-05,Region-05-City-2,BR006,Employed,Professional,15K-30K,29300.0,Bachelor,Married,Individual,CH03,False,2018-10-02,6.25,High,True,True,False,True,Dormant,False,High,0,0.42,2312.38,3,2,5,325,Potential Loyalist,66.7,High Value,Established,Digital First,High,92.43,6,True
CUST009734,2024-10-30,1977,49,46-55,Female,Region-06,Region-06-City-2,BR021,Employed,Business Owner,<15K,7600.0,High School,Married,Individual,CH10,False,2024-10-30,0.17,High,True,True,False,True,Active,False,Low,0,1.08,1416.03,3,3,4,334,Potential Loyalist,66.7,High Value,New,Digital First,High,148.62,3,True
CUST009735,2020-05-30,2004,22,18-25,Female,Region-10,Region-10-City-2,BR004,Retired,Public Sector,<15K,1200.0,Bachelor,Single,Individual,CH05,True,2020-05-30,4.59,High,True,True,False,False,Active,False,High,0,0.58,125.66,3,2,1,321,Potential Loyalist,40.0,Mass Affluent,Established,Digital First,High,-61.45,3,True
CUST009736,2024-05-01,1986,40,36-45,Female,Region-12,Region-12-City-3,BR001,Employed,Other,<15K,7200.0,High School,Widowed,Individual,CH11,False,2024-05-01,0.67,High,True,True,False,False,Active,False,Elevated,0,0.5,763.93,3,2,3,323,Potential Loyalist,53.3,Affluent,Growing,Digital First,High,39.28,3,True
CUST009737,2020-03-07,1988,38,36-45,Female,Region-11,Region-11-City-3,BR022,Employed,Business Owner,<15K,7400.0,Master,Married,Individual,CH03,True,2020-03-07,4.82,High,True,True,False,False,Churned,True,Moderate,12,0.25,810.06,1,1,3,113,At Risk,33.3,Mass Affluent,Churned,Digital First,High,88.22,4,True
CUST009738,2021-10-19,1984,42,36-45,Male,Region-05,Region-05-City-1,BR001,Unemployed,Business Owner,<15K,1200.0,Master,Married,Individual,CH11,False,2021-10-19,3.2,High,True,True,False,False,Active,False,Critical,0,0.54,241.16,3,2,1,321,Potential Loyalist,40.0,Mass Affluent,Established,Digital First,High,-117.45,3,True
CUST009739,2018-08-16,1982,44,36-45,Female,Region-08,Region-08-City-3,BR022,Employed,Professional,<15K,4300.0,PhD,Married,Individual,CH07,True,2018-08-16,6.38,High,True,True,False,False,Churned,True,High,10,2.12,587.26,1,5,3,153,At Risk,60.0,Affluent,Churned,Digital First,High,-26.6,3,True
CUST009740,2017-01-26,1953,73,66+,Female,Region-12,Region-12-City-2,BR021,Employed,Manual Labor,<15K,3000.0,Bachelor,Widowed,Small Business,CH01,False,2017-01-26,7.93,Medium,False,True,False,True,Active,False,Low,0,2.75,326.55,3,5,2,352,Potential Loyalist,66.7,High Value,Loyal,Transaction Heavy,Medium,59.64,4,True
CUST009741,2020-07-25,1972,54,46-55,Female,Region-08,Region-08-City-2,BR022,Employed,Clerical,<15K,6900.0,High School,Single,Individual,CH08,False,2020-07-25,4.44,Medium,True,False,False,True,Active,False,Low,0,1.33,1348.09,3,4,4,344,Potential Loyalist,73.3,High Value,Loyal,Low Engagement,Medium,142.45,4,True
CUST009742,2019-03-15,1954,72,66+,Female,Region-01,Region-01-City-3,BR002,Employed,Manual Labor,<15K,4100.0,High School,Single,Small Business,CH11,True,2019-03-15,5.8,Low,False,False,False,True,Dormant,False,Low,0,0.46,1203.5,3,2,4,324,Potential Loyalist,60.0,Affluent,Established,Branch Dependent,Low,104.34,2,True
CUST009743,2019-07-27,1968,58,56-65,Male,Region-09,Region-09-City-1,BR007,Employed,Public Sector,<15K,5700.0,Diploma,Married,Individual,CH09,False,2019-07-27,5.43,High,True,True,False,True,Churned,True,Low,11,0.42,666.95,1,2,3,123,At Risk,40.0,Mass Affluent,Churned,Digital First,High,75.32,1,False
CUST009744,2016-02-22,1989,37,36-45,Male,Region-07,Region-07-City-1,BR005,Unemployed,Other,<15K,1200.0,Bachelor,Single,Individual,CH10,True,2016-02-22,8.86,Medium,False,True,False,False,Churned,True,Critical,13,0.04,82.89,1,1,1,111,Lost,20.0,Mass,Churned,Low Engagement,Medium,-113.23,3,True
CUST009745,2022-11-11,1994,32,26-35,Female,Region-06,Region-06-City-1,BR020,Employed,Professional,<15K,4100.0,High School,Single,Individual,CH08,True,2022-11-11,2.14,High,True,True,False,True,Active,False,Low,0,1.88,676.24,3,5,3,353,Potential Loyalist,73.3,High Value,Loyal,Digital First,High,81.83,4,True
CUST009746,2022-10-16,1962,64,56-65,Male,Region-01,Region-01-City-3,BR007,Self-Employed,Public Sector,<15K,3300.0,Diploma,Single,Individual,CH07,False,2022-10-16,2.21,High,True,True,False,False,Active,False,Moderate,0,1.42,584.25,3,4,3,343,Potential Loyalist,66.7,High Value,Loyal,Digital First,High,63.93,1,False
CUST009747,2021-07-18,1985,41,36-45,Female,Region-06,Region-06-City-3,BR007,Employed,Public Sector,<15K,4500.0,Diploma,Married,Individual,CH08,True,2021-07-18,3.46,Medium,False,True,False,True,Dormant,False,Moderate,0,0.25,938.05,3,1,3,313,Potential Loyalist,46.7,Affluent,Established,Low Engagement,Medium,83.89,4,True
CUST009748,2018-05-10,1962,64,56-65,Female,Region-10,Region-10-City-3,BR015,Employed,Public Sector,<15K,8200.0,Master,Single,Individual,CH01,False,2018-05-10,6.64,High,True,True,False,True,Active,False,Elevated,0,2.12,628.53,3,5,3,353,Potential Loyalist,73.3,High Value,Loyal,Digital First,High,56.12,4,True
CUST009749,2017-03-17,1961,65,56-65,Male,Region-07,Region-07-City-1,BR016,Self-Employed,Manager,15K-30K,19100.0,Bachelor,Single,Individual,CH02,True,2017-03-17,7.79,High,True,True,False,False,Dormant,False,Low,0,0.25,2550.85,3,1,5,315,Potential Loyalist,60.0,Affluent,Established,Digital First,High,287.99,2,True
CUST009750,2022-06-10,2002,24,18-25,Male,Region-04,Region-04-City-3,BR013,Employed,Professional,<15K,3500.0,High School,Married,Individual,CH05,False,2022-06-10,2.56,High,True,True,False,True,Active,False,Low,0,0.96,961.34,3,3,3,333,Potential Loyalist,60.0,Affluent,Established,Digital First,High,91.17,4,True
CUST009751,2023-12-10,1983,43,36-45,Female,Region-10,Region-10-City-1,BR004,Employed,Clerical,<15K,8800.0,High School,Married,Individual,CH08,False,2023-12-10,1.06,High,True,True,False,False,Active,False,Low,0,2.79,2594.77,3,5,5,355,Potential Loyalist,86.7,Premium,Growing,Digital First,High,282.04,2,True
CUST009752,2019-06-30,1960,66,66+,Female,Region-06,Region-06-City-1,BR011,Employed,Clerical,15K-30K,24100.0,Master,Married,Individual,CH03,False,2019-06-30,5.51,Low,False,False,False,True,Active,False,High,0,0.92,1412.36,3,3,4,334,Potential Loyalist,66.7,High Value,Established,Branch Dependent,Low,63.97,3,True
CUST009753,2019-08-05,1957,69,66+,Male,Region-08,Region-08-City-2,BR011,Employed,Public Sector,15K-30K,16800.0,Bachelor,Single,Individual,CH04,True,2019-08-05,5.41,Medium,False,True,False,False,Active,False,Moderate,0,0.67,2017.73,3,2,5,325,Potential Loyalist,66.7,High Value,Established,Deposit Heavy,Medium,234.27,1,False
CUST009754,2021-07-31,1952,74,66+,Female,Region-01,Region-01-City-1,BR014,Employed,Other,<15K,4700.0,Bachelor,Married,Individual,CH11,False,2021-07-31,3.42,Medium,False,True,False,False,Active,False,Low,0,1.54,1118.3,3,4,4,344,Potential Loyalist,73.3,High Value,Loyal,Low Engagement,Medium,118.97,5,True
CUST009755,2023-04-12,1977,49,46-55,Female,Region-02,Region-02-City-3,BR023,Employed,Business Owner,<15K,10100.0,High School,Married,Individual,CH03,True,2023-04-12,1.72,High,True,True,False,False,Active,False,Low,0,2.79,1118.29,3,5,4,354,Potential Loyalist,80.0,High Value,Growing,Digital First,High,163.1,4,True
CUST009756,2017-05-06,1955,71,66+,Male,Region-03,Region-03-City-3,BR009,Employed,Manager,30K-55K,41500.0,High School,Married,Individual,CH11,True,2017-05-06,7.66,Low,False,False,False,True,Active,False,Moderate,0,0.33,8045.96,3,1,5,315,Potential Loyalist,60.0,Affluent,Established,Branch Dependent,Low,812.29,3,True
CUST009757,2017-05-17,1982,44,36-45,Male,Region-02,Region-02-City-2,BR001,Self-Employed,Clerical,<15K,3500.0,High School,Married,Individual,CH06,False,2017-05-17,7.62,Medium,False,True,False,False,Active,False,Elevated,0,1.29,265.96,3,4,1,341,Potential Loyalist,53.3,Affluent,Loyal,Low Engagement,Medium,5.63,3,True
CUST009758,2018-04-04,1973,53,46-55,Male,Region-06,Region-06-City-1,BR003,Unemployed,Business Owner,<15K,1200.0,High School,Married,Individual,CH12,True,2018-04-04,6.74,High,True,True,False,False,Churned,True,High,14,0.04,72.93,1,1,1,111,Lost,20.0,Mass,Churned,Digital First,High,-66.69,2,True
CUST009759,2019-10-05,1984,42,36-45,Male,Region-05,Region-05-City-2,BR004,Employed,Clerical,<15K,8700.0,High School,Widowed,Individual,CH11,False,2019-10-05,5.24,Low,False,False,False,True,Active,False,Low,0,0.25,1666.91,3,1,4,314,Potential Loyalist,53.3,Affluent,Established,Branch Dependent,Low,164.78,2,True
CUST009760,2022-08-04,1961,65,56-65,Male,Region-01,Region-01-City-3,BR022,Employed,Professional,15K-30K,16100.0,PhD,Divorced,Individual,CH09,False,2022-08-04,2.41,Medium,True,False,False,True,Active,False,Low,0,0.92,3041.85,3,3,5,335,Potential Loyalist,73.3,High Value,Established,Deposit Heavy,Medium,320.02,2,True
CUST009761,2021-04-30,1957,69,66+,Male,Region-08,Region-08-City-3,BR016,Self-Employed,Clerical,<15K,6600.0,High School,Married,Individual,CH10,False,2021-04-30,3.67,Low,False,False,False,False,Dormant,False,High,0,0.04,1551.41,3,1,4,314,Potential Loyalist,53.3,Affluent,Established,Branch Dependent,Low,-29.58,4,True
CUST009762,2024-04-23,1955,71,66+,Female,Region-06,Region-06-City-1,BR008,Employed,Public Sector,<15K,14700.0,Diploma,Single,Individual,CH12,False,2024-04-23,0.69,Medium,False,True,False,True,Active,False,Elevated,0,0.96,4295.72,3,3,5,335,Potential Loyalist,73.3,High Value,Growing,Deposit Heavy,Medium,243.28,1,False
CUST009763,2022-09-10,1955,71,66+,Female,Region-05,Region-05-City-1,BR020,Employed,Public Sector,<15K,4000.0,Diploma,Single,Individual,CH09,False,2022-09-10,2.31,High,True,True,False,False,Active,False,Low,0,1.54,690.5,3,4,3,343,Potential Loyalist,66.7,High Value,Loyal,Digital First,High,80.52,3,True
CUST009764,2020-11-26,1953,73,66+,Female,Region-03,Region-03-City-1,BR025,Employed,Public Sector,<15K,6900.0,Bachelor,Divorced,Individual,CH02,True,2020-11-26,4.1,Medium,True,False,False,False,Churned,True,Elevated,11,0.75,616.31,1,2,3,123,At Risk,40.0,Mass Affluent,Churned,Low Engagement,Medium,33.59,6,True
CUST009765,2021-01-10,1964,62,56-65,Female,Region-05,Region-05-City-1,BR011,Self-Employed,Professional,15K-30K,16700.0,High School,Single,Small Business,CH11,False,2021-01-10,3.97,High,True,True,False,False,Active,False,Low,0,2.17,1872.69,3,5,5,355,Potential Loyalist,86.7,Premium,Loyal,Digital First,High,242.85,4,True
CUST009766,2024-03-15,1994,32,26-35,Female,Region-02,Region-02-City-3,BR020,Unemployed,Manual Labor,<15K,1200.0,Diploma,Married,Individual,CH08,False,2024-03-15,0.8,High,True,True,False,False,Active,False,Critical,0,0.71,327.95,3,2,2,322,Potential Loyalist,46.7,Affluent,Growing,Digital First,High,-112.4,5,True
CUST009767,2016-05-20,1983,43,36-45,Female,Region-11,Region-11-City-1,BR020,Employed,Professional,15K-30K,16600.0,Bachelor,Single,Individual,CH10,True,2016-05-20,8.62,Medium,True,False,False,False,Churned,True,Low,17,0.5,870.14,1,2,3,123,At Risk,40.0,Mass Affluent,Churned,Low Engagement,Medium,147.82,3,True
CUST009768,2022-07-12,1963,63,56-65,Male,Region-07,Region-07-City-1,BR007,Retired,Professional,<15K,6900.0,High School,Single,Individual,CH06,False,2022-07-12,2.47,Medium,True,False,False,False,Active,False,Elevated,0,1.25,955.84,3,4,3,343,Potential Loyalist,66.7,High Value,Loyal,Low Engagement,Medium,53.57,3,True
CUST009769,2020-05-19,2001,25,18-25,Female,Region-11,Region-11-City-2,BR025,Employed,Business Owner,<15K,7400.0,Master,Divorced,Individual,CH09,True,2020-05-19,4.62,High,True,True,False,False,Active,False,Moderate,0,1.96,1441.78,3,5,4,354,Potential Loyalist,80.0,High Value,Loyal,Digital First,High,153.7,3,True
CUST009770,2020-10-09,1991,35,26-35,Female,Region-11,Region-11-City-1,BR024,Employed,Manager,<15K,10900.0,Bachelor,Single,Individual,CH01,True,2020-10-09,4.23,Medium,False,True,False,False,Churned,True,Moderate,7,0.25,1003.28,1,1,4,114,At Risk,40.0,Mass Affluent,Churned,Low Engagement,Medium,121.02,3,True
CUST009771,2020-09-25,1992,34,26-35,Female,Region-06,Region-06-City-3,BR018,Employed,Public Sector,<15K,4000.0,High School,Single,Individual,CH10,False,2020-09-25,4.27,Medium,False,True,False,False,Active,False,Low,0,0.96,1241.13,3,3,4,334,Potential Loyalist,66.7,High Value,Established,Low Engagement,Medium,112.86,3,True
CUST009772,2017-05-22,1999,27,26-35,Male,Region-05,Region-05-City-2,BR025,Self-Employed,Public Sector,<15K,1200.0,Diploma,Married,Individual,CH10,False,2017-05-22,7.61,High,True,True,False,False,Dormant,False,Moderate,0,0.58,106.07,3,2,1,321,Potential Loyalist,40.0,Mass Affluent,Established,Digital First,High,7.42,4,True
CUST009773,2018-04-08,1991,35,26-35,Female,Region-09,Region-09-City-2,BR012,Employed,Professional,<15K,6800.0,PhD,Single,Individual,CH07,False,2018-04-08,6.73,Medium,False,True,False,True,Active,False,Low,0,0.38,789.92,3,2,3,323,Potential Loyalist,53.3,Affluent,Established,Low Engagement,Medium,94.13,2,True
CUST009774,2017-03-09,2002,24,18-25,Male,Region-05,Region-05-City-1,BR018,Student,Professional,<15K,1200.0,Bachelor,Divorced,Individual,CH10,False,2017-03-09,7.81,High,True,True,False,False,Active,False,Elevated,0,2.25,202.82,3,5,1,351,Potential Loyalist,60.0,Affluent,Loyal,Digital First,High,1.27,2,True
CUST009775,2021-07-17,1968,58,56-65,Male,Region-06,Region-06-City-2,BR016,Retired,Manager,<15K,8800.0,High School,Married,Individual,CH05,True,2021-07-17,3.46,High,True,True,False,False,Churned,True,Moderate,16,0.17,506.87,1,1,2,112,Lost,26.7,Mass Affluent,Churned,Digital First,High,73.81,2,True
CUST009776,2022-07-22,1997,29,26-35,Male,Region-05,Region-05-City-3,BR015,Employed,Clerical,<15K,1600.0,Bachelor,Married,Individual,CH01,False,2022-07-22,2.44,High,True,True,False,False,Dormant,False,Elevated,0,0.33,308.49,3,1,2,312,Potential Loyalist,40.0,Mass Affluent,Established,Digital First,High,-12.23,3,True
CUST009777,2021-02-09,1956,70,66+,Male,Region-08,Region-08-City-2,BR008,Employed,Clerical,<15K,4300.0,Bachelor,Single,Individual,CH08,True,2021-02-09,3.89,High,True,True,False,False,Active,False,Low,0,0.38,585.31,3,2,3,323,Potential Loyalist,53.3,Affluent,Established,Digital First,High,60.6,3,True
CUST009778,2019-12-01,1966,60,56-65,Male,Region-01,Region-01-City-3,BR009,Employed,Manager,<15K,7300.0,High School,Single,Individual,CH11,False,2019-12-01,5.08,Medium,True,False,False,False,Active,False,Low,0,0.88,726.57,3,3,3,333,Potential Loyalist,60.0,Affluent,Established,Low Engagement,Medium,90.94,2,True
CUST009779,2021-12-01,1999,27,26-35,Male,Region-04,Region-04-City-2,BR003,Employed,Professional,<15K,7100.0,High School,Married,Individual,CH09,False,2021-12-01,3.08,High,True,True,False,False,Churned,True,Low,11,0.62,585.61,1,2,3,123,At Risk,40.0,Mass Affluent,Churned,Digital First,High,77.2,4,True
CUST009780,2020-10-26,1957,69,66+,Male,Region-09,Region-09-City-1,BR013,Employed,Manual Labor,<15K,10000.0,Diploma,Single,Individual,CH03,False,2020-10-26,4.18,High,True,True,False,False,Dormant,False,Moderate,0,0.17,1153.83,3,1,4,314,Potential Loyalist,53.3,Affluent,Established,Digital First,High,128.81,2,True
CUST009781,2023-07-29,1977,49,46-55,Female,Region-06,Region-06-City-1,BR004,Employed,Clerical,<15K,6000.0,Master,Married,Small Business,CH11,True,2023-07-29,1.43,High,True,True,False,True,Active,False,Low,0,2.12,1114.17,3,5,4,354,Potential Loyalist,80.0,High Value,Growing,Digital First,High,128.4,6,True
CUST009782,2019-09-19,1968,58,56-65,Female,Region-09,Region-09-City-3,BR013,Unemployed,Business Owner,<15K,1200.0,High School,Single,Individual,CH04,True,2019-09-19,5.28,Medium,False,True,False,False,Active,False,High,0,0.29,91.67,3,1,1,311,Potential Loyalist,33.3,Mass Affluent,Established,Low Engagement,Medium,-65.17,6,True
CUST009783,2018-07-23,1955,71,66+,Female,Region-08,Region-08-City-1,BR011,Self-Employed,Professional,<15K,13200.0,High School,Divorced,Individual,CH12,False,2018-07-23,6.44,Medium,True,False,False,False,Active,False,Moderate,0,0.17,2095.7,3,1,5,315,Potential Loyalist,60.0,Affluent,Established,Deposit Heavy,Medium,216.6,2,True
CUST009784,2020-03-22,1962,64,56-65,Female,Region-04,Region-04-City-2,BR004,Employed,Clerical,15K-30K,16300.0,Diploma,Married,Individual,CH05,False,2020-03-22,4.78,Medium,True,False,False,True,Dormant,False,Moderate,0,0.04,4430.88,3,1,5,315,Potential Loyalist,60.0,Affluent,Established,Deposit Heavy,Medium,394.56,1,False
CUST009785,2017-02-20,1979,47,46-55,Female,Region-06,Region-06-City-1,BR008,Self-Employed,Clerical,<15K,7100.0,Diploma,Single,Individual,CH06,False,2017-02-20,7.86,Medium,True,False,False,False,Active,False,Low,0,1.25,811.89,3,4,3,343,Potential Loyalist,66.7,High Value,Loyal,Low Engagement,Medium,105.0,5,True
CUST009786,2016-01-18,1984,42,36-45,Male,Region-01,Region-01-City-3,BR023,Employed,Clerical,<15K,14500.0,Master,Married,Individual,CH09,True,2016-01-18,8.95,High,True,True,False,True,Active,False,Low,0,0.29,1675.31,3,1,4,314,Potential Loyalist,53.3,Affluent,Established,Digital First,High,206.88,5,True
CUST009787,2016-11-06,1987,39,36-45,Male,Region-10,Region-10-City-1,BR002,Employed,Professional,<15K,6900.0,High School,Divorced,Individual,CH01,False,2016-11-06,8.15,High,True,True,False,False,Active,False,Moderate,0,1.67,1367.17,3,4,4,344,Potential Loyalist,73.3,High Value,Loyal,Digital First,High,141.64,2,True
CUST009788,2024-02-03,1957,69,66+,Male,Region-06,Region-06-City-3,BR006,Employed,Professional,<15K,12800.0,High School,Married,Individual,CH03,False,2024-02-03,0.91,Low,False,False,False,True,Active,False,Critical,0,0.62,2465.62,3,2,5,325,Potential Loyalist,66.7,High Value,Growing,Branch Dependent,Low,-151.15,2,True
CUST009789,2017-01-25,1967,59,56-65,Male,Region-04,Region-04-City-1,BR010,Employed,Professional,15K-30K,21400.0,Master,Married,Individual,CH12,False,2017-01-25,7.93,High,True,True,False,True,Active,False,Low,0,0.92,1875.04,3,3,5,335,Potential Loyalist,73.3,High Value,Established,Digital First,High,261.87,4,True
CUST009790,2021-12-11,1955,71,66+,Female,Region-07,Region-07-City-2,BR019,Employed,Professional,<15K,13300.0,Bachelor,Married,Individual,CH05,True,2021-12-11,3.06,Medium,False,True,False,False,Churned,True,Elevated,7,0.92,1654.53,1,3,4,134,At Risk,53.3,Affluent,Churned,Deposit Heavy,Medium,117.32,6,True
CUST009791,2020-11-22,1950,76,66+,Male,Region-01,Region-01-City-1,BR022,Self-Employed,Clerical,30K-55K,35200.0,High School,Divorced,Individual,CH11,True,2020-11-22,4.11,Low,False,False,False,False,Active,False,Elevated,0,0.5,5866.95,3,2,5,325,Potential Loyalist,66.7,High Value,Established,Branch Dependent,Low,419.65,5,True
CUST009792,2021-04-01,1971,55,46-55,Female,Region-05,Region-05-City-2,BR020,Retired,Public Sector,<15K,3200.0,High School,Single,Individual,CH03,False,2021-04-01,3.75,Medium,True,False,False,False,Active,False,Moderate,0,1.96,522.39,3,5,2,352,Potential Loyalist,66.7,High Value,Loyal,Transaction Heavy,Medium,64.39,5,True
CUST009793,2022-05-22,1984,42,36-45,Male,Region-11,Region-11-City-2,BR003,Self-Employed,Clerical,<15K,4500.0,High School,Single,Individual,CH08,True,2022-05-22,2.61,Medium,True,False,False,False,Active,False,Moderate,0,0.71,540.14,3,2,2,322,Potential Loyalist,46.7,Affluent,Established,Low Engagement,Medium,58.72,3,True
CUST009794,2017-02-06,1970,56,56-65,Male,Region-05,Region-05-City-1,BR010,Employed,Manager,<15K,3200.0,High School,Single,Individual,CH06,False,2017-02-06,7.9,High,True,True,False,False,Active,False,Low,0,2.46,909.2,3,5,3,353,Potential Loyalist,73.3,High Value,Loyal,Digital First,High,100.06,1,False
CUST009795,2019-03-27,1952,74,66+,Male,Region-05,Region-05-City-2,BR023,Self-Employed,Clerical,15K-30K,17800.0,Diploma,Single,Individual,CH06,False,2019-03-27,5.77,Medium,False,True,False,False,Active,False,Low,0,1.12,2164.37,3,3,5,335,Potential Loyalist,73.3,High Value,Loyal,Deposit Heavy,Medium,273.44,5,True
CUST009796,2016-04-20,1962,64,56-65,Male,Region-06,Region-06-City-3,BR019,Employed,Manual Labor,15K-30K,24500.0,PhD,Single,Individual,CH07,False,2016-04-20,8.7,High,True,True,False,True,Active,False,Low,0,2.54,4085.21,3,5,5,355,Potential Loyalist,86.7,Premium,Loyal,Digital First,High,458.09,3,True
CUST009797,2016-05-30,1973,53,46-55,Female,Region-04,Region-04-City-1,BR004,Retired,Manual Labor,<15K,5100.0,Bachelor,Married,Individual,CH10,False,2016-05-30,8.59,Medium,True,False,False,False,Active,False,Low,0,1.71,397.88,3,5,2,352,Potential Loyalist,66.7,High Value,Loyal,Transaction Heavy,Medium,64.62,3,True
CUST009798,2021-03-06,1969,57,56-65,Female,Region-03,Region-03-City-1,BR011,Self-Employed,Clerical,15K-30K,19200.0,Master,Married,Individual,CH11,False,2021-03-06,3.82,Medium,True,False,False,False,Active,False,Low,0,2.46,4630.46,3,5,5,355,Potential Loyalist,86.7,Premium,Loyal,Deposit Heavy,Medium,478.6,4,True
CUST009799,2018-06-10,1995,31,26-35,Male,Region-06,Region-06-City-1,BR012,Employed,Manager,<15K,1300.0,High School,Married,Small Business,CH07,False,2018-06-10,6.56,Medium,False,True,False,False,Active,False,Low,0,1.17,154.07,3,4,1,341,Potential Loyalist,53.3,Affluent,Loyal,Low Engagement,Medium,18.68,7,True
