branch_id,month,active_customers,total_balance,total_transactions,fee_income,interest_income,employee_count,loan_interest_income,revenue,operating_cost,profit,revenue_per_employee
BR021,2023-09,762,900384.071785899,754,285.36,7503.25,35,18583.82,26372.43,24157.14,2215.29,753.5
BR021,2023-10,755,898652.6780965084,798,300.53,7488.72,35,18825.17,26614.42,31725.27,-5110.85,760.41
BR021,2023-11,744,905840.8147620688,838,319.24,7548.75,35,19066.52,26934.51,31133.08,-4198.57,769.56
BR021,2023-12,741,921621.525293424,785,293.44,7680.21,35,19307.86,27281.51,30009.98,-2728.47,779.47
BR021,2024-01,735,945343.954901887,842,318.21,7877.91,35,19549.21,27745.33,31681.92,-3936.59,792.72
BR021,2024-02,731,965782.2141117265,821,294.53,8048.15,35,19790.56,28133.24,26108.44,2024.8,803.81
BR021,2024-03,722,981517.0754466478,841,313.86,8179.2,35,20031.91,28524.97,24646.54,3878.43,815.0
BR021,2024-04,713,984265.1154924257,857,322.26,8202.26,35,20273.26,28797.78,28344.39,453.39,822.79
BR021,2024-05,712,966355.767561116,901,331.08,8052.93,35,20514.61,28898.62,29200.99,-302.37,825.67
BR021,2024-06,704,938091.1236071878,762,291.28,7817.31,35,20755.95,28864.54,23387.67,5476.87,824.7
BR021,2024-07,697,907924.5298922207,827,319.7,7566.12,35,20997.3,28883.12,27656.04,1227.08,825.23
BR021,2024-08,693,892258.9471870976,714,270.61,7435.42,35,21238.65,28944.68,32333.23,-3388.55,826.99
BR021,2024-09,684,882906.9518618764,720,269.14,7357.62,35,21480.0,29106.76,33239.3,-4132.54,831.62
BR021,2024-10,677,885435.6995778569,731,266.99,7378.67,35,21721.35,29367.01,23962.13,5404.88,839.06
BR021,2024-11,666,912862.6955221054,715,274.2,7607.39,35,21962.7,29844.29,33888.74,-4044.45,852.69
BR021,2024-12,659,945684.0098648553,775,290.93,7880.61,35,22204.04,30375.58,33552.37,-3176.79,867.87
BR022,2023-01,763,931064.6442489992,835,307.6,7758.98,7,16347.31,24413.89,6418.37,17995.52,3487.7
BR022,2023-02,763,962375.8161684523,901,346.76,8019.76,7,16584.23,24950.75,5604.92,19345.83,3564.39
BR022,2023-03,763,978157.6469044635,857,318.66,8151.41,7,16821.15,25291.22,7164.64,18126.58,3613.03
BR022,2023-04,763,996269.7854600156,874,328.27,8302.35,7,17058.06,25688.68,6994.24,18694.44,3669.81
BR022,2023-05,763,979167.7780299771,915,344.74,8159.84,7,17294.98,25799.56,6986.0,18813.56,3685.65
BR022,2023-06,763,959718.0228055042,840,308.71,7997.67,7,17531.9,25838.28,6325.8,19512.48,3691.18
BR022,2023-07,760,922843.1329604397,867,325.13,7690.26,7,17768.82,25784.21,6760.68,19023.53,3683.46
BR022,2023-08,753,894501.1559433935,805,302.01,7454.29,7,18005.73,25762.03,6155.47,19606.56,3680.29
BR022,2023-09,747,871528.3538246446,806,293.49,7262.77,7,18242.65,25798.91,5928.22,19870.69,3685.56
BR022,2023-10,737,869832.1943178666,789,296.14,7248.65,7,18479.57,26024.36,6835.0,19189.36,3717.77
BR022,2023-11,724,877620.8222310953,730,273.27,7313.47,7,18716.49,26303.23,6403.68,19899.55,3757.6
BR022,2023-12,721,899681.9657132506,775,292.01,7497.24,7,18953.41,26742.66,6020.55,20722.11,3820.38
BR022,2024-01,718,927763.0221931807,804,299.28,7731.27,7,19190.32,27220.87,7166.09,20054.78,3888.7
BR022,2024-02,714,942638.3750148615,832,306.91,7855.3,7,19427.24,27589.45,7092.39,20497.06,3941.35
BR022,2024-03,706,959639.1853444241,826,319.59,7996.94,7,19664.16,27980.69,5694.14,22286.55,3997.24
BR022,2024-04,704,959303.2220584567,788,293.4,7993.99,7,19901.08,28188.47,7244.16,20944.31,4026.92
BR022,2024-05,701,946648.5157208547,797,293.93,7888.65,7,20137.99,28320.57,6754.43,21566.14,4045.8
BR022,2024-06,697,922499.7040322736,776,293.97,7687.47,7,20374.91,28356.35,6773.29,21583.06,4050.91
BR022,2024-07,690,900890.3578632239,714,269.08,7507.36,7,20611.83,28388.27,6915.84,21472.43,4055.47
BR022,2024-08,686,874439.2802776663,709,277.43,7286.85,7,20848.75,28413.03,6720.27,21692.76,4059.0
BR022,2024-09,679,873814.0093537965,679,253.53,7281.79,7,21085.66,28620.98,6095.01,22525.97,4088.71
BR022,2024-10,673,880699.391706943,685,260.05,7339.2,7,21322.58,28921.83,6438.65,22483.18,4131.69
BR022,2024-11,665,899650.5672279516,706,270.06,7497.05,7,21559.5,29326.61,6958.39,22368.22,4189.52
BR022,2024-12,660,935945.0110997001,780,297.03,7799.53,7,21796.42,29892.98,7764.66,22128.32,4270.43
BR023,2023-01,787,873223.7650326642,887,335.75,7276.91,13,15943.98,23556.64,10571.16,12985.48,1812.05
BR023,2023-02,787,899399.5161330668,882,328.5,7495.02,13,16175.06,23998.58,10171.27,13827.31,1846.04
BR023,2023-03,787,912909.4288602384,869,323.53,7607.38,13,16406.13,24337.04,12946.21,11390.83,1872.08
BR023,2023-04,787,924474.4766218956,914,338.54,7703.99,13,16637.2,24679.73,11140.78,13538.95,1898.44
BR023,2023-05,787,911063.5445897279,829,303.29,7592.22,13,16868.27,24763.78,13434.03,11329.75,1904.91
BR023,2023-06,787,900531.8471032387,885,340.48,7504.45,13,17099.35,24944.28,10322.19,14622.09,1918.79
BR023,2023-07,777,871494.6339464908,878,325.94,7262.54,13,17330.42,24918.9,12152.24,12766.66,1916.84
BR023,2023-08,770,849260.7651135505,803,298.4,7077.13,13,17561.49,24937.02,12035.92,12901.1,1918.23
BR023,2023-09,760,835022.4999127077,766,285.57,6958.69,13,17792.56,25036.82,11026.82,14010.0,1925.91
BR023,2023-10,754,827369.5145724997,774,289.44,6894.76,13,18023.63,25207.83,11231.59,13976.24,1939.06
BR023,2023-11,743,829457.1680998768,777,286.71,6912.09,13,18254.71,25453.51,10332.16,15121.35,1957.96
BR023,2023-12,733,850440.3379556886,775,288.11,7086.85,13,18485.78,25860.74,11480.46,14380.28,1989.29
BR023,2024-01,724,871492.8574614337,801,302.22,7262.37,13,18716.85,26281.44,9439.13,16842.31,2021.65
BR023,2024-02,719,894268.9731004703,811,308.53,7452.31,13,18947.92,26708.76,10795.85,15912.91,2054.52
BR023,2024-03,714,897124.1053230601,802,310.85,7476.0199999999995,13,19179.0,26965.87,10318.04,16647.83,2074.3
BR023,2024-04,706,895200.3308711101,807,295.72,7460.0,13,19410.07,27165.79,11284.92,15880.87,2089.68
BR023,2024-05,703,875040.0413361561,785,292.59,7291.95,13,19641.14,27225.68,9965.3,17260.38,2094.28
BR023,2024-06,693,849521.2638964176,762,293.58,7079.23,13,19872.21,27245.02,12317.78,14927.24,2095.77
BR023,2024-07,682,824961.1042409822,733,277.51,6874.56,13,20103.28,27255.35,10399.38,16855.97,2096.57
BR023,2024-08,677,798990.7244613299,692,259.3,6658.2699999999995,13,20334.36,27251.93,12386.52,14865.41,2096.3
BR023,2024-09,670,801776.669712612,643,243.21,6681.41,13,20565.43,27490.05,11054.81,16435.24,2114.62
BR023,2024-10,663,807772.5338651564,646,248.42,6731.47,13,20796.5,27776.39,11232.69,16543.7,2136.65
BR023,2024-11,651,828739.0863355227,652,243.32,6906.2,13,21027.57,28177.09,10628.09,17549.0,2167.47
BR023,2024-12,645,863797.9405880558,680,263.39,7198.43,13,21258.65,28720.47,12590.73,16129.74,2209.27
BR024,2023-01,811,916411.3531545895,930,340.27,7636.68,33,16237.35,24214.3,23669.58,544.72,733.77
BR024,2023-02,811,944913.1812992122,888,343.43,7874.19,33,16472.68,24690.3,24951.56,-261.26,748.19
BR024,2023-03,811,968124.8085357557,983,367.01,8067.68,33,16708.0,25142.69,30841.75,-5699.06,761.9
BR024,2023-04,811,967024.4688941167,933,337.85,8058.45,33,16943.32,25339.62,23918.89,1420.73,767.87
BR024,2023-05,811,962238.696599357,949,348.37,8018.65,33,17178.65,25545.67,30404.87,-4859.2,774.11
BR024,2023-06,811,943343.7327339699,956,360.51,7861.02,33,17413.97,25635.5,24178.13,1457.37,776.83
BR024,2023-07,801,910161.0783937952,940,350.0,7584.68,33,17649.3,25583.98,28146.65,-2562.67,775.27
BR024,2023-08,793,887013.8697066088,870,329.4,7391.67,33,17884.62,25605.69,23566.52,2039.17,775.93
BR024,2023-09,785,876493.7132268217,837,313.76,7304.19,33,18119.94,25737.89,31116.86,-5378.97,779.94
BR024,2023-10,779,866023.2306315892,811,293.38,7216.85,33,18355.27,25865.5,28531.76,-2666.26,783.8
BR024,2023-11,775,878183.7659519835,800,303.5,7318.12,33,18590.59,26212.21,30190.43,-3978.22,794.31
BR024,2023-12,766,898946.84234744,849,323.82,7491.28,33,18825.92,26641.02,32060.98,-5419.96,807.3
BR024,2024-01,757,928504.4683014434,866,328.24,7737.56,33,19061.24,27127.04,32253.68,-5126.64,822.03
BR024,2024-02,751,950778.1977391865,854,319.31,7923.15,33,19296.56,27539.02,30645.13,-3106.11,834.52
BR024,2024-03,749,957126.8896784175,842,313.43,7976.07,33,19531.89,27821.39,25961.54,1859.85,843.07
BR024,2024-04,741,969779.4137197485,898,331.37,8081.4,33,19767.21,28179.98,28691.86,-511.88,853.94
BR024,2024-05,736,947287.9762689627,819,298.38,7894.14,33,20002.54,28195.06,31348.24,-3153.18,854.4
BR024,2024-06,725,922115.671827427,830,325.12,7684.31,33,20237.86,28247.29,27617.75,629.54,855.98
BR024,2024-07,714,896028.3203008826,763,284.81,7466.91,33,20473.18,28224.9,26541.83,1683.07,855.3
BR024,2024-08,706,883287.1622128161,704,255.45,7360.7,33,20708.51,28324.66,22187.87,6136.79,858.32
BR024,2024-09,704,878036.3238090661,727,276.38,7316.92,33,20943.83,28537.13,24918.36,3618.77,864.76
BR024,2024-10,692,884195.6260445031,674,254.18,7368.4,33,21179.16,28801.74,27330.34,1471.4,872.78
BR024,2024-11,683,909827.5390111352,732,268.07,7581.83,33,21414.48,29264.38,24001.31,5263.07,886.8
BR024,2024-12,678,948502.6173137273,792,316.22,7904.13,33,21649.8,29870.15,26207.87,3662.28,905.16
BR025,2023-01,838,1017355.3895556089,916,347.54,8478.05,7,16526.13,25351.72,7860.42,17491.3,3621.67
BR025,2023-02,838,1051829.589249285,935,351.18,8765.15,7,16765.64,25881.97,6293.64,19588.33,3697.42
BR025,2023-03,838,1077879.2015318468,1034,386.11,8982.2,7,17005.15,26373.46,6480.71,19892.75,3767.64
BR025,2023-04,838,1083522.9353841995,1006,373.22,9029.37,7,17244.66,26647.25,5602.12,21045.13,3806.75
BR025,2023-05,838,1081936.455071212,975,358.85,9016.2,7,17484.17,26859.22,6549.36,20309.86,3837.03
BR025,2023-06,838,1052738.0708736992,977,372.4,8772.76,7,17723.68,26868.84,6741.83,20127.01,3838.41
BR025,2023-07,832,1031565.3954175159,915,344.18,8596.28,7,17963.19,26903.65,5473.5,21430.15,3843.38
BR025,2023-08,827,1001663.293956603,879,330.96,8347.16,7,18202.7,26880.82,7109.69,19771.13,3840.12
BR025,2023-09,819,990487.83819582,871,312.95,8254.08,7,18442.2,27009.23,6034.79,20974.44,3858.46
BR025,2023-10,815,981536.8460795899,858,320.55,8179.44,7,18681.71,27181.7,5963.89,21217.81,3883.1
BR025,2023-11,805,995593.5756478669,838,316.71,8296.45,7,18921.22,27534.38,6806.09,20728.29,3933.48
BR025,2023-12,792,1014405.5632627674,796,306.63,8453.27,7,19160.73,27920.63,5732.73,22187.9,3988.66
BR025,2024-01,788,1052987.821629145,865,328.37,8774.86,7,19400.24,28503.47,7573.67,20929.8,4071.92
BR025,2024-02,780,1066384.6919161766,855,321.22,8886.62,7,19639.75,28847.59,6182.14,22665.45,4121.08
BR025,2024-03,771,1092181.923036923,843,322.36,9101.49,7,19879.26,29303.11,7075.78,22227.33,4186.16
BR025,2024-04,768,1087331.4888167095,856,324.49,9061.06,7,20118.77,29504.32,6859.26,22645.06,4214.9
BR025,2024-05,756,1069288.4259459926,827,303.43,8910.7,7,20358.28,29572.41,6039.71,23532.7,4224.63
BR025,2024-06,753,1056339.9904449666,833,306.64,8802.74,7,20597.79,29707.17,5981.94,23725.23,4243.88
BR025,2024-07,749,1030458.0402218236,755,286.05,8587.2,7,20837.3,29710.55,7499.15,22211.4,4244.36
BR025,2024-08,742,1008360.4228892289,729,279.0,8402.97,7,21076.81,29758.78,6803.51,22955.27,4251.25
BR025,2024-09,736,991248.8606267321,782,287.39,8260.35,7,21316.31,29864.05,6697.69,23166.36,4266.29
BR025,2024-10,730,1012988.2425978613,752,289.98,8441.72,7,21555.82,30287.52,6949.67,23337.85,4326.79
BR025,2024-11,723,1036345.6465593289,736,284.07,8636.23,7,21795.33,30715.63,7347.04,23368.59,4387.95
BR025,2024-12,716,1083276.266209674,818,304.5,9027.42,7,22034.84,31366.76,7328.61,24038.15,4480.97
