response_id,campaign_id,customer_id,response_date,responded_flag,converted_flag,revenue_generated
RESP025484,CMP001,CUST001000,2024-09-06,True,False,0.0
RESP025485,CMP010,CUST012844,2023-09-15,True,False,0.0
RESP025486,CMP002,CUST018530,2023-07-24,True,True,131.02
RESP025487,CMP008,CUST012039,2024-07-07,True,False,0.0
RESP025488,CMP003,CUST011179,2023-10-21,True,False,0.0
RESP025489,CMP008,CUST009057,2024-10-19,True,False,0.0
RESP025490,CMP009,CUST014524,2024-10-12,True,False,0.0
RESP025491,CMP015,CUST007227,2023-03-27,True,False,0.0
RESP025492,CMP013,CUST019140,2023-10-13,True,False,0.0
RESP025493,CMP021,CUST017342,2024-08-29,True,False,0.0
RESP025494,CMP022,CUST016867,2023-02-26,True,True,159.21
RESP025495,CMP016,CUST012887,2023-04-30,True,False,0.0
RESP025496,CMP006,CUST010951,2023-04-19,True,False,0.0
RESP025497,CMP008,CUST006163,2023-12-12,True,False,0.0
RESP025498,CMP013,CUST015093,2024-06-25,True,False,0.0
RESP025499,CMP015,CUST012758,2023-06-20,True,False,0.0
RESP025500,CMP004,CUST001638,2024-04-18,True,False,0.0
RESP025501,CMP004,CUST016907,2023-02-07,True,False,0.0
RESP025502,CMP016,CUST011941,2024-11-07,True,True,166.16
RESP025503,CMP024,CUST013371,2024-01-16,True,True,21.8
RESP025504,CMP007,CUST014083,2024-01-13,True,False,0.0
RESP025505,CMP006,CUST013214,2023-02-21,True,False,0.0
RESP025506,CMP021,CUST002605,2024-03-29,True,False,0.0
RESP025507,CMP024,CUST009281,2023-01-18,True,False,0.0
RESP025508,CMP017,CUST008899,2023-06-17,True,True,17.42
RESP025509,CMP016,CUST014896,2023-05-26,True,False,0.0
RESP025510,CMP005,CUST005662,2023-09-22,True,False,0.0
RESP025511,CMP012,CUST012703,2023-12-21,True,False,0.0
RESP025512,CMP012,CUST010650,2023-08-03,True,False,0.0
RESP025513,CMP007,CUST006778,2023-04-18,True,False,0.0
RESP025514,CMP004,CUST018699,2023-09-12,True,False,0.0
RESP025515,CMP016,CUST015936,2024-03-18,True,True,49.67
RESP025516,CMP009,CUST005881,2024-04-18,True,False,0.0
RESP025517,CMP011,CUST013661,2024-11-12,True,False,0.0
RESP025518,CMP016,CUST005826,2024-10-16,True,False,0.0
RESP025519,CMP019,CUST008215,2023-08-26,True,True,112.42
RESP025520,CMP021,CUST000608,2023-11-28,True,False,0.0
RESP025521,CMP024,CUST015298,2023-10-10,True,False,0.0
RESP025522,CMP010,CUST005441,2024-01-23,True,False,0.0
RESP025523,CMP001,CUST017907,2023-04-01,True,False,0.0
RESP025524,CMP018,CUST000699,2023-07-27,True,False,0.0
RESP025525,CMP003,CUST010572,2023-08-03,True,False,0.0
RESP025526,CMP019,CUST008046,2024-09-25,True,False,0.0
RESP025527,CMP010,CUST012768,2024-01-02,True,False,0.0
RESP025528,CMP004,CUST018531,2024-05-06,True,False,0.0
RESP025529,CMP019,CUST002572,2024-08-19,True,False,0.0
RESP025530,CMP004,CUST007658,2024-10-10,True,False,0.0
RESP025531,CMP022,CUST017966,2024-09-22,True,False,0.0
RESP025532,CMP019,CUST004378,2024-12-04,True,False,0.0
RESP025533,CMP001,CUST008873,2024-01-17,True,False,0.0
RESP025534,CMP002,CUST007935,2023-07-23,True,False,0.0
RESP025535,CMP001,CUST017169,2023-10-02,True,False,0.0
RESP025536,CMP018,CUST002182,2024-12-11,True,True,101.64
RESP025537,CMP009,CUST016423,2023-07-21,True,True,251.73
RESP025538,CMP013,CUST016579,2024-05-03,True,False,0.0
RESP025539,CMP005,CUST004134,2024-09-19,True,False,0.0
RESP025540,CMP018,CUST007799,2023-01-16,True,False,0.0
RESP025541,CMP017,CUST001705,2024-12-13,True,True,132.14
RESP025542,CMP023,CUST001623,2023-08-01,True,True,188.07
RESP025543,CMP004,CUST009151,2023-12-24,True,False,0.0
RESP025544,CMP006,CUST018877,2024-11-03,True,False,0.0
RESP025545,CMP015,CUST012762,2023-08-28,True,False,0.0
RESP025546,CMP009,CUST005677,2024-04-05,True,False,0.0
RESP025547,CMP017,CUST001101,2023-04-25,True,False,0.0
RESP025548,CMP024,CUST007172,2024-01-09,True,False,0.0
RESP025549,CMP011,CUST005441,2024-11-30,True,False,0.0
RESP025550,CMP005,CUST005472,2024-11-14,True,False,0.0
RESP025551,CMP006,CUST000608,2023-08-25,True,False,0.0
RESP025552,CMP013,CUST009894,2023-05-01,True,False,0.0
RESP025553,CMP006,CUST019166,2024-09-12,True,True,154.46
RESP025554,CMP002,CUST015882,2024-02-09,True,False,0.0
RESP025555,CMP018,CUST007172,2024-05-12,True,False,0.0
RESP025556,CMP019,CUST005173,2024-10-15,True,False,0.0
RESP025557,CMP022,CUST001384,2023-06-08,True,False,0.0
RESP025558,CMP017,CUST016104,2023-09-29,True,False,0.0
RESP025559,CMP006,CUST018107,2023-01-11,True,True,181.7
RESP025560,CMP014,CUST001822,2024-10-06,True,False,0.0
RESP025561,CMP013,CUST010064,2024-11-12,True,False,0.0
RESP025562,CMP019,CUST009844,2023-09-08,True,False,0.0
RESP025563,CMP004,CUST002863,2024-07-04,True,False,0.0
RESP025564,CMP015,CUST001791,2024-04-20,True,False,0.0
RESP025565,CMP010,CUST006805,2023-07-02,True,False,0.0
RESP025566,CMP006,CUST017507,2023-09-18,True,False,0.0
RESP025567,CMP012,CUST012664,2024-03-21,True,False,0.0
RESP025568,CMP013,CUST018786,2024-10-18,True,False,0.0
RESP025569,CMP001,CUST011269,2023-06-29,True,True,135.36
RESP025570,CMP011,CUST003394,2024-11-04,True,False,0.0
RESP025571,CMP007,CUST008505,2023-03-12,True,False,0.0
RESP025572,CMP016,CUST011435,2023-06-20,True,False,0.0
RESP025573,CMP024,CUST008307,2023-09-24,True,False,0.0
RESP025574,CMP014,CUST016017,2024-10-22,True,False,0.0
RESP025575,CMP019,CUST004332,2023-12-30,True,False,0.0
RESP025576,CMP005,CUST008740,2023-10-10,True,False,0.0
RESP025577,CMP023,CUST003531,2024-07-11,True,False,0.0
RESP025578,CMP014,CUST017814,2023-12-11,True,False,0.0
RESP025579,CMP014,CUST006666,2024-11-17,True,False,0.0
RESP025580,CMP018,CUST012041,2023-12-26,True,False,0.0
RESP025581,CMP018,CUST002889,2023-10-14,True,False,0.0
RESP025582,CMP015,CUST005586,2023-07-14,True,False,0.0
RESP025583,CMP010,CUST010824,2024-01-11,True,False,0.0
RESP025584,CMP006,CUST009778,2024-01-02,True,False,0.0
RESP025585,CMP002,CUST015215,2023-09-16,True,False,0.0
RESP025586,CMP015,CUST018310,2024-06-17,True,False,0.0
RESP025587,CMP004,CUST011549,2023-08-31,True,False,0.0
RESP025588,CMP003,CUST015152,2024-07-23,True,False,0.0
RESP025589,CMP002,CUST003755,2024-09-05,True,False,0.0
RESP025590,CMP023,CUST000981,2024-11-28,True,False,0.0
RESP025591,CMP021,CUST004338,2023-11-07,True,False,0.0
RESP025592,CMP018,CUST018661,2024-06-27,True,True,21.08
RESP025593,CMP013,CUST004603,2023-12-18,True,True,132.25
RESP025594,CMP016,CUST008918,2024-11-18,True,False,0.0
RESP025595,CMP011,CUST017017,2024-02-12,True,False,0.0
RESP025596,CMP013,CUST004013,2024-09-25,True,False,0.0
RESP025597,CMP005,CUST010211,2023-09-20,True,False,0.0
RESP025598,CMP011,CUST017272,2023-04-27,True,False,0.0
RESP025599,CMP013,CUST016263,2024-05-20,True,False,0.0
RESP025600,CMP021,CUST007599,2023-05-20,True,False,0.0
RESP025601,CMP003,CUST004894,2024-11-05,True,True,151.54
RESP025602,CMP013,CUST004867,2024-01-21,True,False,0.0
RESP025603,CMP008,CUST014834,2023-11-19,True,False,0.0
RESP025604,CMP012,CUST019836,2024-08-26,True,False,0.0
RESP025605,CMP022,CUST007070,2024-04-09,True,False,0.0
RESP025606,CMP011,CUST000956,2023-11-05,True,False,0.0
RESP025607,CMP019,CUST014465,2023-08-17,True,False,0.0
RESP025608,CMP014,CUST009331,2023-12-03,True,True,146.43
RESP025609,CMP007,CUST001659,2023-05-15,True,False,0.0
RESP025610,CMP001,CUST011138,2024-03-28,True,False,0.0
RESP025611,CMP003,CUST016578,2023-01-16,True,False,0.0
RESP025612,CMP010,CUST016637,2023-03-11,True,False,0.0
RESP025613,CMP021,CUST008058,2023-07-15,True,False,0.0
RESP025614,CMP013,CUST015359,2023-10-04,True,False,0.0
RESP025615,CMP021,CUST009084,2023-10-11,True,False,0.0
RESP025616,CMP017,CUST002858,2024-09-09,True,True,135.38
RESP025617,CMP013,CUST002317,2023-08-27,True,True,27.26
RESP025618,CMP006,CUST004811,2024-11-02,True,False,0.0
RESP025619,CMP020,CUST007047,2024-05-27,True,False,0.0
RESP025620,CMP006,CUST006655,2023-04-12,True,False,0.0
RESP025621,CMP013,CUST004661,2023-03-27,True,False,0.0
RESP025622,CMP014,CUST010168,2023-05-08,True,False,0.0
RESP025623,CMP004,CUST007684,2024-11-28,True,False,0.0
RESP025624,CMP015,CUST015282,2024-05-01,True,False,0.0
RESP025625,CMP003,CUST002765,2023-02-12,True,False,0.0
RESP025626,CMP015,CUST012315,2024-02-06,True,False,0.0
RESP025627,CMP002,CUST002125,2024-03-12,True,False,0.0
RESP025628,CMP006,CUST016466,2024-06-11,True,False,0.0
RESP025629,CMP017,CUST009737,2024-05-22,True,False,0.0
RESP025630,CMP012,CUST016428,2023-02-16,True,False,0.0
RESP025631,CMP024,CUST002517,2023-02-10,True,False,0.0
RESP025632,CMP015,CUST006436,2023-04-17,True,False,0.0
RESP025633,CMP002,CUST016493,2023-04-09,True,False,0.0
RESP025634,CMP018,CUST005656,2024-05-29,True,False,0.0
RESP025635,CMP022,CUST009600,2023-12-04,True,False,0.0
RESP025636,CMP006,CUST008589,2023-11-21,True,False,0.0
RESP025637,CMP017,CUST012584,2023-12-04,True,False,0.0
RESP025638,CMP004,CUST011540,2024-09-29,True,True,44.27
RESP025639,CMP006,CUST003285,2023-10-28,True,False,0.0
RESP025640,CMP005,CUST011691,2024-04-13,True,False,0.0
RESP025641,CMP010,CUST017665,2024-03-11,True,False,0.0
RESP025642,CMP010,CUST005578,2023-05-12,True,True,97.12
RESP025643,CMP007,CUST019099,2023-03-26,True,False,0.0
RESP025644,CMP014,CUST007388,2024-01-13,True,False,0.0
RESP025645,CMP014,CUST007724,2023-11-19,True,False,0.0
RESP025646,CMP002,CUST002834,2023-08-01,True,False,0.0
RESP025647,CMP020,CUST004525,2024-10-04,True,False,0.0
RESP025648,CMP024,CUST014228,2023-07-24,True,False,0.0
RESP025649,CMP020,CUST000177,2024-01-15,True,False,0.0
RESP025650,CMP024,CUST015188,2024-06-02,True,False,0.0
RESP025651,CMP016,CUST011341,2023-07-24,True,False,0.0
RESP025652,CMP014,CUST019112,2023-09-30,True,False,0.0
RESP025653,CMP013,CUST005639,2024-07-03,True,False,0.0
RESP025654,CMP021,CUST010469,2023-03-24,True,False,0.0
RESP025655,CMP008,CUST017108,2024-10-12,True,False,0.0
RESP025656,CMP017,CUST006778,2024-03-08,True,False,0.0
RESP025657,CMP001,CUST010736,2024-02-27,True,False,0.0
RESP025658,CMP022,CUST010546,2024-06-06,True,False,0.0
RESP025659,CMP021,CUST011513,2024-06-06,True,True,68.09
RESP025660,CMP010,CUST011784,2024-11-02,True,True,32.04
RESP025661,CMP021,CUST012006,2024-11-14,True,False,0.0
RESP025662,CMP024,CUST001910,2023-11-06,True,False,0.0
RESP025663,CMP003,CUST008498,2024-06-28,True,True,50.86
RESP025664,CMP014,CUST018544,2024-04-05,True,False,0.0
RESP025665,CMP005,CUST002428,2024-09-26,True,False,0.0
RESP025666,CMP002,CUST017211,2024-02-25,True,False,0.0
RESP025667,CMP024,CUST012013,2024-10-01,True,False,0.0
RESP025668,CMP001,CUST003475,2024-10-05,True,False,0.0
RESP025669,CMP015,CUST016838,2023-03-03,True,False,0.0
RESP025670,CMP018,CUST018411,2023-04-26,True,False,0.0
RESP025671,CMP017,CUST009009,2024-11-27,True,False,0.0
RESP025672,CMP009,CUST003517,2023-04-26,True,False,0.0
RESP025673,CMP013,CUST014065,2023-06-04,True,False,0.0
RESP025674,CMP022,CUST019204,2023-01-20,True,True,82.01
RESP025675,CMP009,CUST003264,2024-11-23,True,False,0.0
RESP025676,CMP014,CUST019472,2023-01-26,True,False,0.0
RESP025677,CMP014,CUST012514,2024-07-04,True,False,0.0
RESP025678,CMP011,CUST019907,2023-10-17,True,False,0.0
RESP025679,CMP021,CUST013455,2023-01-11,True,False,0.0
RESP025680,CMP010,CUST018936,2023-01-14,True,False,0.0
RESP025681,CMP013,CUST009141,2023-04-12,True,True,115.78
RESP025682,CMP024,CUST019912,2023-06-10,True,False,0.0
RESP025683,CMP017,CUST011910,2023-01-11,True,False,0.0
RESP025684,CMP024,CUST009711,2023-06-08,True,False,0.0
RESP025685,CMP015,CUST005668,2023-10-10,True,False,0.0
RESP025686,CMP019,CUST018529,2023-09-10,True,False,0.0
RESP025687,CMP007,CUST018875,2024-10-24,True,True,283.8
RESP025688,CMP011,CUST017886,2024-05-29,True,False,0.0
RESP025689,CMP001,CUST005538,2023-07-21,True,False,0.0
RESP025690,CMP022,CUST005375,2023-01-07,True,True,116.86
RESP025691,CMP022,CUST008080,2024-08-22,True,False,0.0
RESP025692,CMP009,CUST018176,2024-10-10,True,False,0.0
RESP025693,CMP004,CUST013751,2023-12-14,True,False,0.0
RESP025694,CMP015,CUST003376,2023-06-02,True,True,103.2
RESP025695,CMP006,CUST010549,2023-03-16,True,False,0.0
RESP025696,CMP002,CUST011322,2023-11-29,True,False,0.0
RESP025697,CMP022,CUST004204,2023-02-15,True,False,0.0
RESP025698,CMP015,CUST003816,2024-07-16,True,False,0.0
RESP025699,CMP004,CUST006099,2024-06-16,True,False,0.0
RESP025700,CMP017,CUST016738,2023-09-04,True,False,0.0
RESP025701,CMP016,CUST015852,2024-05-07,True,False,0.0
RESP025702,CMP010,CUST008132,2023-05-30,True,True,47.02
RESP025703,CMP003,CUST015845,2024-07-09,True,False,0.0
RESP025704,CMP003,CUST002670,2024-04-13,True,False,0.0
RESP025705,CMP007,CUST003309,2024-07-24,True,False,0.0
RESP025706,CMP018,CUST017470,2024-05-02,True,False,0.0
RESP025707,CMP017,CUST019936,2024-09-26,True,False,0.0
RESP025708,CMP021,CUST001770,2024-09-10,True,False,0.0
RESP025709,CMP023,CUST005951,2023-12-04,True,False,0.0
RESP025710,CMP005,CUST004928,2024-11-17,True,False,0.0
RESP025711,CMP023,CUST017497,2024-06-19,True,True,60.65
RESP025712,CMP017,CUST009248,2023-05-29,True,False,0.0
RESP025713,CMP015,CUST014021,2024-12-11,True,False,0.0
RESP025714,CMP022,CUST001152,2023-02-19,True,False,0.0
RESP025715,CMP016,CUST005856,2024-02-29,True,False,0.0
RESP025716,CMP024,CUST008401,2023-11-06,True,True,69.29
RESP025717,CMP017,CUST011383,2024-01-19,True,True,92.7
RESP025718,CMP001,CUST004572,2024-04-26,True,False,0.0
RESP025719,CMP004,CUST000242,2023-02-21,True,False,0.0
RESP025720,CMP015,CUST018686,2023-02-17,True,False,0.0
RESP025721,CMP002,CUST005654,2024-05-08,True,False,0.0
RESP025722,CMP016,CUST013220,2023-10-03,True,False,0.0
RESP025723,CMP008,CUST001028,2024-10-18,True,False,0.0
RESP025724,CMP012,CUST003340,2024-06-06,True,False,0.0
RESP025725,CMP020,CUST006969,2024-07-13,True,False,0.0
RESP025726,CMP019,CUST013407,2024-07-20,True,False,0.0
RESP025727,CMP015,CUST009585,2023-10-18,True,True,241.03
RESP025728,CMP023,CUST019365,2023-08-03,True,True,68.82
RESP025729,CMP006,CUST002771,2024-05-26,True,False,0.0
RESP025730,CMP017,CUST019660,2024-12-10,True,False,0.0
RESP025731,CMP006,CUST009475,2024-10-17,True,False,0.0
RESP025732,CMP006,CUST005364,2024-01-17,True,False,0.0
RESP025733,CMP019,CUST011668,2023-11-18,True,False,0.0
RESP025734,CMP010,CUST003834,2024-01-07,True,False,0.0
RESP025735,CMP022,CUST016641,2024-10-23,True,False,0.0
RESP025736,CMP016,CUST000609,2023-09-03,True,True,8.71
RESP025737,CMP006,CUST005087,2024-12-01,True,False,0.0
RESP025738,CMP019,CUST004029,2023-10-21,True,True,56.35
RESP025739,CMP022,CUST006978,2023-03-21,True,False,0.0
RESP025740,CMP009,CUST000920,2023-12-15,True,False,0.0
RESP025741,CMP019,CUST018866,2024-05-15,True,False,0.0
RESP025742,CMP024,CUST013084,2023-12-26,True,True,132.58
RESP025743,CMP008,CUST006588,2023-08-20,True,False,0.0
RESP025744,CMP017,CUST006120,2024-07-11,True,True,54.76
RESP025745,CMP017,CUST011309,2023-10-22,True,True,254.46
RESP025746,CMP004,CUST014256,2023-09-06,True,False,0.0
RESP025747,CMP003,CUST019773,2023-03-19,True,False,0.0
RESP025748,CMP018,CUST004431,2024-11-23,True,True,130.56
RESP025749,CMP004,CUST006116,2024-03-10,True,False,0.0
RESP025750,CMP013,CUST015820,2023-06-29,True,False,0.0
RESP025751,CMP006,CUST001939,2024-07-20,True,False,0.0
RESP025752,CMP022,CUST012385,2024-03-07,True,False,0.0
RESP025753,CMP004,CUST019877,2023-02-21,True,False,0.0
RESP025754,CMP017,CUST000239,2023-02-18,True,True,241.72
RESP025755,CMP012,CUST013579,2023-09-14,True,False,0.0
RESP025756,CMP021,CUST018999,2023-05-25,True,False,0.0
RESP025757,CMP013,CUST014374,2024-02-26,True,False,0.0
RESP025758,CMP022,CUST004210,2024-08-23,True,False,0.0
RESP025759,CMP008,CUST016131,2023-04-05,True,False,0.0
RESP025760,CMP024,CUST010831,2023-11-08,True,False,0.0
RESP025761,CMP022,CUST004592,2024-06-05,True,False,0.0
RESP025762,CMP017,CUST005390,2023-01-17,True,False,0.0
RESP025763,CMP002,CUST002727,2024-03-02,True,False,0.0
RESP025764,CMP011,CUST012874,2023-11-16,True,False,0.0
RESP025765,CMP013,CUST004365,2024-07-20,True,False,0.0
RESP025766,CMP019,CUST001407,2024-10-12,True,False,0.0
RESP025767,CMP006,CUST003022,2023-08-13,True,False,0.0
RESP025768,CMP004,CUST000147,2023-05-24,True,True,103.39
RESP025769,CMP005,CUST000699,2024-04-06,True,False,0.0
RESP025770,CMP015,CUST010124,2024-05-18,True,True,152.73
RESP025771,CMP014,CUST019430,2024-08-06,True,False,0.0
RESP025772,CMP015,CUST017219,2024-08-05,True,False,0.0
RESP025773,CMP010,CUST009554,2024-11-29,True,False,0.0
RESP025774,CMP018,CUST012785,2023-11-21,True,False,0.0
RESP025775,CMP012,CUST002770,2024-02-07,True,False,0.0
RESP025776,CMP008,CUST011875,2023-05-10,True,True,203.37
RESP025777,CMP017,CUST002648,2024-10-27,True,False,0.0
RESP025778,CMP017,CUST008163,2023-07-30,True,False,0.0
RESP025779,CMP017,CUST001367,2023-11-07,True,False,0.0
RESP025780,CMP018,CUST007876,2024-02-12,True,True,84.67
RESP025781,CMP018,CUST010866,2024-03-03,True,False,0.0
RESP025782,CMP022,CUST019497,2024-11-30,True,False,0.0
RESP025783,CMP022,CUST012430,2024-04-25,True,False,0.0
RESP025784,CMP005,CUST016777,2024-02-15,True,True,65.13
RESP025785,CMP004,CUST018329,2024-10-03,True,False,0.0
RESP025786,CMP011,CUST011389,2024-08-18,True,False,0.0
RESP025787,CMP021,CUST001332,2023-12-18,True,True,72.64
RESP025788,CMP018,CUST011555,2023-03-24,True,False,0.0
RESP025789,CMP012,CUST002624,2024-05-06,True,False,0.0
RESP025790,CMP003,CUST008905,2023-05-30,True,False,0.0
RESP025791,CMP014,CUST003991,2024-05-25,True,False,0.0
RESP025792,CMP021,CUST015012,2023-04-25,True,False,0.0
RESP025793,CMP003,CUST008905,2024-04-21,True,False,0.0
RESP025794,CMP010,CUST002770,2023-11-02,True,False,0.0
RESP025795,CMP009,CUST009819,2024-08-07,True,False,0.0
RESP025796,CMP012,CUST011463,2024-04-27,True,False,0.0
RESP025797,CMP004,CUST017516,2023-07-21,True,False,0.0
RESP025798,CMP023,CUST007884,2023-01-20,True,False,0.0
RESP025799,CMP006,CUST007377,2023-12-19,True,False,0.0
RESP025800,CMP014,CUST004564,2023-02-02,True,False,0.0
RESP025801,CMP010,CUST014702,2023-06-02,True,False,0.0
RESP025802,CMP024,CUST008668,2023-02-21,True,False,0.0
RESP025803,CMP021,CUST000316,2024-04-24,True,False,0.0
RESP025804,CMP009,CUST017508,2023-11-29,True,False,0.0
RESP025805,CMP003,CUST007001,2023-06-04,True,False,0.0
RESP025806,CMP007,CUST013742,2023-11-30,True,False,0.0
RESP025807,CMP014,CUST018082,2024-07-25,True,False,0.0
RESP025808,CMP022,CUST003990,2024-09-10,True,False,0.0
RESP025809,CMP015,CUST013456,2024-08-04,True,False,0.0
RESP025810,CMP010,CUST019162,2023-02-04,True,False,0.0
RESP025811,CMP024,CUST017207,2024-06-18,True,False,0.0
RESP025812,CMP017,CUST014423,2024-06-03,True,False,0.0
RESP025813,CMP018,CUST009586,2024-06-14,True,False,0.0
RESP025814,CMP013,CUST010802,2023-11-01,True,False,0.0
RESP025815,CMP002,CUST009634,2024-02-01,True,False,0.0
RESP025816,CMP020,CUST019624,2023-07-20,True,False,0.0
RESP025817,CMP002,CUST007414,2023-08-27,True,False,0.0
RESP025818,CMP015,CUST002108,2024-08-08,True,False,0.0
RESP025819,CMP007,CUST003870,2024-04-30,True,False,0.0
RESP025820,CMP003,CUST002606,2023-09-01,True,False,0.0
RESP025821,CMP017,CUST002834,2024-04-03,True,False,0.0
RESP025822,CMP005,CUST019954,2024-12-07,True,False,0.0
RESP025823,CMP015,CUST019095,2023-04-30,True,False,0.0
RESP025824,CMP003,CUST018808,2024-09-29,True,False,0.0
RESP025825,CMP005,CUST001768,2024-08-21,True,False,0.0
RESP025826,CMP014,CUST015881,2024-03-21,True,False,0.0
RESP025827,CMP008,CUST002367,2023-01-11,True,False,0.0
RESP025828,CMP008,CUST002097,2023-09-27,True,False,0.0
RESP025829,CMP005,CUST004871,2024-04-13,True,False,0.0
RESP025830,CMP008,CUST017601,2023-02-23,True,False,0.0
RESP025831,CMP021,CUST016691,2023-09-27,True,False,0.0
RESP025832,CMP017,CUST016704,2024-02-14,True,False,0.0
RESP025833,CMP024,CUST017425,2024-08-19,True,False,0.0
RESP025834,CMP020,CUST001896,2024-08-03,True,False,0.0
RESP025835,CMP017,CUST006690,2023-10-01,True,False,0.0
RESP025836,CMP016,CUST008927,2024-07-06,True,False,0.0
RESP025837,CMP015,CUST019680,2023-07-06,True,False,0.0
RESP025838,CMP006,CUST015461,2023-11-17,True,False,0.0
RESP025839,CMP017,CUST004907,2024-12-22,True,False,0.0
RESP025840,CMP016,CUST004142,2024-04-26,True,True,38.75
RESP025841,CMP022,CUST011321,2023-09-03,True,False,0.0
RESP025842,CMP003,CUST016246,2024-10-05,True,False,0.0
RESP025843,CMP017,CUST000388,2023-06-15,True,False,0.0
RESP025844,CMP002,CUST010961,2024-07-02,True,False,0.0
RESP025845,CMP019,CUST003805,2024-09-18,True,False,0.0
RESP025846,CMP001,CUST000289,2024-11-11,True,False,0.0
RESP025847,CMP010,CUST003474,2024-11-22,True,False,0.0
RESP025848,CMP013,CUST006801,2024-09-09,True,False,0.0
RESP025849,CMP001,CUST008244,2023-04-03,True,False,0.0
RESP025850,CMP001,CUST018110,2023-08-25,True,False,0.0
RESP025851,CMP024,CUST009569,2023-08-05,True,False,0.0
RESP025852,CMP008,CUST005415,2023-04-05,True,True,28.55
RESP025853,CMP003,CUST013710,2023-08-22,True,False,0.0
RESP025854,CMP021,CUST005722,2024-03-02,True,False,0.0
RESP025855,CMP021,CUST012061,2023-06-13,True,False,0.0
RESP025856,CMP008,CUST013263,2024-11-30,True,False,0.0
RESP025857,CMP024,CUST017196,2024-09-19,True,False,0.0
RESP025858,CMP002,CUST002373,2023-07-30,True,False,0.0
RESP025859,CMP015,CUST017480,2024-06-29,True,False,0.0
RESP025860,CMP013,CUST015329,2023-02-19,True,False,0.0
RESP025861,CMP021,CUST016203,2024-07-03,True,False,0.0
RESP025862,CMP002,CUST011822,2024-01-19,True,False,0.0
RESP025863,CMP007,CUST003406,2023-05-17,True,False,0.0
RESP025864,CMP002,CUST006864,2024-09-03,True,False,0.0
RESP025865,CMP014,CUST002071,2023-12-29,True,False,0.0
RESP025866,CMP008,CUST019171,2024-11-16,True,False,0.0
RESP025867,CMP013,CUST004769,2024-03-13,True,False,0.0
RESP025868,CMP008,CUST011488,2023-10-24,True,False,0.0
RESP025869,CMP020,CUST003344,2023-02-14,True,False,0.0
RESP025870,CMP022,CUST003517,2023-05-11,True,False,0.0
RESP025871,CMP007,CUST000943,2023-06-13,True,False,0.0
RESP025872,CMP006,CUST005381,2023-04-20,True,False,0.0
RESP025873,CMP014,CUST010423,2024-05-02,True,False,0.0
RESP025874,CMP014,CUST012345,2024-05-09,True,True,58.73
RESP025875,CMP017,CUST005226,2023-01-07,True,False,0.0
RESP025876,CMP004,CUST013225,2023-07-08,True,False,0.0
RESP025877,CMP007,CUST015171,2024-10-26,True,False,0.0
RESP025878,CMP023,CUST013679,2023-05-09,True,False,0.0
RESP025879,CMP023,CUST000074,2023-05-10,True,False,0.0
RESP025880,CMP013,CUST000633,2023-12-11,True,False,0.0
RESP025881,CMP006,CUST013510,2024-01-23,True,False,0.0
RESP025882,CMP020,CUST005288,2023-08-24,True,False,0.0
RESP025883,CMP009,CUST017261,2024-12-08,True,False,0.0
RESP025884,CMP008,CUST005559,2024-11-11,True,False,0.0
RESP025885,CMP011,CUST017649,2024-04-26,True,False,0.0
RESP025886,CMP010,CUST014181,2023-08-09,True,False,0.0
RESP025887,CMP019,CUST002521,2023-09-18,True,False,0.0
RESP025888,CMP010,CUST017946,2023-05-08,True,False,0.0
RESP025889,CMP016,CUST010853,2024-05-01,True,False,0.0
RESP025890,CMP021,CUST015633,2024-05-24,True,False,0.0
RESP025891,CMP002,CUST002318,2024-08-25,True,False,0.0
RESP025892,CMP024,CUST003914,2024-11-10,True,False,0.0
RESP025893,CMP010,CUST018638,2024-11-19,True,False,0.0
RESP025894,CMP015,CUST014734,2023-12-08,True,False,0.0
RESP025895,CMP019,CUST006820,2023-08-06,True,True,11.2
RESP025896,CMP001,CUST002458,2023-08-29,True,False,0.0
RESP025897,CMP015,CUST018865,2024-06-20,True,False,0.0
RESP025898,CMP015,CUST002795,2024-05-24,True,False,0.0
RESP025899,CMP011,CUST002445,2024-04-15,True,False,0.0
RESP025900,CMP012,CUST006537,2023-09-17,True,False,0.0
RESP025901,CMP013,CUST005979,2023-09-30,True,False,0.0
RESP025902,CMP010,CUST017481,2023-03-16,True,False,0.0
RESP025903,CMP003,CUST017701,2024-06-19,True,False,0.0
RESP025904,CMP013,CUST016878,2024-12-13,True,False,0.0
RESP025905,CMP007,CUST016701,2024-07-18,True,False,0.0
RESP025906,CMP015,CUST008165,2024-08-14,True,False,0.0
RESP025907,CMP011,CUST011919,2024-03-21,True,False,0.0
RESP025908,CMP008,CUST016137,2024-05-05,True,False,0.0
RESP025909,CMP004,CUST018943,2024-01-11,True,False,0.0
RESP025910,CMP003,CUST010610,2024-12-23,True,False,0.0
RESP025911,CMP009,CUST007525,2024-11-26,True,True,117.94
RESP025912,CMP011,CUST018610,2023-04-27,True,False,0.0
RESP025913,CMP021,CUST000639,2023-09-06,True,True,29.46
RESP025914,CMP001,CUST001610,2023-10-10,True,False,0.0
RESP025915,CMP002,CUST001221,2023-10-13,True,False,0.0
RESP025916,CMP023,CUST006111,2023-11-23,True,False,0.0
RESP025917,CMP015,CUST009700,2023-09-28,True,False,0.0
RESP025918,CMP024,CUST003365,2023-06-14,True,False,0.0
RESP025919,CMP019,CUST014523,2024-02-01,True,False,0.0
