credit_event_id,loan_id,customer_id,event_date,event_type,outstanding_at_event,risk_bucket
CE00610,LN005494,CUST006988,2024-11-26,Delinquency Notice - 60 Days,2214.97,Critical
CE00611,LN005497,CUST006992,2024-06-08,Delinquency Notice - 30 Days,15875.24,Elevated
CE00612,LN005503,CUST006998,2024-10-06,Delinquency Notice - 30 Days,81385.36,Low
CE00613,LN005519,CUST007017,2024-11-21,Delinquency Notice - 30 Days,4447.16,Elevated
CE00614,LN005520,CUST007019,2024-06-05,Default / Write-off Review,5625.81,Moderate
CE00615,LN005523,CUST007022,2024-09-11,Default / Write-off Review,13579.2,Moderate
CE00616,LN005536,CUST007038,2024-07-21,Delinquency Notice - 30 Days,17391.64,High
CE00617,LN005541,CUST007041,2024-11-29,Default / Write-off Review,5380.88,High
CE00618,LN005554,CUST007062,2024-06-23,Delinquency Notice - 30 Days,11548.28,Moderate
CE00619,LN005557,CUST007063,2024-12-11,Delinquency Notice - 30 Days,3186.18,Elevated
CE00620,LN005563,CUST007071,2024-10-27,Default / Write-off Review,2736.05,Critical
CE00621,LN005573,CUST007088,2024-09-20,Default / Write-off Review,1848.27,Elevated
CE00622,LN005575,CUST007091,2024-11-09,Delinquency Notice - 60 Days,3358.18,Low
CE00623,LN005603,CUST007120,2024-09-16,Default / Write-off Review,1981.71,Moderate
CE00624,LN005613,CUST007142,2024-12-12,Default / Write-off Review,1321.41,High
CE00625,LN005642,CUST007169,2024-09-28,Delinquency Notice - 30 Days,2868.05,Elevated
CE00626,LN005644,CUST007173,2024-08-25,Delinquency Notice - 30 Days,462.4,High
CE00627,LN005656,CUST007192,2024-08-08,Delinquency Notice - 30 Days,23178.77,Elevated
CE00628,LN005658,CUST007196,2024-06-15,Default / Write-off Review,266.47,Moderate
CE00629,LN005660,CUST007199,2024-07-08,Default / Write-off Review,176259.5,Low
CE00630,LN005664,CUST007203,2024-12-09,Delinquency Notice - 60 Days,2399.27,Moderate
CE00631,LN005673,CUST007217,2024-06-20,Delinquency Notice - 60 Days,1141.26,Elevated
CE00632,LN005685,CUST007232,2024-06-13,Default / Write-off Review,5336.38,High
CE00633,LN005688,CUST007237,2024-12-01,Delinquency Notice - 30 Days,2329.56,Low
CE00634,LN005718,CUST007271,2024-06-05,Delinquency Notice - 30 Days,10062.59,Low
CE00635,LN005722,CUST007275,2024-12-21,Delinquency Notice - 60 Days,1612.93,Moderate
CE00636,LN005734,CUST007298,2024-08-13,Delinquency Notice - 30 Days,1240.71,High
CE00637,LN005759,CUST007330,2024-08-02,Default / Write-off Review,1087.89,Moderate
CE00638,LN005761,CUST007332,2024-12-10,Delinquency Notice - 30 Days,16338.67,High
CE00639,LN005764,CUST007334,2024-11-15,Delinquency Notice - 60 Days,2684.32,Critical
CE00640,LN005774,CUST007359,2024-09-09,Delinquency Notice - 60 Days,8618.78,Low
CE00641,LN005778,CUST007369,2024-10-15,Default / Write-off Review,716.15,Low
CE00642,LN005781,CUST007377,2024-10-13,Delinquency Notice - 60 Days,6236.46,Elevated
CE00643,LN005788,CUST007384,2024-10-08,Default / Write-off Review,1174.95,Low
CE00644,LN005793,CUST007388,2024-12-05,Delinquency Notice - 30 Days,2959.64,Moderate
CE00645,LN005806,CUST007407,2024-10-18,Delinquency Notice - 60 Days,3495.14,Critical
CE00646,LN005810,CUST007409,2024-06-11,Delinquency Notice - 30 Days,3848.43,Elevated
CE00647,LN005817,CUST007420,2024-12-12,Delinquency Notice - 30 Days,3150.89,Elevated
CE00648,LN005833,CUST007447,2024-10-22,Delinquency Notice - 30 Days,948.88,Low
CE00649,LN005851,CUST007479,2024-11-13,Default / Write-off Review,1219.66,Low
CE00650,LN005852,CUST007480,2024-12-18,Delinquency Notice - 30 Days,13363.67,Low
CE00651,LN005862,CUST007491,2024-10-09,Delinquency Notice - 60 Days,13912.74,Low
CE00652,LN005867,CUST007494,2024-10-28,Delinquency Notice - 30 Days,792.8,Moderate
CE00653,LN005870,CUST007497,2024-07-09,Delinquency Notice - 30 Days,3280.78,Elevated
CE00654,LN005889,CUST007521,2024-09-24,Delinquency Notice - 30 Days,2653.08,Critical
CE00655,LN005891,CUST007522,2024-11-02,Delinquency Notice - 30 Days,1058.31,Elevated
CE00656,LN005896,CUST007527,2024-12-11,Default / Write-off Review,15582.43,Elevated
CE00657,LN005904,CUST007534,2024-06-23,Delinquency Notice - 30 Days,6199.91,Elevated
CE00658,LN005909,CUST007537,2024-11-09,Delinquency Notice - 60 Days,20531.52,Moderate
CE00659,LN005913,CUST007541,2024-10-11,Delinquency Notice - 60 Days,8433.05,High
CE00660,LN005918,CUST007545,2024-07-24,Delinquency Notice - 30 Days,25655.12,Elevated
CE00661,LN005924,CUST007556,2024-09-21,Default / Write-off Review,3939.78,High
CE00662,LN005925,CUST007559,2024-08-15,Delinquency Notice - 60 Days,3929.46,Moderate
CE00663,LN005926,CUST007559,2024-06-06,Delinquency Notice - 60 Days,16945.16,Moderate
CE00664,LN005936,CUST007573,2024-06-08,Delinquency Notice - 60 Days,2372.47,Moderate
CE00665,LN006002,CUST007659,2024-10-26,Default / Write-off Review,720.64,Low
CE00666,LN006033,CUST007688,2024-08-05,Delinquency Notice - 30 Days,5593.1,Elevated
CE00667,LN006039,CUST007694,2024-11-09,Default / Write-off Review,2268.92,Low
CE00668,LN006042,CUST007697,2024-10-04,Delinquency Notice - 30 Days,4495.83,High
CE00669,LN006049,CUST007712,2024-12-03,Default / Write-off Review,2750.93,Moderate
CE00670,LN006051,CUST007717,2024-08-27,Delinquency Notice - 30 Days,2703.32,Moderate
CE00671,LN006054,CUST007722,2024-09-15,Delinquency Notice - 30 Days,7632.94,Moderate
CE00672,LN006061,CUST007734,2024-06-18,Delinquency Notice - 30 Days,1367.98,Moderate
CE00673,LN006079,CUST007755,2024-10-22,Default / Write-off Review,3308.93,High
CE00674,LN006109,CUST007790,2024-09-06,Delinquency Notice - 60 Days,20460.28,Moderate
CE00675,LN006151,CUST007842,2024-10-31,Default / Write-off Review,1766.39,High
CE00676,LN006157,CUST007846,2024-08-05,Default / Write-off Review,1983.6,Low
CE00677,LN006161,CUST007852,2024-09-25,Delinquency Notice - 60 Days,3786.29,Elevated
CE00678,LN006173,CUST007863,2024-07-28,Default / Write-off Review,2020.15,Low
CE00679,LN006184,CUST007874,2024-07-25,Delinquency Notice - 30 Days,1383.13,Critical
CE00680,LN006200,CUST007903,2024-09-12,Delinquency Notice - 60 Days,6566.28,Moderate
CE00681,LN006210,CUST007919,2024-08-12,Delinquency Notice - 60 Days,2121.18,Elevated
CE00682,LN006217,CUST007925,2024-06-10,Delinquency Notice - 30 Days,9098.31,Elevated
CE00683,LN006226,CUST007935,2024-11-06,Delinquency Notice - 30 Days,10858.33,Moderate
CE00684,LN006244,CUST007959,2024-12-02,Delinquency Notice - 60 Days,3282.81,Low
CE00685,LN006250,CUST007968,2024-06-09,Delinquency Notice - 30 Days,3433.24,Elevated
CE00686,LN006278,CUST007997,2024-07-18,Delinquency Notice - 30 Days,20821.07,Low
CE00687,LN006280,CUST008002,2024-08-29,Delinquency Notice - 30 Days,4776.78,Moderate
CE00688,LN006282,CUST008006,2024-09-16,Delinquency Notice - 60 Days,16561.53,Moderate
CE00689,LN006296,CUST008025,2024-07-25,Delinquency Notice - 30 Days,10902.4,Moderate
CE00690,LN006301,CUST008028,2024-07-31,Delinquency Notice - 30 Days,1418.97,Elevated
CE00691,LN006318,CUST008053,2024-07-18,Delinquency Notice - 30 Days,4183.76,High
CE00692,LN006319,CUST008054,2024-07-24,Delinquency Notice - 30 Days,10076.25,Critical
CE00693,LN006320,CUST008054,2024-06-16,Delinquency Notice - 30 Days,1754.46,Critical
CE00694,LN006322,CUST008058,2024-09-16,Delinquency Notice - 60 Days,2157.75,Critical
CE00695,LN006332,CUST008066,2024-12-20,Default / Write-off Review,12218.71,Elevated
CE00696,LN006334,CUST008071,2024-08-24,Default / Write-off Review,748.14,Moderate
CE00697,LN006342,CUST008081,2024-06-13,Default / Write-off Review,29320.8,High
CE00698,LN006380,CUST008141,2024-12-16,Delinquency Notice - 30 Days,1268.66,Elevated
CE00699,LN006385,CUST008144,2024-12-13,Default / Write-off Review,35393.13,Moderate
CE00700,LN006413,CUST008170,2024-07-20,Delinquency Notice - 30 Days,1601.76,Moderate
CE00701,LN006417,CUST008173,2024-10-07,Default / Write-off Review,7335.59,Elevated
CE00702,LN006423,CUST008183,2024-08-27,Default / Write-off Review,2450.94,Critical
CE00703,LN006432,CUST008204,2024-12-16,Default / Write-off Review,7428.15,Low
CE00704,LN006461,CUST008237,2024-11-10,Delinquency Notice - 30 Days,1070.75,Moderate
CE00705,LN006472,CUST008247,2024-07-04,Default / Write-off Review,7348.5,Elevated
CE00706,LN006487,CUST008267,2024-10-31,Delinquency Notice - 60 Days,16709.83,Moderate
CE00707,LN006489,CUST008271,2024-11-27,Delinquency Notice - 30 Days,21276.3,Low
CE00708,LN006491,CUST008275,2024-11-26,Default / Write-off Review,10701.84,Low
CE00709,LN006492,CUST008277,2024-09-08,Delinquency Notice - 60 Days,8065.17,Moderate
CE00710,LN006498,CUST008285,2024-06-09,Delinquency Notice - 30 Days,1844.69,High
CE00711,LN006501,CUST008288,2024-09-23,Default / Write-off Review,2011.48,Moderate
CE00712,LN006523,CUST008317,2024-09-10,Delinquency Notice - 30 Days,6403.87,High
CE00713,LN006536,CUST008332,2024-08-26,Default / Write-off Review,1073.32,Low
CE00714,LN006542,CUST008342,2024-07-23,Delinquency Notice - 30 Days,372.57,Low
CE00715,LN006551,CUST008356,2024-06-26,Delinquency Notice - 30 Days,1198.32,Critical
CE00716,LN006573,CUST008374,2024-08-26,Default / Write-off Review,2146.22,Low
CE00717,LN006579,CUST008382,2024-09-05,Default / Write-off Review,2286.94,Moderate
CE00718,LN006580,CUST008382,2024-08-21,Default / Write-off Review,2148.35,Moderate
CE00719,LN006587,CUST008393,2024-06-25,Delinquency Notice - 30 Days,576.12,High
CE00720,LN006589,CUST008395,2024-09-26,Delinquency Notice - 60 Days,13901.83,Elevated
CE00721,LN006612,CUST008427,2024-10-22,Delinquency Notice - 30 Days,14420.63,High
CE00722,LN006614,CUST008431,2024-06-07,Delinquency Notice - 30 Days,4156.96,High
CE00723,LN006619,CUST008442,2024-11-13,Delinquency Notice - 60 Days,385.17,Elevated
CE00724,LN006643,CUST008466,2024-11-09,Delinquency Notice - 60 Days,2165.68,Moderate
CE00725,LN006651,CUST008475,2024-07-31,Delinquency Notice - 30 Days,1391.34,Critical
CE00726,LN006675,CUST008498,2024-11-18,Default / Write-off Review,6207.75,Moderate
CE00727,LN006678,CUST008501,2024-10-31,Delinquency Notice - 30 Days,11619.06,Moderate
CE00728,LN006681,CUST008503,2024-12-09,Delinquency Notice - 30 Days,38615.34,Elevated
CE00729,LN006692,CUST008514,2024-08-02,Delinquency Notice - 30 Days,3065.52,Critical
CE00730,LN006695,CUST008516,2024-12-18,Delinquency Notice - 30 Days,359.83,Critical
CE00731,LN006705,CUST008534,2024-08-31,Delinquency Notice - 30 Days,6956.47,Elevated
CE00732,LN006710,CUST008539,2024-06-17,Default / Write-off Review,749.97,High
CE00733,LN006711,CUST008539,2024-07-11,Default / Write-off Review,1150.0,High
CE00734,LN006713,CUST008542,2024-12-24,Default / Write-off Review,4073.98,Moderate
CE00735,LN006724,CUST008551,2024-09-17,Delinquency Notice - 30 Days,2588.98,Elevated
CE00736,LN006749,CUST008581,2024-10-17,Delinquency Notice - 30 Days,2511.81,Low
CE00737,LN006762,CUST008595,2024-09-03,Delinquency Notice - 60 Days,3699.53,Critical
CE00738,LN006763,CUST008595,2024-10-09,Delinquency Notice - 30 Days,3473.56,Critical
CE00739,LN006780,CUST008618,2024-07-24,Delinquency Notice - 30 Days,4782.73,Moderate
CE00740,LN006785,CUST008626,2024-11-22,Delinquency Notice - 60 Days,2868.97,Low
CE00741,LN006794,CUST008632,2024-09-29,Delinquency Notice - 30 Days,979.02,Moderate
CE00742,LN006796,CUST008634,2024-12-06,Delinquency Notice - 30 Days,6577.75,Moderate
CE00743,LN006818,CUST008667,2024-09-20,Default / Write-off Review,24517.2,Moderate
CE00744,LN006825,CUST008677,2024-10-15,Default / Write-off Review,931.58,Low
CE00745,LN006827,CUST008678,2024-10-06,Delinquency Notice - 30 Days,7753.43,Low
CE00746,LN006834,CUST008684,2024-10-10,Delinquency Notice - 30 Days,1161.6,Low
CE00747,LN006866,CUST008733,2024-08-17,Delinquency Notice - 60 Days,33302.37,Low
CE00748,LN006871,CUST008741,2024-11-21,Delinquency Notice - 30 Days,663.58,Moderate
CE00749,LN006876,CUST008751,2024-09-30,Delinquency Notice - 30 Days,3060.27,Low
CE00750,LN006886,CUST008762,2024-09-18,Delinquency Notice - 60 Days,450.02,Moderate
CE00751,LN006893,CUST008770,2024-07-06,Delinquency Notice - 30 Days,1496.16,Elevated
CE00752,LN006902,CUST008779,2024-06-09,Delinquency Notice - 30 Days,693.06,Low
CE00753,LN006922,CUST008800,2024-12-20,Default / Write-off Review,1611.54,Moderate
CE00754,LN006931,CUST008809,2024-08-13,Default / Write-off Review,386.83,High
CE00755,LN006936,CUST008818,2024-11-21,Delinquency Notice - 30 Days,6997.25,Elevated
CE00756,LN006945,CUST008827,2024-11-20,Delinquency Notice - 60 Days,1159.43,Critical
CE00757,LN006952,CUST008834,2024-10-13,Delinquency Notice - 30 Days,20687.83,Moderate
CE00758,LN006968,CUST008856,2024-11-17,Delinquency Notice - 30 Days,5336.04,Moderate
CE00759,LN007005,CUST008895,2024-07-05,Delinquency Notice - 60 Days,455.05,Low
CE00760,LN007007,CUST008899,2024-10-19,Delinquency Notice - 60 Days,13178.65,Low
CE00761,LN007020,CUST008919,2024-07-26,Delinquency Notice - 60 Days,856.03,Elevated
CE00762,LN007033,CUST008938,2024-10-24,Delinquency Notice - 60 Days,1105.04,Elevated
CE00763,LN007042,CUST008952,2024-10-20,Delinquency Notice - 30 Days,309.76,Critical
CE00764,LN007046,CUST008957,2024-12-17,Delinquency Notice - 30 Days,481.05,High
CE00765,LN007050,CUST008960,2024-08-29,Delinquency Notice - 30 Days,1225.51,High
CE00766,LN007060,CUST008969,2024-08-29,Delinquency Notice - 60 Days,1873.7,High
CE00767,LN007061,CUST008971,2024-12-18,Delinquency Notice - 60 Days,1215.81,Critical
CE00768,LN007068,CUST008976,2024-10-30,Default / Write-off Review,3793.17,Elevated
CE00769,LN007072,CUST008980,2024-12-02,Delinquency Notice - 30 Days,15848.55,Moderate
CE00770,LN007074,CUST008982,2024-06-15,Delinquency Notice - 60 Days,945.8,Low
CE00771,LN007076,CUST008987,2024-12-21,Delinquency Notice - 30 Days,9939.82,Moderate
CE00772,LN007088,CUST008998,2024-07-03,Delinquency Notice - 30 Days,15732.21,Moderate
CE00773,LN007094,CUST009008,2024-11-07,Delinquency Notice - 30 Days,1567.46,High
CE00774,LN007101,CUST009018,2024-08-16,Delinquency Notice - 30 Days,7138.56,High
CE00775,LN007103,CUST009019,2024-06-05,Delinquency Notice - 60 Days,3708.19,Critical
CE00776,LN007107,CUST009026,2024-09-25,Delinquency Notice - 60 Days,7858.55,High
CE00777,LN007115,CUST009037,2024-07-19,Delinquency Notice - 30 Days,1939.54,Low
CE00778,LN007116,CUST009039,2024-11-02,Default / Write-off Review,7709.22,High
CE00779,LN007117,CUST009042,2024-10-30,Delinquency Notice - 30 Days,3881.78,Moderate
CE00780,LN007127,CUST009053,2024-09-06,Delinquency Notice - 60 Days,4119.95,Elevated
CE00781,LN007137,CUST009063,2024-10-11,Default / Write-off Review,5512.53,High
CE00782,LN007143,CUST009072,2024-07-10,Delinquency Notice - 30 Days,446.45,High
CE00783,LN007144,CUST009072,2024-10-10,Delinquency Notice - 30 Days,276.68,High
CE00784,LN007150,CUST009083,2024-06-03,Delinquency Notice - 30 Days,20649.39,Low
CE00785,LN007166,CUST009100,2024-09-18,Default / Write-off Review,15823.91,High
CE00786,LN007169,CUST009101,2024-12-08,Delinquency Notice - 30 Days,7899.93,Elevated
CE00787,LN007187,CUST009122,2024-09-11,Delinquency Notice - 30 Days,2357.43,High
CE00788,LN007191,CUST009135,2024-11-13,Default / Write-off Review,6325.3,High
CE00789,LN007196,CUST009143,2024-06-14,Delinquency Notice - 30 Days,1268.69,Elevated
CE00790,LN007198,CUST009151,2024-12-11,Delinquency Notice - 30 Days,3242.11,Elevated
CE00791,LN007201,CUST009156,2024-12-21,Default / Write-off Review,894.24,High
CE00792,LN007204,CUST009160,2024-12-11,Default / Write-off Review,3301.89,Moderate
CE00793,LN007220,CUST009180,2024-09-29,Default / Write-off Review,165.03,High
CE00794,LN007226,CUST009187,2024-12-16,Delinquency Notice - 30 Days,1592.83,Elevated
CE00795,LN007229,CUST009188,2024-06-15,Delinquency Notice - 30 Days,1312.02,Moderate
CE00796,LN007231,CUST009189,2024-12-01,Default / Write-off Review,3428.06,High
CE00797,LN007236,CUST009193,2024-11-24,Default / Write-off Review,4529.59,Moderate
CE00798,LN007255,CUST009215,2024-09-29,Delinquency Notice - 30 Days,3427.12,High
CE00799,LN007258,CUST009221,2024-06-30,Delinquency Notice - 30 Days,8123.29,Moderate
CE00800,LN007270,CUST009247,2024-10-06,Delinquency Notice - 60 Days,7905.46,High
CE00801,LN007285,CUST009267,2024-11-15,Delinquency Notice - 60 Days,1768.93,High
CE00802,LN007300,CUST009291,2024-07-29,Default / Write-off Review,22955.43,Low
CE00803,LN007304,CUST009297,2024-11-24,Delinquency Notice - 30 Days,23859.85,High
CE00804,LN007310,CUST009304,2024-10-16,Delinquency Notice - 60 Days,2964.86,Low
CE00805,LN007311,CUST009305,2024-12-18,Delinquency Notice - 30 Days,2305.65,Low
CE00806,LN007319,CUST009314,2024-06-14,Delinquency Notice - 30 Days,1203.59,Critical
CE00807,LN007324,CUST009323,2024-06-08,Delinquency Notice - 60 Days,4345.37,Moderate
CE00808,LN007346,CUST009360,2024-06-17,Delinquency Notice - 30 Days,2102.09,Elevated
CE00809,LN007347,CUST009362,2024-12-24,Delinquency Notice - 30 Days,6720.11,High
CE00810,LN007351,CUST009366,2024-09-13,Default / Write-off Review,1977.72,Low
CE00811,LN007355,CUST009371,2024-07-14,Delinquency Notice - 30 Days,1005.79,High
CE00812,LN007358,CUST009379,2024-08-27,Default / Write-off Review,3992.45,Moderate
CE00813,LN007372,CUST009399,2024-07-22,Default / Write-off Review,61015.96,Low
CE00814,LN007376,CUST009403,2024-11-22,Delinquency Notice - 30 Days,82228.23,High
CE00815,LN007406,CUST009442,2024-11-17,Delinquency Notice - 30 Days,457.31,Elevated
CE00816,LN007417,CUST009454,2024-09-16,Default / Write-off Review,3088.08,Low
CE00817,LN007422,CUST009463,2024-11-24,Default / Write-off Review,349.82,Elevated
CE00818,LN007423,CUST009463,2024-07-28,Default / Write-off Review,3720.98,Elevated
CE00819,LN007425,CUST009464,2024-10-01,Delinquency Notice - 60 Days,1606.39,High
CE00820,LN007426,CUST009465,2024-11-15,Delinquency Notice - 30 Days,3777.37,High
CE00821,LN007429,CUST009470,2024-11-09,Delinquency Notice - 30 Days,4391.01,Moderate
CE00822,LN007444,CUST009492,2024-11-22,Default / Write-off Review,2422.96,Low
CE00823,LN007453,CUST009501,2024-08-13,Delinquency Notice - 60 Days,1816.55,Moderate
CE00824,LN007454,CUST009502,2024-12-21,Delinquency Notice - 30 Days,7076.84,Elevated
CE00825,LN007457,CUST009503,2024-09-10,Default / Write-off Review,5996.61,Elevated
CE00826,LN007460,CUST009507,2024-08-26,Delinquency Notice - 60 Days,2576.44,High
CE00827,LN007465,CUST009511,2024-07-27,Delinquency Notice - 60 Days,1335.15,Elevated
CE00828,LN007474,CUST009527,2024-06-30,Default / Write-off Review,12399.83,Low
CE00829,LN007495,CUST009550,2024-06-25,Delinquency Notice - 30 Days,2881.05,Elevated
CE00830,LN007499,CUST009553,2024-07-20,Delinquency Notice - 60 Days,9282.87,Low
CE00831,LN007501,CUST009554,2024-09-06,Delinquency Notice - 60 Days,4109.71,Low
CE00832,LN007517,CUST009582,2024-10-24,Delinquency Notice - 30 Days,3133.87,Critical
CE00833,LN007538,CUST009609,2024-06-02,Delinquency Notice - 60 Days,674.74,Elevated
CE00834,LN007539,CUST009609,2024-06-01,Default / Write-off Review,7057.43,Elevated
CE00835,LN007552,CUST009623,2024-06-13,Delinquency Notice - 30 Days,3052.64,Moderate
CE00836,LN007572,CUST009651,2024-12-26,Default / Write-off Review,3624.16,Critical
CE00837,LN007597,CUST009680,2024-12-17,Delinquency Notice - 60 Days,484.63,High
CE00838,LN007602,CUST009688,2024-09-25,Default / Write-off Review,5355.63,Moderate
CE00839,LN007625,CUST009709,2024-11-24,Delinquency Notice - 60 Days,1042.95,Moderate
CE00840,LN007668,CUST009766,2024-11-26,Default / Write-off Review,2182.74,Critical
CE00841,LN007687,CUST009790,2024-10-08,Delinquency Notice - 30 Days,8576.28,Elevated
CE00842,LN007688,CUST009791,2024-09-20,Default / Write-off Review,15619.24,Elevated
CE00843,LN007697,CUST009799,2024-11-06,Delinquency Notice - 60 Days,659.91,Low
CE00844,LN007718,CUST009821,2024-08-05,Default / Write-off Review,24138.31,Moderate
CE00845,LN007723,CUST009828,2024-08-14,Delinquency Notice - 30 Days,4093.82,Low
CE00846,LN007746,CUST009847,2024-06-14,Delinquency Notice - 60 Days,255.84,Elevated
CE00847,LN007748,CUST009850,2024-08-06,Delinquency Notice - 60 Days,3864.01,High
CE00848,LN007755,CUST009857,2024-11-19,Default / Write-off Review,6434.04,Moderate
CE00849,LN007759,CUST009860,2024-09-03,Default / Write-off Review,9065.01,Moderate
CE00850,LN007760,CUST009861,2024-08-11,Delinquency Notice - 30 Days,3205.1,Moderate
CE00851,LN007773,CUST009885,2024-12-26,Delinquency Notice - 30 Days,21120.09,High
CE00852,LN007776,CUST009889,2024-10-16,Delinquency Notice - 30 Days,998.45,Low
CE00853,LN007781,CUST009893,2024-10-19,Delinquency Notice - 60 Days,8169.76,Elevated
CE00854,LN007787,CUST009912,2024-08-13,Delinquency Notice - 30 Days,19831.93,Moderate
CE00855,LN007800,CUST009929,2024-06-15,Delinquency Notice - 30 Days,341.43,Critical
CE00856,LN007804,CUST009932,2024-07-10,Delinquency Notice - 30 Days,260.75,Elevated
CE00857,LN007818,CUST009949,2024-12-13,Delinquency Notice - 30 Days,2268.77,Low
CE00858,LN007842,CUST009978,2024-06-13,Delinquency Notice - 30 Days,14587.65,Moderate
CE00859,LN007850,CUST009991,2024-10-07,Delinquency Notice - 60 Days,2037.86,Moderate
CE00860,LN007872,CUST010026,2024-12-13,Delinquency Notice - 60 Days,2419.65,Elevated
CE00861,LN007880,CUST010033,2024-06-28,Delinquency Notice - 60 Days,1627.93,Moderate
CE00862,LN007887,CUST010049,2024-12-04,Delinquency Notice - 30 Days,3572.11,Low
CE00863,LN007890,CUST010050,2024-10-02,Default / Write-off Review,2355.61,Elevated
CE00864,LN007927,CUST010096,2024-12-09,Delinquency Notice - 30 Days,497.28,Elevated
CE00865,LN007930,CUST010099,2024-10-01,Delinquency Notice - 60 Days,1980.04,Low
CE00866,LN007932,CUST010102,2024-08-27,Delinquency Notice - 60 Days,3828.67,Moderate
CE00867,LN007967,CUST010149,2024-07-08,Delinquency Notice - 60 Days,6594.33,Elevated
CE00868,LN007973,CUST010154,2024-10-04,Default / Write-off Review,14855.34,Moderate
CE00869,LN007976,CUST010155,2024-09-08,Default / Write-off Review,13826.24,Moderate
CE00870,LN007977,CUST010156,2024-06-11,Delinquency Notice - 30 Days,411.25,Elevated
CE00871,LN007980,CUST010157,2024-06-29,Delinquency Notice - 30 Days,1824.74,Low
CE00872,LN007988,CUST010170,2024-07-12,Delinquency Notice - 60 Days,1775.49,Elevated
CE00873,LN007989,CUST010173,2024-06-08,Delinquency Notice - 60 Days,38110.19,Low
CE00874,LN007993,CUST010179,2024-12-27,Delinquency Notice - 30 Days,2688.57,High
CE00875,LN007997,CUST010184,2024-10-24,Delinquency Notice - 30 Days,9925.93,Elevated
CE00876,LN008000,CUST010186,2024-09-06,Delinquency Notice - 30 Days,7629.93,Elevated
CE00877,LN008004,CUST010200,2024-11-18,Delinquency Notice - 30 Days,2225.81,Elevated
CE00878,LN008005,CUST010204,2024-10-31,Delinquency Notice - 60 Days,12040.57,Low
CE00879,LN008007,CUST010206,2024-12-23,Delinquency Notice - 60 Days,5597.54,Low
CE00880,LN008008,CUST010207,2024-07-15,Delinquency Notice - 60 Days,9250.03,Moderate
CE00881,LN008023,CUST010220,2024-06-27,Delinquency Notice - 30 Days,774.48,Elevated
CE00882,LN008027,CUST010228,2024-09-14,Delinquency Notice - 60 Days,1729.95,Critical
CE00883,LN008047,CUST010256,2024-11-28,Delinquency Notice - 30 Days,1101.64,Low
CE00884,LN008055,CUST010265,2024-08-30,Default / Write-off Review,4223.89,Low
CE00885,LN008058,CUST010273,2024-11-21,Default / Write-off Review,2143.56,High
CE00886,LN008061,CUST010279,2024-12-12,Delinquency Notice - 60 Days,1600.21,High
CE00887,LN008064,CUST010285,2024-10-07,Default / Write-off Review,1979.06,Moderate
CE00888,LN008079,CUST010302,2024-12-09,Delinquency Notice - 30 Days,13252.85,Elevated
CE00889,LN008089,CUST010317,2024-11-24,Delinquency Notice - 60 Days,3294.14,High
CE00890,LN008090,CUST010321,2024-11-01,Delinquency Notice - 60 Days,9187.39,Low
CE00891,LN008121,CUST010357,2024-08-07,Default / Write-off Review,4951.27,Moderate
CE00892,LN008133,CUST010371,2024-12-18,Delinquency Notice - 60 Days,31594.48,Elevated
CE00893,LN008145,CUST010382,2024-12-19,Default / Write-off Review,1716.57,High
CE00894,LN008157,CUST010394,2024-12-01,Delinquency Notice - 30 Days,740.44,Elevated
CE00895,LN008158,CUST010395,2024-11-13,Delinquency Notice - 30 Days,1791.12,Critical
CE00896,LN008160,CUST010396,2024-06-26,Default / Write-off Review,14661.13,Critical
CE00897,LN008161,CUST010397,2024-07-13,Delinquency Notice - 60 Days,1816.38,Critical
CE00898,LN008173,CUST010413,2024-06-18,Delinquency Notice - 30 Days,2266.66,High
CE00899,LN008186,CUST010430,2024-08-06,Delinquency Notice - 30 Days,11850.95,Low
CE00900,LN008194,CUST010436,2024-06-14,Delinquency Notice - 30 Days,671.36,Low
CE00901,LN008214,CUST010460,2024-11-08,Delinquency Notice - 60 Days,715.18,High
CE00902,LN008225,CUST010470,2024-12-18,Delinquency Notice - 30 Days,5561.5,Elevated
CE00903,LN008241,CUST010495,2024-06-21,Default / Write-off Review,396.27,High
CE00904,LN008245,CUST010499,2024-07-17,Default / Write-off Review,9012.68,Low
CE00905,LN008253,CUST010518,2024-08-09,Delinquency Notice - 30 Days,7832.37,High
CE00906,LN008278,CUST010562,2024-11-14,Delinquency Notice - 60 Days,4737.99,High
CE00907,LN008298,CUST010595,2024-11-15,Default / Write-off Review,1490.4,Low
CE00908,LN008317,CUST010630,2024-08-09,Delinquency Notice - 30 Days,1905.32,High
CE00909,LN008318,CUST010631,2024-07-02,Delinquency Notice - 30 Days,6107.42,High
CE00910,LN008320,CUST010633,2024-08-28,Default / Write-off Review,2609.94,Low
CE00911,LN008324,CUST010636,2024-09-07,Delinquency Notice - 30 Days,7505.99,Elevated
CE00912,LN008329,CUST010641,2024-11-09,Delinquency Notice - 60 Days,31351.7,Elevated
CE00913,LN008334,CUST010644,2024-07-22,Delinquency Notice - 30 Days,216.44,High
CE00914,LN008335,CUST010644,2024-08-26,Default / Write-off Review,505.79,High
CE00915,LN008339,CUST010648,2024-12-21,Delinquency Notice - 30 Days,5769.76,Elevated
CE00916,LN008348,CUST010659,2024-07-03,Delinquency Notice - 30 Days,992.73,Moderate
CE00917,LN008368,CUST010687,2024-10-17,Default / Write-off Review,5740.3,High
