card_id,customer_id,product_id,card_type,issue_date,credit_limit,credit_utilization,monthly_spend,avg_transaction_value,is_active,digital_wallet_enabled,late_payment_flag
CARD005845,CUST010148,PRD03,Credit Card,2022-02-27,12020.0,0.379,119.79,65.63,True,True,False
CARD005846,CUST010151,PRD04,Debit Card,2024-05-15,0.0,,18.3,54.81,True,True,False
CARD005847,CUST010152,PRD04,Debit Card,2024-10-17,0.0,,578.69,32.45,True,False,False
CARD005848,CUST010152,PRD03,Credit Card,2024-11-19,6620.0,0.068,544.45,85.51,True,False,False
CARD005849,CUST010154,PRD03,Credit Card,2024-08-12,12890.0,0.392,91.99,15.37,True,False,False
CARD005850,CUST010156,PRD03,Credit Card,2024-02-29,4160.0,0.368,70.58,43.03,True,True,False
CARD005851,CUST010156,PRD04,Debit Card,2024-02-26,0.0,,175.69,28.85,True,True,False
CARD005852,CUST010157,PRD03,Credit Card,2022-12-19,2610.0,0.445,35.96,81.94,True,True,False
CARD005853,CUST010158,PRD03,Credit Card,2024-01-31,8520.0,0.337,156.02,49.6,True,False,False
CARD005854,CUST010158,PRD04,Debit Card,2023-05-12,0.0,,268.54,11.88,True,False,False
CARD005855,CUST010160,PRD03,Credit Card,2024-11-08,5080.0,0.284,239.72,45.68,True,False,False
CARD005856,CUST010162,PRD04,Debit Card,2024-03-29,0.0,,167.73,50.03,True,True,False
CARD005857,CUST010163,PRD03,Credit Card,2024-09-18,9100.0,0.277,182.49,67.62,True,False,False
CARD005858,CUST010163,PRD04,Debit Card,2024-08-02,0.0,,157.38,26.48,True,False,False
CARD005859,CUST010166,PRD03,Credit Card,2023-10-02,11380.0,0.061,461.22,31.04,True,True,False
CARD005860,CUST010166,PRD04,Debit Card,2021-07-07,0.0,,179.85,40.32,True,False,False
CARD005861,CUST010171,PRD03,Credit Card,2024-07-12,3000.0,0.556,235.82,22.4,True,False,False
CARD005862,CUST010172,PRD04,Debit Card,2022-04-11,0.0,,341.85,64.12,True,False,False
CARD005863,CUST010173,PRD04,Debit Card,2020-12-11,0.0,,76.62,27.35,True,True,False
CARD005864,CUST010174,PRD03,Credit Card,2023-03-01,11100.0,0.295,194.45,66.51,True,True,False
CARD005865,CUST010175,PRD03,Credit Card,2024-04-12,830.0,0.393,163.48,40.8,True,True,False
CARD005866,CUST010177,PRD03,Credit Card,2024-01-12,11640.0,0.657,61.67,65.34,True,False,False
CARD005867,CUST010181,PRD03,Credit Card,2022-03-02,7050.0,0.769,8.48,77.86,True,True,True
CARD005868,CUST010182,PRD03,Credit Card,2022-07-10,9150.0,0.219,358.81,20.03,True,True,False
CARD005869,CUST010182,PRD04,Debit Card,2016-10-04,0.0,,121.52,80.05,True,False,False
CARD005870,CUST010185,PRD04,Debit Card,2019-07-26,0.0,,117.89,51.24,True,True,False
CARD005871,CUST010186,PRD03,Credit Card,2023-07-12,11040.0,0.125,290.03,14.91,True,True,False
CARD005872,CUST010189,PRD04,Debit Card,2017-03-07,0.0,,83.85,78.98,True,True,False
CARD005873,CUST010190,PRD03,Credit Card,2021-07-13,13450.0,0.124,261.48,86.76,True,False,False
CARD005874,CUST010194,PRD04,Debit Card,2024-10-09,0.0,,269.41,39.69,True,False,False
CARD005875,CUST010198,PRD03,Credit Card,2024-11-24,4120.0,0.124,82.57,78.6,True,False,False
CARD005876,CUST010198,PRD04,Debit Card,2024-07-26,0.0,,162.23,85.93,True,False,False
CARD005877,CUST010201,PRD03,Credit Card,2021-07-01,750.0,0.36,144.97,39.35,True,False,True
CARD005878,CUST010202,PRD03,Credit Card,2019-04-18,2760.0,0.172,321.59,29.73,False,True,False
CARD005879,CUST010205,PRD04,Debit Card,2022-05-09,0.0,,162.34,56.24,True,False,False
CARD005880,CUST010206,PRD03,Credit Card,2022-12-16,8050.0,0.206,272.55,84.45,True,True,False
CARD005881,CUST010207,PRD03,Credit Card,2022-10-30,8050.0,0.2,251.55,53.74,True,True,False
CARD005882,CUST010208,PRD04,Debit Card,2024-06-22,0.0,,137.68,76.69,True,False,False
CARD005883,CUST010209,PRD04,Debit Card,2021-01-06,0.0,,54.31,20.71,True,True,False
CARD005884,CUST010210,PRD03,Credit Card,2017-03-30,12870.0,0.274,522.76,58.11,True,True,False
CARD005885,CUST010212,PRD03,Credit Card,2022-02-18,14230.0,0.342,369.21,16.99,True,True,False
CARD005886,CUST010215,PRD04,Debit Card,2024-04-07,0.0,,252.22,42.14,True,True,False
CARD005887,CUST010216,PRD04,Debit Card,2022-10-08,0.0,,281.6,36.14,True,True,False
CARD005888,CUST010220,PRD03,Credit Card,2023-09-07,3790.0,0.163,83.5,62.22,True,False,False
CARD005889,CUST010220,PRD04,Debit Card,2019-10-14,0.0,,124.61,33.09,True,False,False
CARD005890,CUST010221,PRD04,Debit Card,2022-04-02,0.0,,150.91,48.31,True,False,False
CARD005891,CUST010224,PRD04,Debit Card,2024-03-24,0.0,,171.45,86.39,True,False,False
CARD005892,CUST010225,PRD03,Credit Card,2021-11-09,12980.0,0.753,176.18,88.55,True,False,False
CARD005893,CUST010226,PRD03,Credit Card,2023-12-06,13150.0,0.235,189.41,25.14,True,True,False
CARD005894,CUST010228,PRD04,Debit Card,2024-08-12,0.0,,43.76,24.42,True,True,False
CARD005895,CUST010228,PRD03,Credit Card,2023-12-22,4160.0,0.418,282.02,21.37,True,True,False
CARD005896,CUST010229,PRD04,Debit Card,2023-12-18,0.0,,134.31,30.39,True,True,False
CARD005897,CUST010235,PRD03,Credit Card,2021-01-15,6760.0,0.565,129.38,84.61,True,True,False
CARD005898,CUST010236,PRD03,Credit Card,2019-12-29,12990.0,0.732,263.25,88.61,True,True,False
CARD005899,CUST010238,PRD04,Debit Card,2024-02-13,0.0,,166.46,89.09,True,True,False
CARD005900,CUST010239,PRD04,Debit Card,2023-01-01,0.0,,519.41,60.14,True,True,False
CARD005901,CUST010242,PRD04,Debit Card,2019-09-11,0.0,,203.36,24.01,True,True,False
CARD005902,CUST010245,PRD04,Debit Card,2019-03-23,0.0,,181.58,78.4,True,True,False
CARD005903,CUST010247,PRD04,Debit Card,2024-08-23,0.0,,460.24,40.15,True,False,False
CARD005904,CUST010248,PRD04,Debit Card,2022-04-01,0.0,,412.76,21.11,True,False,False
CARD005905,CUST010252,PRD03,Credit Card,2021-10-11,2470.0,0.644,281.41,53.92,True,True,True
CARD005906,CUST010252,PRD04,Debit Card,2021-10-23,0.0,,96.31,59.48,True,True,False
CARD005907,CUST010253,PRD03,Credit Card,2021-11-24,5060.0,0.247,140.57,35.9,True,True,True
CARD005908,CUST010253,PRD04,Debit Card,2022-11-17,0.0,,335.68,60.63,True,True,False
CARD005909,CUST010257,PRD04,Debit Card,2022-10-05,0.0,,114.12,27.63,True,True,False
CARD005910,CUST010258,PRD04,Debit Card,2017-01-05,0.0,,468.8,79.86,True,False,False
CARD005911,CUST010258,PRD03,Credit Card,2020-01-05,14690.0,0.163,311.31,26.66,True,False,False
CARD005912,CUST010260,PRD03,Credit Card,2021-10-27,2270.0,0.1,469.49,48.97,True,True,False
CARD005913,CUST010261,PRD03,Credit Card,2019-03-01,4200.0,0.316,50.26,65.87,True,True,False
CARD005914,CUST010263,PRD04,Debit Card,2019-11-11,0.0,,341.87,34.22,True,True,False
CARD005915,CUST010266,PRD03,Credit Card,2021-04-02,3820.0,0.694,97.4,45.57,True,True,False
CARD005916,CUST010267,PRD04,Debit Card,2019-10-17,0.0,,231.77,20.24,True,True,False
CARD005917,CUST010268,PRD04,Debit Card,2024-07-04,0.0,,222.47,24.5,True,False,False
CARD005918,CUST010269,PRD03,Credit Card,2019-05-19,1100.0,0.493,42.21,65.14,True,False,False
CARD005919,CUST010277,PRD03,Credit Card,2024-12-21,9640.0,0.33,84.19,28.9,True,False,False
CARD005920,CUST010277,PRD04,Debit Card,2024-12-29,0.0,,191.2,62.16,True,False,False
CARD005921,CUST010279,PRD04,Debit Card,2017-10-27,0.0,,479.06,68.92,True,True,False
CARD005922,CUST010281,PRD03,Credit Card,2018-11-05,1390.0,0.514,64.34,10.07,True,True,False
CARD005923,CUST010283,PRD03,Credit Card,2024-01-15,9540.0,0.689,117.94,9.86,True,True,False
CARD005924,CUST010286,PRD03,Credit Card,2021-08-22,810.0,0.277,152.3,22.86,True,True,False
CARD005925,CUST010286,PRD04,Debit Card,2021-10-24,0.0,,63.03,20.67,True,False,False
CARD005926,CUST010287,PRD03,Credit Card,2021-06-05,5140.0,0.178,173.81,20.84,True,True,True
CARD005927,CUST010288,PRD04,Debit Card,2021-12-24,0.0,,78.62,52.74,True,False,False
CARD005928,CUST010290,PRD03,Credit Card,2024-08-20,7450.0,0.495,590.65,87.33,True,True,False
CARD005929,CUST010291,PRD04,Debit Card,2018-12-07,0.0,,157.43,37.44,True,False,False
CARD005930,CUST010294,PRD03,Credit Card,2022-07-11,12270.0,0.538,334.09,16.87,True,False,False
CARD005931,CUST010297,PRD03,Credit Card,2022-10-23,1390.0,0.502,345.43,83.45,True,False,False
CARD005932,CUST010298,PRD03,Credit Card,2024-07-19,4020.0,0.587,52.98,77.88,True,True,False
CARD005933,CUST010298,PRD04,Debit Card,2020-11-18,0.0,,345.62,17.13,True,False,False
CARD005934,CUST010300,PRD04,Debit Card,2022-10-16,0.0,,245.49,67.34,True,False,False
CARD005935,CUST010302,PRD03,Credit Card,2024-06-10,5930.0,0.315,247.41,32.28,True,True,False
CARD005936,CUST010309,PRD03,Credit Card,2024-04-13,7270.0,0.142,223.26,34.69,True,True,False
CARD005937,CUST010310,PRD03,Credit Card,2023-02-23,13000.0,0.457,95.85,10.99,True,False,False
CARD005938,CUST010310,PRD04,Debit Card,2022-09-17,0.0,,165.81,17.21,True,True,False
CARD005939,CUST010314,PRD04,Debit Card,2024-04-13,0.0,,442.44,82.74,True,True,False
CARD005940,CUST010318,PRD03,Credit Card,2024-04-09,4000.0,0.342,126.61,63.79,True,False,False
CARD005941,CUST010320,PRD04,Debit Card,2021-08-26,0.0,,181.73,63.42,True,True,False
CARD005942,CUST010322,PRD03,Credit Card,2024-08-14,10900.0,0.305,411.2,28.97,True,True,False
CARD005943,CUST010322,PRD04,Debit Card,2022-05-20,0.0,,158.47,45.18,True,True,False
CARD005944,CUST010325,PRD03,Credit Card,2020-06-25,4120.0,0.379,149.87,58.58,True,True,False
CARD005945,CUST010325,PRD04,Debit Card,2022-03-17,0.0,,140.94,84.24,True,False,False
CARD005946,CUST010327,PRD03,Credit Card,2024-06-13,4050.0,0.407,184.78,89.79,False,True,False
CARD005947,CUST010328,PRD03,Credit Card,2023-04-06,4330.0,0.592,285.15,52.97,True,False,False
CARD005948,CUST010330,PRD03,Credit Card,2024-10-02,4230.0,0.524,27.87,47.54,True,False,False
CARD005949,CUST010331,PRD03,Credit Card,2023-12-14,5720.0,0.45,239.79,24.03,True,False,False
CARD005950,CUST010332,PRD03,Credit Card,2024-04-26,3440.0,0.404,393.77,32.42,True,True,False
CARD005951,CUST010335,PRD03,Credit Card,2024-09-06,11800.0,0.205,65.45,45.45,True,True,False
CARD005952,CUST010337,PRD03,Credit Card,2024-02-07,4110.0,0.311,192.63,14.56,True,True,False
CARD005953,CUST010340,PRD04,Debit Card,2019-12-22,0.0,,224.63,37.44,True,True,False
CARD005954,CUST010342,PRD03,Credit Card,2024-10-28,9650.0,0.296,116.01,88.56,True,True,False
CARD005955,CUST010342,PRD04,Debit Card,2024-12-31,0.0,,343.18,63.89,True,False,False
CARD005956,CUST010344,PRD03,Credit Card,2023-03-29,2750.0,0.193,104.09,17.77,True,True,True
CARD005957,CUST010344,PRD04,Debit Card,2022-02-08,0.0,,179.55,18.6,True,True,False
CARD005958,CUST010346,PRD03,Credit Card,2023-05-31,12860.0,0.102,95.18,10.36,True,True,False
CARD005959,CUST010347,PRD03,Credit Card,2022-07-16,11830.0,0.07,67.81,40.72,True,False,False
CARD005960,CUST010349,PRD04,Debit Card,2024-12-05,0.0,,286.0,71.56,True,False,False
CARD005961,CUST010349,PRD03,Credit Card,2024-12-18,10820.0,0.145,123.02,78.26,True,False,False
CARD005962,CUST010352,PRD03,Credit Card,2024-12-12,8490.0,0.086,107.75,65.06,True,True,False
CARD005963,CUST010355,PRD04,Debit Card,2023-07-20,0.0,,41.21,51.37,True,False,False
CARD005964,CUST010357,PRD03,Credit Card,2024-10-12,7430.0,0.45,215.55,58.83,True,True,False
CARD005965,CUST010359,PRD03,Credit Card,2022-11-24,5510.0,0.268,173.26,71.2,True,False,False
CARD005966,CUST010360,PRD03,Credit Card,2024-01-23,3510.0,0.573,85.79,26.41,False,True,False
CARD005967,CUST010361,PRD03,Credit Card,2023-07-09,2900.0,0.599,47.14,17.5,True,False,False
CARD005968,CUST010363,PRD03,Credit Card,2024-11-25,12930.0,0.619,141.97,45.13,False,False,False
CARD005969,CUST010365,PRD04,Debit Card,2021-10-28,0.0,,40.62,64.98,True,False,False
CARD005970,CUST010366,PRD04,Debit Card,2024-04-05,0.0,,62.63,65.19,True,True,False
CARD005971,CUST010367,PRD04,Debit Card,2024-10-25,0.0,,69.25,63.75,True,True,False
CARD005972,CUST010367,PRD03,Credit Card,2024-06-03,7160.0,0.682,119.87,60.37,True,True,False
CARD005973,CUST010370,PRD03,Credit Card,2021-08-26,12600.0,0.398,271.32,55.37,True,True,True
CARD005974,CUST010372,PRD03,Credit Card,2023-03-24,12910.0,0.162,309.68,57.04,True,False,False
CARD005975,CUST010376,PRD03,Credit Card,2022-09-17,1810.0,0.287,73.83,44.88,True,True,False
CARD005976,CUST010378,PRD03,Credit Card,2017-03-23,14580.0,0.01,113.99,22.84,True,True,False
CARD005977,CUST010378,PRD04,Debit Card,2023-12-01,0.0,,282.07,67.49,True,False,False
CARD005978,CUST010382,PRD03,Credit Card,2024-10-13,11550.0,0.454,265.45,27.55,True,False,False
CARD005979,CUST010386,PRD03,Credit Card,2023-12-23,6230.0,0.694,661.72,28.71,True,True,False
CARD005980,CUST010388,PRD04,Debit Card,2021-01-04,0.0,,228.41,75.39,True,True,False
CARD005981,CUST010394,PRD03,Credit Card,2024-08-31,2410.0,0.153,239.32,39.02,True,True,False
CARD005982,CUST010397,PRD04,Debit Card,2024-05-13,0.0,,142.79,81.49,True,False,False
CARD005983,CUST010399,PRD04,Debit Card,2024-12-14,0.0,,165.02,85.95,True,False,False
CARD005984,CUST010400,PRD04,Debit Card,2017-07-08,0.0,,430.2,85.69,True,True,False
CARD005985,CUST010401,PRD04,Debit Card,2020-03-27,0.0,,5.58,59.42,True,True,False
CARD005986,CUST010403,PRD03,Credit Card,2024-02-14,6480.0,0.283,70.5,19.01,True,False,False
CARD005987,CUST010403,PRD04,Debit Card,2024-11-29,0.0,,541.51,78.18,True,True,False
CARD005988,CUST010409,PRD04,Debit Card,2019-02-22,0.0,,135.85,43.8,True,False,False
CARD005989,CUST010412,PRD03,Credit Card,2022-11-08,2420.0,0.318,150.31,41.62,True,False,False
CARD005990,CUST010414,PRD04,Debit Card,2023-09-15,0.0,,115.47,72.51,True,False,False
CARD005991,CUST010418,PRD03,Credit Card,2023-01-25,6350.0,0.142,131.16,75.67,True,True,False
CARD005992,CUST010418,PRD04,Debit Card,2020-03-23,0.0,,25.91,24.76,True,True,False
CARD005993,CUST010420,PRD03,Credit Card,2021-02-25,9220.0,0.043,568.51,80.85,False,True,False
CARD005994,CUST010420,PRD04,Debit Card,2021-08-05,0.0,,138.99,83.0,True,False,False
CARD005995,CUST010423,PRD03,Credit Card,2024-12-01,7040.0,0.319,141.39,67.04,True,True,False
CARD005996,CUST010425,PRD03,Credit Card,2023-02-20,9560.0,0.312,153.72,36.58,True,False,False
CARD005997,CUST010429,PRD03,Credit Card,2024-05-25,5230.0,0.604,211.02,56.43,True,True,False
CARD005998,CUST010430,PRD03,Credit Card,2019-05-26,11950.0,0.262,225.37,47.75,True,True,False
CARD005999,CUST010431,PRD03,Credit Card,2024-04-07,12880.0,0.349,118.45,86.96,True,True,False
CARD006000,CUST010431,PRD04,Debit Card,2018-02-05,0.0,,118.09,15.55,True,False,False
CARD006001,CUST010432,PRD04,Debit Card,2023-10-22,0.0,,282.49,40.5,True,True,False
CARD006002,CUST010433,PRD04,Debit Card,2024-01-04,0.0,,112.52,18.71,True,True,False
CARD006003,CUST010434,PRD04,Debit Card,2021-02-06,0.0,,193.68,72.04,True,False,False
CARD006004,CUST010436,PRD03,Credit Card,2024-11-18,2020.0,0.187,250.1,70.5,True,True,False
CARD006005,CUST010436,PRD04,Debit Card,2024-05-13,0.0,,132.23,13.89,True,True,False
CARD006006,CUST010439,PRD04,Debit Card,2020-09-28,0.0,,284.07,14.17,True,True,False
CARD006007,CUST010442,PRD04,Debit Card,2024-03-22,0.0,,69.11,61.97,True,True,False
CARD006008,CUST010444,PRD04,Debit Card,2024-11-28,0.0,,321.36,30.26,True,True,False
CARD006009,CUST010447,PRD04,Debit Card,2023-04-18,0.0,,231.77,33.21,True,True,False
CARD006010,CUST010447,PRD03,Credit Card,2023-01-28,10230.0,0.142,338.8,58.5,True,True,False
CARD006011,CUST010449,PRD03,Credit Card,2022-09-16,13380.0,0.087,143.39,42.62,True,False,False
CARD006012,CUST010451,PRD04,Debit Card,2022-05-23,0.0,,166.54,84.5,True,True,False
CARD006013,CUST010452,PRD04,Debit Card,2024-08-12,0.0,,239.59,50.8,True,False,False
CARD006014,CUST010459,PRD04,Debit Card,2019-10-31,0.0,,79.11,32.21,True,False,False
CARD006015,CUST010462,PRD03,Credit Card,2024-02-29,14010.0,0.108,366.38,82.89,True,False,False
CARD006016,CUST010462,PRD04,Debit Card,2024-01-19,0.0,,115.96,21.83,True,True,False
CARD006017,CUST010466,PRD04,Debit Card,2024-01-20,0.0,,236.12,76.44,True,False,False
CARD006018,CUST010470,PRD04,Debit Card,2024-11-15,0.0,,325.57,66.71,True,False,False
CARD006019,CUST010474,PRD03,Credit Card,2023-04-07,13460.0,0.682,168.1,62.29,True,False,False
CARD006020,CUST010474,PRD04,Debit Card,2023-02-25,0.0,,143.5,46.63,True,False,False
CARD006021,CUST010477,PRD03,Credit Card,2023-06-28,9460.0,0.28,130.35,54.01,False,True,False
CARD006022,CUST010481,PRD04,Debit Card,2023-05-31,0.0,,176.63,11.11,True,False,False
CARD006023,CUST010482,PRD04,Debit Card,2022-07-10,0.0,,400.72,20.19,True,False,False
CARD006024,CUST010482,PRD03,Credit Card,2021-12-02,8430.0,0.312,308.75,86.73,True,True,False
CARD006025,CUST010483,PRD04,Debit Card,2021-10-18,0.0,,286.28,76.27,True,True,False
CARD006026,CUST010484,PRD03,Credit Card,2019-12-31,10990.0,0.081,59.53,76.09,True,True,False
CARD006027,CUST010485,PRD03,Credit Card,2023-06-07,7510.0,0.438,233.8,56.7,True,True,False
CARD006028,CUST010486,PRD04,Debit Card,2023-01-18,0.0,,62.55,31.09,True,False,False
CARD006029,CUST010487,PRD03,Credit Card,2024-08-06,6900.0,0.341,422.2,84.54,True,True,False
CARD006030,CUST010489,PRD04,Debit Card,2022-10-07,0.0,,161.99,20.54,True,False,False
CARD006031,CUST010490,PRD03,Credit Card,2024-12-29,2220.0,0.682,161.16,79.0,True,True,False
CARD006032,CUST010492,PRD04,Debit Card,2023-10-12,0.0,,76.64,48.47,True,True,False
CARD006033,CUST010493,PRD04,Debit Card,2021-09-05,0.0,,465.98,34.87,True,True,False
CARD006034,CUST010495,PRD03,Credit Card,2023-11-18,8420.0,0.462,122.64,28.78,True,True,False
CARD006035,CUST010496,PRD04,Debit Card,2022-06-21,0.0,,239.59,42.0,True,True,False
CARD006036,CUST010498,PRD03,Credit Card,2023-02-13,3690.0,0.581,861.76,83.94,True,True,False
CARD006037,CUST010502,PRD03,Credit Card,2023-07-31,9660.0,0.199,222.91,53.11,True,True,False
CARD006038,CUST010503,PRD04,Debit Card,2024-01-18,0.0,,146.43,73.62,True,True,False
CARD006039,CUST010506,PRD03,Credit Card,2024-09-14,10480.0,0.756,192.1,10.39,True,False,False
CARD006040,CUST010515,PRD03,Credit Card,2024-09-01,530.0,0.214,217.27,51.58,True,True,False
CARD006041,CUST010517,PRD03,Credit Card,2024-07-05,10310.0,0.504,112.17,61.18,True,True,False
CARD006042,CUST010519,PRD04,Debit Card,2021-04-12,0.0,,197.71,10.63,False,True,False
CARD006043,CUST010525,PRD04,Debit Card,2024-10-26,0.0,,10.62,48.06,True,True,False
CARD006044,CUST010530,PRD04,Debit Card,2024-11-26,0.0,,191.91,76.26,True,True,False
CARD006045,CUST010531,PRD03,Credit Card,2022-08-28,6260.0,0.425,694.73,59.1,True,False,False
CARD006046,CUST010534,PRD04,Debit Card,2022-09-19,0.0,,235.53,44.95,True,False,False
CARD006047,CUST010535,PRD03,Credit Card,2020-07-03,1860.0,0.103,140.51,34.71,True,False,False
CARD006048,CUST010536,PRD04,Debit Card,2020-01-31,0.0,,161.45,46.03,True,True,False
CARD006049,CUST010537,PRD04,Debit Card,2021-05-14,0.0,,133.08,14.76,True,True,False
CARD006050,CUST010539,PRD04,Debit Card,2020-06-11,0.0,,173.67,66.55,False,False,False
CARD006051,CUST010541,PRD03,Credit Card,2023-03-04,9470.0,0.149,517.62,75.83,True,False,False
CARD006052,CUST010541,PRD04,Debit Card,2022-06-10,0.0,,141.13,36.46,True,True,False
CARD006053,CUST010543,PRD04,Debit Card,2023-05-27,0.0,,355.09,41.44,True,False,False
CARD006054,CUST010544,PRD03,Credit Card,2017-11-15,3000.0,0.298,24.88,53.21,True,False,False
CARD006055,CUST010547,PRD03,Credit Card,2024-09-03,10930.0,0.334,220.65,40.43,True,True,False
CARD006056,CUST010548,PRD03,Credit Card,2023-11-25,13490.0,0.28,178.1,70.74,True,True,False
CARD006057,CUST010552,PRD03,Credit Card,2023-07-02,12160.0,0.725,269.48,11.93,True,True,False
CARD006058,CUST010553,PRD03,Credit Card,2023-12-24,8290.0,0.31,104.81,45.7,True,False,False
CARD006059,CUST010554,PRD03,Credit Card,2024-09-14,860.0,0.206,28.35,45.5,True,False,False
CARD006060,CUST010555,PRD03,Credit Card,2021-10-12,10010.0,0.535,69.63,11.7,True,True,False
CARD006061,CUST010555,PRD04,Debit Card,2024-03-05,0.0,,151.76,47.34,False,True,False
CARD006062,CUST010560,PRD03,Credit Card,2023-12-02,8990.0,0.476,102.6,88.74,True,False,False
CARD006063,CUST010561,PRD04,Debit Card,2018-07-10,0.0,,432.62,58.72,True,True,False
CARD006064,CUST010562,PRD03,Credit Card,2024-05-20,920.0,0.488,201.55,36.84,True,True,False
CARD006065,CUST010562,PRD04,Debit Card,2024-04-29,0.0,,168.02,72.13,True,True,False
CARD006066,CUST010566,PRD04,Debit Card,2024-09-29,0.0,,196.1,58.66,True,True,False
CARD006067,CUST010572,PRD04,Debit Card,2024-05-14,0.0,,90.37,71.3,True,False,False
CARD006068,CUST010572,PRD03,Credit Card,2024-12-25,9370.0,0.346,252.05,75.08,True,False,False
CARD006069,CUST010576,PRD03,Credit Card,2024-03-16,9130.0,0.338,237.21,56.79,True,True,False
CARD006070,CUST010577,PRD04,Debit Card,2024-11-17,0.0,,354.35,76.99,True,False,False
CARD006071,CUST010578,PRD04,Debit Card,2022-08-13,0.0,,315.08,34.82,True,False,False
CARD006072,CUST010578,PRD03,Credit Card,2022-02-25,8760.0,0.155,156.88,21.89,True,False,False
CARD006073,CUST010579,PRD03,Credit Card,2020-01-18,12260.0,0.652,21.37,14.43,True,True,False
CARD006074,CUST010580,PRD04,Debit Card,2023-01-12,0.0,,164.95,26.41,True,True,False
CARD006075,CUST010583,PRD03,Credit Card,2023-09-12,8920.0,0.195,138.06,36.77,True,True,False
CARD006076,CUST010589,PRD03,Credit Card,2024-09-29,7960.0,0.323,144.71,59.7,True,False,False
CARD006077,CUST010591,PRD03,Credit Card,2024-12-29,1780.0,0.052,67.79,65.38,True,False,False
CARD006078,CUST010591,PRD04,Debit Card,2024-11-24,0.0,,296.04,68.44,True,False,False
CARD006079,CUST010596,PRD03,Credit Card,2022-01-30,14880.0,0.601,282.13,76.75,True,False,False
CARD006080,CUST010596,PRD04,Debit Card,2022-07-01,0.0,,415.76,14.05,True,False,False
CARD006081,CUST010597,PRD03,Credit Card,2021-08-27,8720.0,0.228,193.39,82.79,True,True,False
CARD006082,CUST010598,PRD03,Credit Card,2024-11-28,9760.0,0.189,279.0,43.34,True,True,False
CARD006083,CUST010599,PRD04,Debit Card,2024-06-15,0.0,,303.21,23.34,True,True,False
CARD006084,CUST010601,PRD03,Credit Card,2024-11-18,6870.0,0.416,215.14,69.78,False,True,False
CARD006085,CUST010607,PRD03,Credit Card,2024-02-04,5590.0,0.227,216.73,68.65,True,True,False
CARD006086,CUST010608,PRD03,Credit Card,2024-12-20,12840.0,0.308,134.06,58.54,True,True,True
CARD006087,CUST010612,PRD04,Debit Card,2023-06-23,0.0,,82.22,70.0,True,False,False
CARD006088,CUST010615,PRD03,Credit Card,2024-11-26,6140.0,0.408,232.13,17.79,True,True,False
CARD006089,CUST010616,PRD04,Debit Card,2021-11-26,0.0,,237.58,82.98,False,False,False
CARD006090,CUST010617,PRD03,Credit Card,2022-12-04,5810.0,0.087,265.47,19.31,True,True,False
CARD006091,CUST010619,PRD04,Debit Card,2020-11-15,0.0,,165.15,69.16,True,True,False
CARD006092,CUST010621,PRD03,Credit Card,2024-05-02,9800.0,0.114,355.11,85.38,True,True,False
CARD006093,CUST010622,PRD04,Debit Card,2024-11-01,0.0,,573.91,43.63,True,False,False
CARD006094,CUST010622,PRD03,Credit Card,2019-06-04,3200.0,0.733,260.43,37.14,True,False,False
CARD006095,CUST010624,PRD04,Debit Card,2021-02-28,0.0,,154.93,46.5,True,False,False
CARD006096,CUST010624,PRD03,Credit Card,2024-08-27,11390.0,0.15,335.72,21.89,True,True,False
CARD006097,CUST010627,PRD04,Debit Card,2022-05-08,0.0,,159.16,27.59,False,True,False
CARD006098,CUST010627,PRD03,Credit Card,2024-09-27,11390.0,0.612,119.31,58.79,True,True,False
CARD006099,CUST010628,PRD03,Credit Card,2021-03-08,2420.0,0.238,123.67,79.07,False,False,False
CARD006100,CUST010629,PRD03,Credit Card,2022-04-27,1300.0,0.146,84.73,14.57,True,True,False
CARD006101,CUST010632,PRD03,Credit Card,2024-11-07,12240.0,0.118,97.3,17.63,True,False,False
CARD006102,CUST010634,PRD04,Debit Card,2019-08-11,0.0,,195.68,59.08,True,False,False
CARD006103,CUST010636,PRD03,Credit Card,2024-11-01,12680.0,0.063,24.57,52.02,True,True,False
CARD006104,CUST010636,PRD04,Debit Card,2024-12-02,0.0,,269.16,74.39,True,False,False
CARD006105,CUST010641,PRD04,Debit Card,2017-11-28,0.0,,59.01,41.37,True,True,False
CARD006106,CUST010643,PRD03,Credit Card,2023-05-20,6260.0,0.34,349.43,44.55,True,True,False
CARD006107,CUST010644,PRD03,Credit Card,2024-08-01,940.0,0.354,289.2,25.37,True,True,False
CARD006108,CUST010644,PRD04,Debit Card,2024-12-01,0.0,,256.75,58.3,True,True,False
CARD006109,CUST010646,PRD04,Debit Card,2024-10-06,0.0,,95.4,59.47,True,True,False
CARD006110,CUST010647,PRD04,Debit Card,2020-11-15,0.0,,305.62,14.15,True,True,False
CARD006111,CUST010651,PRD04,Debit Card,2017-01-22,0.0,,267.3,77.58,True,True,False
CARD006112,CUST010656,PRD04,Debit Card,2024-08-14,0.0,,526.03,72.52,True,True,False
CARD006113,CUST010657,PRD03,Credit Card,2023-05-16,4210.0,0.51,424.41,88.37,True,True,False
CARD006114,CUST010659,PRD03,Credit Card,2022-06-15,13340.0,0.354,94.63,67.55,True,True,False
CARD006115,CUST010665,PRD04,Debit Card,2021-09-04,0.0,,292.31,76.78,True,True,False
CARD006116,CUST010665,PRD03,Credit Card,2021-09-25,1860.0,0.456,262.98,19.44,False,True,False
