fraud_id,customer_id,event_date,fraud_category,channel,amount_at_risk,loss_amount,detected_flag,false_positive_flag,region
FRD01069,CUST002902,2023-12-05,Card Fraud,Mobile App,1788.26,40.05,True,False,Region-10
FRD01070,CUST002728,2023-08-24,Account Takeover,Mobile App,2821.06,68.18,True,False,Region-03
FRD01071,CUST010957,2024-11-17,ATM Fraud,ATM,549.4,295.08,True,False,Region-06
FRD01072,CUST007921,2023-12-05,Card Fraud,Mobile App,380.2,30.89,True,False,Region-10
FRD01073,CUST017673,2024-08-20,Card Fraud,Online Banking,909.87,50.71,True,False,Region-02
FRD01074,CUST010503,2024-07-24,Account Takeover,Branch,402.7,33.1,True,False,Region-03
FRD01075,CUST008467,2024-05-25,Suspicious Transfer,Card Network,854.82,139.16,True,False,Region-09
FRD01076,CUST001712,2023-10-02,Suspicious Transfer,Branch,279.95,80.93,True,False,Region-02
FRD01077,CUST008527,2023-08-02,ATM Fraud,ATM,1689.12,13.82,True,False,Region-11
FRD01078,CUST013508,2023-04-25,Identity-related Anomaly,Branch,307.23,7.27,True,False,Region-04
FRD01079,CUST007606,2024-09-15,Card Fraud,ATM,786.15,42.04,True,False,Region-08
FRD01080,CUST015372,2023-11-14,Card Fraud,Branch,213.29,53.23,True,False,Region-09
FRD01081,CUST004031,2023-05-09,Suspicious Transfer,Card Network,321.4,149.26,False,True,Region-10
FRD01082,CUST009143,2023-03-16,Suspicious Transfer,Mobile App,403.34,27.71,True,False,Region-04
FRD01083,CUST001573,2024-09-15,Suspicious Transfer,Mobile App,1503.69,42.96,True,False,Region-02
FRD01084,CUST007073,2024-09-16,Suspicious Transfer,ATM,94.31,43.47,True,False,Region-09
FRD01085,CUST006120,2023-07-02,Account Takeover,Mobile App,128.68,8.42,True,False,Region-06
FRD01086,CUST003835,2023-12-27,Card Fraud,Mobile App,274.19,19.42,True,False,Region-03
FRD01087,CUST019450,2023-11-25,Suspicious Transfer,ATM,250.3,1553.51,False,True,Region-07
FRD01088,CUST017810,2024-12-23,Suspicious Transfer,Mobile App,918.06,63.94,True,False,Region-11
FRD01089,CUST006752,2023-09-02,ATM Fraud,Online Banking,1401.42,42.68,True,False,Region-12
FRD01090,CUST003225,2024-02-27,Card Fraud,ATM,810.19,14.9,True,False,Region-06
FRD01091,CUST014807,2023-09-21,Suspicious Transfer,ATM,55.3,15.27,True,False,Region-11
FRD01092,CUST002556,2023-04-10,Card Fraud,Card Network,1012.09,1004.04,False,True,Region-12
FRD01093,CUST016518,2023-08-03,Card Fraud,Mobile App,162.08,23.33,True,False,Region-02
FRD01094,CUST016819,2023-07-16,Card Fraud,ATM,166.11,12.46,True,False,Region-08
FRD01095,CUST010477,2024-02-17,Account Takeover,ATM,512.81,34.53,True,False,Region-07
FRD01096,CUST001701,2024-09-05,Account Takeover,Mobile App,831.39,22.18,True,False,Region-10
FRD01097,CUST003278,2023-05-20,ATM Fraud,Online Banking,271.41,96.36,True,False,Region-08
FRD01098,CUST002273,2023-09-13,Suspicious Transfer,Online Banking,964.63,513.27,False,True,Region-06
FRD01099,CUST005659,2023-09-19,Unusual Transaction Pattern,ATM,603.26,49.95,True,False,Region-01
FRD01100,CUST002837,2024-05-09,Card Fraud,Mobile App,545.05,48.2,True,False,Region-12
FRD01101,CUST008702,2024-03-29,Suspicious Transfer,Online Banking,908.97,77.78,True,False,Region-08
FRD01102,CUST007911,2023-04-25,ATM Fraud,Mobile App,949.49,22.15,True,False,Region-10
FRD01103,CUST012725,2023-03-15,Suspicious Transfer,ATM,644.25,52.04,True,False,Region-10
FRD01104,CUST019370,2024-10-30,Card Fraud,ATM,1253.91,36.0,True,False,Region-01
FRD01105,CUST009049,2023-02-12,Suspicious Transfer,Card Network,181.34,53.64,True,False,Region-04
FRD01106,CUST006355,2023-03-06,Account Takeover,ATM,747.3,54.64,True,False,Region-06
FRD01107,CUST003307,2023-05-21,Suspicious Transfer,Card Network,143.31,13.36,True,False,Region-01
FRD01108,CUST016236,2024-06-16,Identity-related Anomaly,ATM,2212.75,218.99,True,False,Region-09
FRD01109,CUST008037,2023-07-31,Suspicious Transfer,Branch,59.0,29.66,True,False,Region-12
FRD01110,CUST002362,2024-05-12,Card Fraud,Card Network,375.16,53.53,True,False,Region-08
FRD01111,CUST011498,2023-10-27,Card Fraud,Card Network,526.78,60.49,True,False,Region-05
FRD01112,CUST009796,2024-04-25,Card Fraud,Online Banking,736.7,30.01,True,False,Region-06
FRD01113,CUST012477,2024-12-13,Unusual Transaction Pattern,Branch,874.21,33.4,True,False,Region-05
FRD01114,CUST017631,2023-12-19,Card Fraud,Online Banking,325.59,57.07,True,False,Region-10
FRD01115,CUST015601,2024-09-27,Card Fraud,Branch,493.12,581.62,False,False,Region-07
FRD01116,CUST008391,2023-04-08,Account Takeover,Branch,530.58,5.77,True,False,Region-03
FRD01117,CUST006153,2024-02-07,Card Fraud,Online Banking,213.09,104.23,False,True,Region-02
FRD01118,CUST007159,2023-11-04,Suspicious Transfer,Card Network,188.58,15.41,True,False,Region-03
FRD01119,CUST003799,2024-06-08,Unusual Transaction Pattern,Online Banking,1596.39,20.62,True,False,Region-10
FRD01120,CUST006291,2024-12-30,Suspicious Transfer,ATM,340.63,70.49,True,False,Region-07
FRD01121,CUST007241,2023-09-18,Card Fraud,ATM,101.76,502.75,False,False,Region-02
FRD01122,CUST001012,2024-03-01,Card Fraud,Branch,1034.94,47.89,True,False,Region-12
FRD01123,CUST008357,2024-08-22,Card Fraud,Card Network,1264.09,57.02,True,False,Region-12
FRD01124,CUST018661,2023-02-28,Identity-related Anomaly,Card Network,1552.08,25.68,True,False,Region-08
FRD01125,CUST006119,2023-12-24,Account Takeover,Branch,266.76,163.96,True,False,Region-03
FRD01126,CUST012946,2023-12-08,ATM Fraud,Branch,585.48,64.91,True,False,Region-10
FRD01127,CUST010300,2024-11-25,Suspicious Transfer,Card Network,198.85,76.93,True,False,Region-02
FRD01128,CUST002921,2023-03-19,Unusual Transaction Pattern,ATM,715.2,9.14,True,False,Region-02
FRD01129,CUST009536,2024-05-07,Card Fraud,Mobile App,338.77,79.06,True,False,Region-06
FRD01130,CUST015178,2024-06-28,Account Takeover,Mobile App,433.12,64.94,True,False,Region-09
FRD01131,CUST013661,2024-04-07,Card Fraud,Online Banking,1209.62,58.47,True,False,Region-03
FRD01132,CUST010837,2024-03-15,Identity-related Anomaly,Branch,1281.86,850.46,False,True,Region-06
FRD01133,CUST000590,2024-05-27,Unusual Transaction Pattern,Branch,494.56,252.96,False,True,Region-06
FRD01134,CUST009014,2024-11-02,Unusual Transaction Pattern,Branch,105.09,66.59,True,False,Region-06
FRD01135,CUST018031,2024-08-28,Card Fraud,Online Banking,1249.76,40.1,True,False,Region-09
FRD01136,CUST002414,2024-01-06,Identity-related Anomaly,Branch,487.94,259.92,True,False,Region-03
FRD01137,CUST015677,2024-04-10,Identity-related Anomaly,Online Banking,568.6,48.76,True,False,Region-12
FRD01138,CUST006535,2024-10-28,Unusual Transaction Pattern,Mobile App,1433.49,69.32,True,False,Region-08
FRD01139,CUST010864,2024-05-29,ATM Fraud,ATM,559.2,143.18,True,False,Region-01
FRD01140,CUST001692,2023-11-09,Unusual Transaction Pattern,Mobile App,857.62,122.47,False,False,Region-06
FRD01141,CUST015821,2023-04-11,Suspicious Transfer,Mobile App,1590.69,898.73,False,False,Region-04
FRD01142,CUST005387,2024-07-13,Suspicious Transfer,ATM,628.98,40.6,True,False,Region-11
FRD01143,CUST009317,2024-08-09,Suspicious Transfer,Mobile App,1110.06,213.98,False,False,Region-12
FRD01144,CUST002555,2024-01-09,Card Fraud,Card Network,1122.99,241.29,False,False,Region-06
FRD01145,CUST017533,2024-04-13,Card Fraud,Online Banking,674.67,23.99,True,False,Region-08
FRD01146,CUST015648,2023-10-28,Card Fraud,Card Network,225.2,42.22,True,False,Region-04
FRD01147,CUST001742,2024-05-15,Unusual Transaction Pattern,ATM,624.05,57.53,True,False,Region-04
FRD01148,CUST016726,2023-03-05,Account Takeover,ATM,1199.76,5.21,True,False,Region-04
FRD01149,CUST017460,2024-06-14,Suspicious Transfer,Mobile App,392.98,53.46,True,False,Region-02
FRD01150,CUST013100,2023-03-31,Identity-related Anomaly,Card Network,106.67,26.4,True,False,Region-06
FRD01151,CUST005801,2024-09-25,Account Takeover,Card Network,285.73,59.66,True,False,Region-12
FRD01152,CUST004732,2024-03-06,Card Fraud,Card Network,1697.23,45.02,True,False,Region-11
FRD01153,CUST017663,2023-04-17,ATM Fraud,Mobile App,1588.94,69.37,True,False,Region-12
FRD01154,CUST006663,2023-05-19,Identity-related Anomaly,Online Banking,701.61,185.06,True,False,Region-06
FRD01155,CUST008851,2024-09-11,ATM Fraud,Branch,666.33,144.74,True,False,Region-09
FRD01156,CUST019688,2024-05-27,Suspicious Transfer,ATM,395.45,63.76,True,False,Region-09
FRD01157,CUST005875,2023-08-12,Identity-related Anomaly,ATM,510.4,15.8,True,False,Region-08
FRD01158,CUST005213,2023-06-20,ATM Fraud,Mobile App,529.8,1070.87,False,True,Region-04
FRD01159,CUST017811,2023-03-10,Card Fraud,Card Network,511.7,59.96,True,False,Region-01
FRD01160,CUST008040,2023-11-25,Card Fraud,Branch,256.77,13.69,True,False,Region-09
FRD01161,CUST007492,2023-06-02,Card Fraud,ATM,179.33,79.91,True,False,Region-10
FRD01162,CUST018987,2024-11-06,Unusual Transaction Pattern,Online Banking,1455.66,7.61,True,False,Region-02
FRD01163,CUST011412,2023-09-02,Card Fraud,Branch,437.33,21.99,True,False,Region-12
FRD01164,CUST007893,2024-07-31,Suspicious Transfer,Online Banking,1512.34,28.06,True,False,Region-01
FRD01165,CUST002547,2024-06-18,Suspicious Transfer,Card Network,315.33,3105.86,False,False,Region-04
FRD01166,CUST005238,2024-08-20,Suspicious Transfer,Online Banking,65.4,311.43,False,True,Region-09
FRD01167,CUST012179,2024-07-17,Account Takeover,Card Network,616.29,525.25,False,False,Region-09
FRD01168,CUST005414,2023-07-16,Suspicious Transfer,Online Banking,163.71,67.34,True,False,Region-01
FRD01169,CUST003164,2023-07-12,Account Takeover,Mobile App,408.31,43.06,True,False,Region-07
FRD01170,CUST015999,2024-12-24,Card Fraud,ATM,1005.48,18.84,True,False,Region-09
FRD01171,CUST004628,2024-12-18,Unusual Transaction Pattern,ATM,523.12,360.28,False,False,Region-09
FRD01172,CUST019777,2023-05-25,Identity-related Anomaly,Card Network,687.11,5.7,True,False,Region-02
FRD01173,CUST010372,2024-11-23,ATM Fraud,Card Network,1686.17,409.33,True,False,Region-03
FRD01174,CUST008474,2023-01-21,Suspicious Transfer,Mobile App,120.2,11.93,True,False,Region-11
FRD01175,CUST003369,2023-01-04,ATM Fraud,ATM,521.17,24.85,True,False,Region-07
FRD01176,CUST019548,2023-01-18,ATM Fraud,Card Network,668.14,201.6,True,False,Region-09
FRD01177,CUST013134,2024-02-20,Suspicious Transfer,Mobile App,164.92,1233.53,False,True,Region-02
FRD01178,CUST001731,2024-03-22,ATM Fraud,Card Network,541.12,63.23,True,False,Region-10
FRD01179,CUST002807,2023-11-13,ATM Fraud,Branch,1192.06,112.24,True,False,Region-05
FRD01180,CUST018638,2024-02-21,Suspicious Transfer,Card Network,178.09,67.23,True,False,Region-07
FRD01181,CUST016675,2023-05-16,ATM Fraud,Branch,580.29,11.03,True,False,Region-02
FRD01182,CUST003498,2023-10-12,Identity-related Anomaly,ATM,147.18,7.06,True,False,Region-09
FRD01183,CUST004419,2023-08-09,Suspicious Transfer,ATM,1195.15,140.23,True,False,Region-11
FRD01184,CUST005328,2023-04-19,Suspicious Transfer,Online Banking,979.96,237.06,True,False,Region-10
FRD01185,CUST013713,2024-08-22,ATM Fraud,Branch,183.52,50.26,True,False,Region-12
FRD01186,CUST018050,2023-09-20,Account Takeover,Online Banking,1150.41,352.23,True,False,Region-06
FRD01187,CUST014952,2024-05-04,Card Fraud,Mobile App,1346.02,14.88,True,False,Region-06
FRD01188,CUST012824,2024-12-07,Suspicious Transfer,Card Network,213.16,46.58,True,False,Region-10
FRD01189,CUST016776,2024-11-26,Account Takeover,ATM,1242.39,93.02,True,False,Region-02
FRD01190,CUST009665,2024-08-05,Unusual Transaction Pattern,Card Network,1145.44,86.54,True,False,Region-06
FRD01191,CUST015703,2024-09-26,Suspicious Transfer,Card Network,178.72,101.81,True,False,Region-06
FRD01192,CUST017275,2023-01-27,Suspicious Transfer,Online Banking,519.98,44.72,True,False,Region-05
FRD01193,CUST001303,2024-12-05,Suspicious Transfer,Mobile App,421.44,85.3,True,False,Region-01
FRD01194,CUST012856,2024-07-14,Account Takeover,Branch,610.56,28.2,True,False,Region-04
FRD01195,CUST010967,2023-04-03,ATM Fraud,ATM,124.79,26.77,True,False,Region-06
FRD01196,CUST000763,2023-04-28,Identity-related Anomaly,ATM,283.35,35.46,True,False,Region-12
FRD01197,CUST017441,2024-05-29,Suspicious Transfer,Mobile App,1798.91,42.89,True,False,Region-07
FRD01198,CUST006396,2023-07-04,Card Fraud,Mobile App,1943.31,3.48,True,False,Region-12
FRD01199,CUST017695,2024-04-19,Account Takeover,Mobile App,221.15,66.12,True,False,Region-11
FRD01200,CUST006226,2023-07-28,Unusual Transaction Pattern,Mobile App,265.61,125.92,True,False,Region-05
FRD01201,CUST002919,2024-08-16,Unusual Transaction Pattern,Online Banking,244.32,43.01,True,False,Region-12
FRD01202,CUST002954,2024-01-06,Card Fraud,Online Banking,1610.55,18.6,True,False,Region-09
FRD01203,CUST011603,2023-08-13,Card Fraud,Branch,126.43,41.29,True,False,Region-07
FRD01204,CUST013893,2023-09-11,Card Fraud,Branch,1005.69,406.02,False,False,Region-03
FRD01205,CUST011508,2024-05-21,Card Fraud,Online Banking,103.23,83.31,True,False,Region-04
FRD01206,CUST019433,2023-04-24,Unusual Transaction Pattern,Online Banking,655.81,24.28,True,False,Region-11
FRD01207,CUST012881,2024-06-20,Account Takeover,Mobile App,270.94,447.8,False,False,Region-03
FRD01208,CUST015486,2024-03-26,Unusual Transaction Pattern,ATM,868.61,18.03,True,False,Region-10
FRD01209,CUST013720,2024-09-04,Card Fraud,ATM,1139.74,123.97,True,False,Region-06
FRD01210,CUST000821,2024-02-20,ATM Fraud,Mobile App,359.6,9.14,True,False,Region-08
FRD01211,CUST012044,2024-08-25,Card Fraud,Card Network,287.74,113.8,True,False,Region-11
FRD01212,CUST005942,2023-08-23,Card Fraud,Online Banking,325.87,648.33,False,False,Region-11
FRD01213,CUST011152,2024-02-12,Identity-related Anomaly,Card Network,961.14,20.53,True,False,Region-03
FRD01214,CUST016869,2024-11-08,Account Takeover,Branch,205.28,16.15,True,False,Region-01
FRD01215,CUST007946,2024-08-17,ATM Fraud,ATM,161.54,42.72,True,False,Region-03
FRD01216,CUST013195,2024-06-14,Identity-related Anomaly,Online Banking,820.42,35.53,True,False,Region-01
FRD01217,CUST016204,2024-01-25,Card Fraud,Mobile App,396.43,69.91,True,False,Region-03
FRD01218,CUST002248,2023-07-29,Card Fraud,Card Network,488.57,35.1,True,False,Region-04
FRD01219,CUST002412,2023-10-07,Card Fraud,Mobile App,505.42,7.2,True,False,Region-06
FRD01220,CUST009705,2023-07-25,Account Takeover,Card Network,1306.86,57.74,True,False,Region-04
FRD01221,CUST005085,2023-11-24,Account Takeover,Branch,422.72,24.0,True,False,Region-09
FRD01222,CUST003848,2023-01-04,Card Fraud,Online Banking,448.25,8.33,True,False,Region-10
FRD01223,CUST006421,2024-12-26,Suspicious Transfer,Mobile App,107.19,0.68,True,False,Region-03
FRD01224,CUST001408,2024-08-17,Card Fraud,Online Banking,980.18,121.21,True,False,Region-03
FRD01225,CUST003751,2023-08-28,Card Fraud,Branch,1544.52,1.58,True,False,Region-01
FRD01226,CUST006899,2024-04-03,Suspicious Transfer,Mobile App,217.15,95.81,True,False,Region-04
FRD01227,CUST008700,2024-04-22,Suspicious Transfer,Card Network,145.35,1137.92,False,True,Region-09
FRD01228,CUST001966,2023-11-09,Card Fraud,ATM,2196.03,43.85,True,False,Region-02
FRD01229,CUST017920,2024-03-29,Card Fraud,Mobile App,593.53,114.91,True,False,Region-11
FRD01230,CUST011665,2023-07-30,Card Fraud,Mobile App,959.25,53.73,True,False,Region-09
FRD01231,CUST018824,2024-03-15,Card Fraud,Mobile App,69.59,828.36,False,False,Region-07
FRD01232,CUST018821,2024-12-24,Card Fraud,Online Banking,58.46,96.3,True,False,Region-10
FRD01233,CUST003407,2023-11-07,Unusual Transaction Pattern,Mobile App,989.52,118.32,True,False,Region-01
FRD01234,CUST004461,2023-01-20,Suspicious Transfer,Card Network,410.04,14.11,True,False,Region-08
FRD01235,CUST018774,2024-05-30,ATM Fraud,Online Banking,817.86,16.29,True,False,Region-12
FRD01236,CUST001737,2023-05-07,Identity-related Anomaly,ATM,1090.75,84.17,True,False,Region-01
FRD01237,CUST001881,2023-11-29,Unusual Transaction Pattern,Branch,564.93,1.35,True,False,Region-06
FRD01238,CUST013961,2023-09-29,Suspicious Transfer,Online Banking,1027.37,16.38,True,False,Region-06
FRD01239,CUST004588,2023-06-11,Account Takeover,Card Network,345.92,25.34,True,False,Region-02
FRD01240,CUST017441,2023-05-07,Suspicious Transfer,Online Banking,763.61,22.74,True,False,Region-07
FRD01241,CUST003035,2024-04-15,Card Fraud,Online Banking,1460.03,6.77,True,False,Region-02
FRD01242,CUST017314,2024-01-28,ATM Fraud,ATM,699.61,25.92,True,False,Region-02
FRD01243,CUST009545,2023-10-03,Card Fraud,Branch,684.32,267.11,False,True,Region-04
FRD01244,CUST005303,2024-06-17,Account Takeover,Card Network,903.44,121.05,True,False,Region-10
FRD01245,CUST014824,2023-01-06,Account Takeover,ATM,693.96,133.92,True,False,Region-08
FRD01246,CUST018010,2024-09-26,Card Fraud,Branch,1337.93,1270.94,False,False,Region-03
FRD01247,CUST012825,2023-05-30,Account Takeover,ATM,343.45,203.54,True,False,Region-03
FRD01248,CUST006281,2023-11-14,Suspicious Transfer,Card Network,1787.18,141.61,True,False,Region-12
FRD01249,CUST009455,2024-12-02,Card Fraud,Card Network,393.23,62.85,True,False,Region-01
FRD01250,CUST008439,2024-02-15,Card Fraud,ATM,448.84,95.46,True,False,Region-05
FRD01251,CUST016180,2023-10-26,Card Fraud,Card Network,537.78,41.73,True,False,Region-06
FRD01252,CUST002885,2023-02-23,Card Fraud,Branch,169.82,11.08,True,False,Region-07
FRD01253,CUST018730,2024-01-04,Card Fraud,Branch,940.82,66.65,True,False,Region-01
FRD01254,CUST005652,2023-03-28,Unusual Transaction Pattern,Online Banking,1799.69,54.07,True,False,Region-07
FRD01255,CUST014640,2024-04-19,Card Fraud,Branch,751.13,156.24,True,False,Region-11
FRD01256,CUST002256,2023-12-21,Card Fraud,Online Banking,986.61,76.35,True,False,Region-07
FRD01257,CUST017394,2023-02-15,Suspicious Transfer,ATM,3019.13,66.0,False,True,Region-10
FRD01258,CUST014356,2023-02-17,Suspicious Transfer,ATM,283.58,14.73,True,False,Region-04
FRD01259,CUST009929,2023-03-17,Suspicious Transfer,Mobile App,481.95,85.1,True,False,Region-10
FRD01260,CUST002561,2023-09-10,Card Fraud,Card Network,1112.23,73.76,True,False,Region-05
FRD01261,CUST012179,2023-05-06,Suspicious Transfer,ATM,1282.23,26.79,True,False,Region-09
FRD01262,CUST018704,2024-09-21,Identity-related Anomaly,Online Banking,228.93,130.48,True,False,Region-03
FRD01263,CUST001136,2023-03-31,Card Fraud,ATM,323.58,67.66,True,False,Region-07
FRD01264,CUST004248,2023-02-23,Card Fraud,Mobile App,145.59,69.76,True,False,Region-09
FRD01265,CUST014320,2024-01-05,Suspicious Transfer,Branch,2620.47,42.17,True,False,Region-04
FRD01266,CUST001138,2024-12-21,Account Takeover,Branch,548.08,97.79,True,False,Region-01
FRD01267,CUST013272,2023-01-11,Card Fraud,Card Network,1162.08,44.74,True,False,Region-11
FRD01268,CUST002817,2024-03-17,ATM Fraud,Branch,693.82,55.53,True,False,Region-01
FRD01269,CUST004157,2023-08-11,Account Takeover,Card Network,667.72,222.24,True,False,Region-11
FRD01270,CUST009300,2024-06-20,Account Takeover,Card Network,1305.52,11.05,True,False,Region-05
FRD01271,CUST003779,2024-04-20,Unusual Transaction Pattern,Card Network,116.08,103.99,True,False,Region-02
FRD01272,CUST003652,2024-09-11,Card Fraud,Mobile App,227.39,19.22,True,False,Region-02
FRD01273,CUST003612,2024-05-07,ATM Fraud,ATM,1359.45,47.78,True,False,Region-12
FRD01274,CUST016215,2024-08-03,Suspicious Transfer,Mobile App,249.46,43.04,True,False,Region-08
FRD01275,CUST000763,2024-08-17,ATM Fraud,ATM,303.35,56.79,True,False,Region-12
FRD01276,CUST001226,2024-03-24,Card Fraud,Card Network,646.8,152.23,True,False,Region-04
FRD01277,CUST002201,2024-08-18,Card Fraud,Online Banking,1288.52,12.87,True,False,Region-08
FRD01278,CUST012139,2024-09-26,Card Fraud,ATM,2195.41,59.57,True,False,Region-04
FRD01279,CUST014961,2023-07-17,Unusual Transaction Pattern,Online Banking,453.75,628.73,False,False,Region-11
FRD01280,CUST014172,2023-04-25,Card Fraud,Mobile App,935.44,143.17,True,False,Region-08
FRD01281,CUST019824,2023-04-05,Card Fraud,Mobile App,819.05,1.35,True,False,Region-05
FRD01282,CUST014764,2023-12-17,ATM Fraud,Mobile App,1682.05,365.18,False,False,Region-11
FRD01283,CUST012877,2024-04-20,ATM Fraud,Online Banking,381.24,13.96,True,False,Region-06
FRD01284,CUST012693,2023-06-21,Account Takeover,Online Banking,620.26,1326.74,False,True,Region-06
FRD01285,CUST011482,2024-08-30,Identity-related Anomaly,Mobile App,808.0,136.91,True,False,Region-09
FRD01286,CUST016148,2023-08-30,Suspicious Transfer,Card Network,168.31,35.76,True,False,Region-03
FRD01287,CUST019768,2023-03-08,Suspicious Transfer,Card Network,534.32,87.93,True,False,Region-01
FRD01288,CUST001320,2024-06-08,Unusual Transaction Pattern,Online Banking,1123.02,15.01,True,False,Region-01
FRD01289,CUST011293,2023-11-17,Account Takeover,Branch,323.91,25.82,True,False,Region-11
FRD01290,CUST017753,2024-02-29,Suspicious Transfer,Card Network,1110.72,19.56,True,False,Region-01
FRD01291,CUST010070,2023-08-09,Account Takeover,Mobile App,697.55,103.67,True,False,Region-12
FRD01292,CUST003995,2023-08-27,Suspicious Transfer,Card Network,474.83,83.09,True,False,Region-07
FRD01293,CUST011202,2024-06-23,Account Takeover,Mobile App,254.46,98.23,True,False,Region-12
FRD01294,CUST012001,2023-08-25,Suspicious Transfer,Branch,335.21,103.04,True,False,Region-10
FRD01295,CUST004200,2024-03-29,Card Fraud,Card Network,441.83,55.59,True,False,Region-01
FRD01296,CUST007953,2024-08-17,Card Fraud,Branch,665.04,748.28,False,True,Region-01
FRD01297,CUST008806,2024-10-28,Card Fraud,ATM,451.87,5.08,True,False,Region-09
FRD01298,CUST017927,2024-09-03,Card Fraud,ATM,1102.26,39.12,True,False,Region-01
FRD01299,CUST008077,2024-10-24,Suspicious Transfer,ATM,209.99,615.57,False,False,Region-09
FRD01300,CUST002789,2023-12-15,Account Takeover,Online Banking,645.32,70.19,True,False,Region-08
FRD01301,CUST010934,2023-06-23,Suspicious Transfer,ATM,479.11,125.7,True,False,Region-05
FRD01302,CUST005344,2024-05-05,Account Takeover,ATM,411.83,68.27,True,False,Region-05
FRD01303,CUST017069,2024-04-19,Card Fraud,Card Network,647.33,1611.23,False,False,Region-07
FRD01304,CUST018247,2023-06-06,Card Fraud,Card Network,258.36,52.36,True,False,Region-01
FRD01305,CUST007771,2024-08-12,Unusual Transaction Pattern,Card Network,262.66,39.94,True,False,Region-11
FRD01306,CUST002896,2023-12-26,Card Fraud,Card Network,206.6,3.93,True,False,Region-01
FRD01307,CUST007338,2023-06-10,ATM Fraud,Card Network,184.43,747.04,False,True,Region-09
FRD01308,CUST017241,2023-05-16,Account Takeover,ATM,873.68,37.39,True,False,Region-02
FRD01309,CUST002498,2023-06-11,ATM Fraud,Branch,875.65,77.08,True,False,Region-06
FRD01310,CUST010376,2024-04-14,Suspicious Transfer,Mobile App,200.98,62.24,True,False,Region-05
FRD01311,CUST014332,2023-06-21,Suspicious Transfer,Online Banking,1018.87,82.7,True,False,Region-04
FRD01312,CUST010182,2024-11-25,Card Fraud,Branch,121.93,2.34,True,False,Region-03
FRD01313,CUST011993,2023-12-24,Suspicious Transfer,Card Network,1026.95,188.7,True,False,Region-11
FRD01314,CUST009098,2023-10-08,ATM Fraud,Online Banking,1055.85,48.86,True,False,Region-08
FRD01315,CUST008882,2023-05-19,Card Fraud,Mobile App,299.47,167.67,True,False,Region-03
FRD01316,CUST007419,2024-03-28,Card Fraud,Card Network,638.29,60.77,True,False,Region-09
FRD01317,CUST005611,2023-10-02,Card Fraud,Branch,450.85,40.51,True,False,Region-08
FRD01318,CUST009833,2023-03-28,ATM Fraud,Mobile App,494.88,45.06,True,False,Region-02
FRD01319,CUST018835,2024-11-06,Suspicious Transfer,Mobile App,929.55,69.15,True,False,Region-06
FRD01320,CUST014793,2024-08-08,Account Takeover,Mobile App,634.71,43.79,True,False,Region-04
FRD01321,CUST014180,2024-05-30,Suspicious Transfer,ATM,212.6,64.59,True,False,Region-12
FRD01322,CUST006743,2023-08-08,ATM Fraud,Online Banking,1083.97,1.1,True,False,Region-11
FRD01323,CUST013219,2024-09-19,Card Fraud,Branch,1228.23,207.72,True,False,Region-05
FRD01324,CUST003057,2023-04-12,ATM Fraud,Branch,1765.9,11.48,True,False,Region-01
FRD01325,CUST018811,2024-09-22,Card Fraud,Online Banking,755.87,36.37,True,False,Region-03
FRD01326,CUST014601,2024-09-06,Identity-related Anomaly,Online Banking,242.5,80.3,True,False,Region-09
FRD01327,CUST004275,2023-08-23,Suspicious Transfer,ATM,546.07,65.44,True,False,Region-05
FRD01328,CUST007111,2024-01-17,ATM Fraud,Mobile App,541.32,52.11,True,False,Region-02
FRD01329,CUST004469,2023-08-01,ATM Fraud,Branch,1829.13,101.43,True,False,Region-04
FRD01330,CUST010427,2024-11-22,Account Takeover,Online Banking,192.23,131.4,True,False,Region-12
FRD01331,CUST019559,2023-07-23,Card Fraud,Branch,311.16,166.23,True,False,Region-12
FRD01332,CUST018971,2023-10-06,ATM Fraud,Online Banking,166.11,49.75,True,False,Region-02
FRD01333,CUST010551,2023-09-25,Suspicious Transfer,Online Banking,1886.36,25.06,True,False,Region-11
FRD01334,CUST003106,2023-07-02,Suspicious Transfer,Mobile App,1035.81,125.88,True,False,Region-09
FRD01335,CUST000645,2023-01-20,Account Takeover,ATM,977.0,86.2,True,False,Region-10
FRD01336,CUST002536,2023-08-01,Identity-related Anomaly,Branch,639.61,28.37,True,False,Region-06
FRD01337,CUST014239,2023-03-13,Suspicious Transfer,Mobile App,2071.76,47.23,True,False,Region-10
FRD01338,CUST005911,2024-03-15,Card Fraud,Online Banking,647.51,69.89,True,False,Region-01
FRD01339,CUST002055,2023-02-10,ATM Fraud,Online Banking,271.83,68.53,True,False,Region-04
FRD01340,CUST013340,2024-12-08,Card Fraud,Online Banking,442.47,22.44,True,False,Region-03
FRD01341,CUST018236,2023-05-13,Suspicious Transfer,Mobile App,270.66,62.85,True,False,Region-04
FRD01342,CUST017520,2023-10-05,Suspicious Transfer,Mobile App,1252.81,878.29,False,True,Region-09
FRD01343,CUST014179,2024-09-30,Unusual Transaction Pattern,Online Banking,546.23,331.32,False,False,Region-07
FRD01344,CUST015263,2024-05-01,Unusual Transaction Pattern,Online Banking,128.86,44.54,True,False,Region-04
FRD01345,CUST019001,2024-03-24,Card Fraud,Mobile App,240.86,15.06,True,False,Region-06
FRD01346,CUST008650,2023-11-23,ATM Fraud,Online Banking,484.33,26.7,True,False,Region-02
