loan_id,customer_id,product_id,loan_type,origination_date,term_months,interest_rate,loan_amount,outstanding_balance,probability_of_default,exposure_at_default,loss_given_default,dpd_bucket,default_flag,risk_bucket,branch_id,region,acquisition_channel,expected_credit_loss
LN007260,CUST009229,PRD05,Personal Loan,2024-12-09,36,0.16,9558.44,4794.95,0.0144,7262.6,0.519,Current,False,Moderate,BR012,Region-12,CH07,54.28
LN007261,CUST009231,PRD05,Personal Loan,2022-09-13,36,0.16,7736.46,6264.5,0.0053,6923.85,0.525,Current,False,Elevated,BR004,Region-11,CH11,19.27
LN007262,CUST009233,PRD05,Personal Loan,2022-08-25,36,0.16,3802.01,3412.7,0.0192,3069.12,0.467,Current,False,Moderate,BR024,Region-09,CH07,27.52
LN007263,CUST009233,PRD06,Auto Loan,2024-04-11,60,0.11,5652.48,2972.35,0.0109,4039.57,0.341,Current,False,Moderate,BR024,Region-09,CH07,15.01
LN007264,CUST009233,PRD07,Mortgage,2024-07-01,240,0.085,56739.82,29742.35,0.0488,49592.32,0.507,Current,False,Moderate,BR024,Region-09,CH07,1226.99
LN007265,CUST009235,PRD06,Auto Loan,2022-02-24,60,0.11,1432.9,595.89,0.0272,792.69,0.49,Current,False,High,BR015,Region-04,CH12,10.56
LN007266,CUST009238,PRD08,Consumer Loan,2020-12-04,24,0.18,3568.52,1013.24,0.004,3192.79,0.569,Current,False,Elevated,BR012,Region-03,CH08,7.27
LN007267,CUST009240,PRD11,Overdraft Facility,2024-11-16,12,0.2,525.7,320.21,0.0062,386.54,0.367,Current,False,Moderate,BR019,Region-08,CH01,0.88
LN007268,CUST009243,PRD07,Mortgage,2024-07-05,240,0.085,29330.16,10040.62,0.0363,24785.46,0.523,Current,False,Moderate,BR005,Region-09,CH11,470.55
LN007269,CUST009245,PRD08,Consumer Loan,2019-05-10,24,0.18,2939.83,802.89,0.0165,2226.39,0.509,Current,False,Moderate,BR020,Region-01,CH01,18.7
LN007270,CUST009247,PRD06,Auto Loan,2024-12-21,60,0.11,12858.08,7905.46,0.0637,6540.0,0.54,60-89,False,High,BR019,Region-12,CH06,224.96
LN007271,CUST009250,PRD05,Personal Loan,2024-10-11,36,0.16,2986.21,2439.67,0.033,2018.43,0.414,Current,False,High,BR020,Region-09,CH08,27.58
LN007272,CUST009252,PRD07,Mortgage,2024-05-10,240,0.085,21572.28,9847.09,0.0985,11940.54,0.505,Current,False,Elevated,BR011,Region-12,CH10,593.95
LN007273,CUST009253,PRD11,Overdraft Facility,2022-04-26,12,0.2,4646.9,4406.8,0.0175,2408.78,0.488,Current,False,Moderate,BR023,Region-11,CH11,20.57
LN007274,CUST009254,PRD06,Auto Loan,2024-12-02,60,0.11,767.85,525.09,0.004,679.1,0.464,Current,False,Moderate,BR012,Region-04,CH08,1.26
LN007275,CUST009255,PRD07,Mortgage,2021-10-24,240,0.085,22777.51,14106.93,0.1346,19177.46,0.56,Current,False,High,BR005,Region-06,CH07,1445.52
LN007276,CUST009256,PRD06,Auto Loan,2019-05-16,60,0.11,4297.61,2232.45,0.004,2568.59,0.493,Current,False,Low,BR016,Region-06,CH07,5.07
LN007277,CUST009256,PRD11,Overdraft Facility,2021-09-30,12,0.2,5295.7,2493.25,0.013,5102.48,0.506,Current,False,Low,BR016,Region-06,CH07,33.56
LN007278,CUST009259,PRD11,Overdraft Facility,2022-06-08,12,0.2,8751.09,3577.36,0.0326,6396.2,0.389,Current,False,Moderate,BR016,Region-11,CH07,81.11
LN007279,CUST009263,PRD07,Mortgage,2024-10-18,240,0.085,50388.79,11945.04,0.1138,39695.05,0.47,Current,False,High,BR010,Region-01,CH10,2123.13
LN007280,CUST009264,PRD07,Mortgage,2024-12-27,240,0.085,9877.42,7772.78,0.0873,9117.89,0.425,Current,False,Elevated,BR010,Region-05,CH05,338.3
LN007281,CUST009264,PRD08,Consumer Loan,2024-04-24,24,0.18,3494.16,2790.19,0.0258,2434.3,0.594,Current,False,Elevated,BR010,Region-05,CH05,37.31
LN007282,CUST009265,PRD05,Personal Loan,2024-12-15,36,0.16,2744.21,2044.86,0.004,1559.88,0.391,Current,False,Low,BR007,Region-04,CH10,2.44
LN007283,CUST009266,PRD06,Auto Loan,2024-09-14,60,0.11,82063.63,25520.66,0.0355,63590.63,0.515,Current,False,Moderate,BR011,Region-02,CH01,1162.6
LN007284,CUST009266,PRD11,Overdraft Facility,2024-12-27,12,0.2,112391.49,41121.79,0.026,93759.52,0.399,Current,False,Moderate,BR011,Region-02,CH01,972.66
LN007285,CUST009267,PRD11,Overdraft Facility,2024-09-13,12,0.2,5128.38,1768.93,0.037,5102.62,0.48,60-89,False,High,BR002,Region-06,CH12,90.62
LN007286,CUST009268,PRD11,Overdraft Facility,2023-12-08,12,0.2,4295.77,3774.21,0.004,2519.72,0.486,Current,False,Low,BR024,Region-01,CH12,4.9
LN007287,CUST009272,PRD06,Auto Loan,2019-05-08,60,0.11,6882.51,2914.59,0.0367,6236.79,0.599,Current,False,Elevated,BR012,Region-06,CH02,137.11
LN007288,CUST009273,PRD05,Personal Loan,2024-07-31,36,0.16,2332.38,1767.22,0.004,1334.24,0.511,Current,False,Elevated,BR003,Region-06,CH03,2.73
LN007289,CUST009274,PRD06,Auto Loan,2023-10-03,60,0.11,3142.38,629.83,0.0179,3050.73,0.322,Current,False,Low,BR008,Region-11,CH04,17.58
LN007290,CUST009275,PRD11,Overdraft Facility,2023-07-03,12,0.2,8569.39,5744.12,0.0072,4357.97,0.34,Current,False,Low,BR023,Region-08,CH05,10.67
LN007291,CUST009275,PRD05,Personal Loan,2021-01-15,36,0.16,6884.31,3713.58,0.004,4549.9,0.666,Current,False,Low,BR023,Region-08,CH05,12.12
LN007292,CUST009277,PRD05,Personal Loan,2021-10-26,36,0.16,5653.65,1861.87,0.004,5027.88,0.466,Current,False,Moderate,BR024,Region-10,CH02,9.37
LN007293,CUST009278,PRD05,Personal Loan,2024-11-22,36,0.16,7535.88,2950.18,0.004,6291.2,0.57,Current,False,Low,BR007,Region-04,CH10,14.34
LN007294,CUST009278,PRD07,Mortgage,2023-12-24,240,0.085,18029.09,10763.38,0.0068,12708.61,0.497,Current,False,Low,BR007,Region-04,CH10,42.95
LN007295,CUST009278,PRD08,Consumer Loan,2024-03-28,24,0.18,10903.21,10192.06,0.0281,8657.77,0.492,Current,False,Low,BR007,Region-04,CH10,119.7
LN007296,CUST009282,PRD11,Overdraft Facility,2024-11-30,12,0.2,4975.59,3253.79,0.0106,2612.97,0.423,Current,False,Moderate,BR019,Region-01,CH06,11.72
LN007297,CUST009286,PRD11,Overdraft Facility,2024-06-18,12,0.2,622.18,161.32,0.004,334.46,0.374,Current,False,High,BR024,Region-10,CH11,0.5
LN007298,CUST009288,PRD07,Mortgage,2024-08-13,240,0.085,15125.29,11510.76,0.0949,13801.85,0.574,Current,False,Elevated,BR004,Region-12,CH07,751.82
LN007299,CUST009289,PRD06,Auto Loan,2020-09-01,60,0.11,32074.45,26870.36,0.0143,21270.93,0.435,Current,False,Moderate,BR012,Region-01,CH12,132.32
LN007300,CUST009291,PRD07,Mortgage,2023-03-25,240,0.085,38600.89,22955.43,0.0312,28179.68,0.531,90+,True,Low,BR022,Region-09,CH02,466.86
LN007301,CUST009293,PRD07,Mortgage,2024-11-04,240,0.085,11623.41,6908.15,0.0397,7291.26,0.428,Current,False,Elevated,BR004,Region-11,CH02,123.89
LN007302,CUST009293,PRD05,Personal Loan,2023-01-09,36,0.16,4707.64,1500.52,0.005,2397.65,0.424,Current,False,Elevated,BR004,Region-11,CH02,5.08
LN007303,CUST009294,PRD06,Auto Loan,2018-07-13,60,0.11,1718.12,1142.77,0.0072,1341.06,0.559,Current,False,Moderate,BR023,Region-05,CH07,5.4
LN007304,CUST009297,PRD07,Mortgage,2024-06-05,240,0.085,25752.55,23859.85,0.1407,14961.37,0.451,30-59,False,High,BR009,Region-11,CH03,949.38
LN007305,CUST009299,PRD08,Consumer Loan,2022-06-25,24,0.18,5269.21,3284.13,0.0428,4765.97,0.355,Current,False,Low,BR002,Region-02,CH10,72.41
LN007306,CUST009299,PRD05,Personal Loan,2022-10-14,36,0.16,2072.87,1678.33,0.0116,1924.29,0.502,Current,False,Low,BR002,Region-02,CH10,11.21
LN007307,CUST009300,PRD07,Mortgage,2024-12-09,240,0.085,46056.96,31613.5,0.0348,27669.04,0.323,Current,False,Moderate,BR025,Region-05,CH08,311.01
LN007308,CUST009300,PRD08,Consumer Loan,2024-10-03,24,0.18,14470.71,5446.97,0.0079,12884.99,0.28,Current,False,Moderate,BR025,Region-05,CH08,28.5
LN007309,CUST009302,PRD05,Personal Loan,2022-08-02,36,0.16,2654.41,1224.75,0.0058,2010.94,0.286,Current,False,Low,BR004,Region-01,CH01,3.34
LN007310,CUST009304,PRD07,Mortgage,2020-08-07,240,0.085,4963.93,2964.86,0.0332,3801.56,0.508,60-89,False,Low,BR003,Region-07,CH11,64.12
LN007311,CUST009305,PRD11,Overdraft Facility,2023-02-05,12,0.2,6687.42,2305.65,0.0098,6008.64,0.501,30-59,False,Low,BR005,Region-05,CH04,29.5
LN007312,CUST009306,PRD06,Auto Loan,2019-03-24,60,0.11,959.79,571.96,0.004,931.93,0.392,Current,False,Low,BR014,Region-04,CH09,1.46
LN007313,CUST009307,PRD06,Auto Loan,2024-11-30,60,0.11,2945.07,1887.04,0.0096,2168.97,0.592,Current,False,Low,BR008,Region-12,CH10,12.33
LN007314,CUST009307,PRD08,Consumer Loan,2024-02-18,24,0.18,6995.54,3251.07,0.0207,4019.53,0.467,Current,False,Low,BR008,Region-12,CH10,38.86
LN007315,CUST009308,PRD11,Overdraft Facility,2024-01-19,12,0.2,7358.82,4019.67,0.0283,3709.29,0.437,Current,False,High,BR014,Region-05,CH05,45.87
LN007316,CUST009310,PRD05,Personal Loan,2024-06-29,36,0.16,5996.22,2288.43,0.0098,5570.56,0.441,Current,False,Moderate,BR021,Region-10,CH02,24.07
LN007317,CUST009311,PRD05,Personal Loan,2020-06-12,36,0.16,12206.07,9712.58,0.0622,9326.16,0.308,Current,False,High,BR011,Region-01,CH12,178.67
LN007318,CUST009314,PRD11,Overdraft Facility,2020-03-07,12,0.2,500.0,379.11,0.0228,428.09,0.552,Current,False,Critical,BR009,Region-03,CH10,5.39
LN007319,CUST009314,PRD07,Mortgage,2023-12-10,240,0.085,3777.97,1203.59,0.1481,2597.58,0.521,30-59,False,Critical,BR009,Region-03,CH10,200.43
LN007320,CUST009317,PRD07,Mortgage,2020-02-04,240,0.085,4351.99,2096.94,0.037,3247.29,0.336,Current,False,Low,BR020,Region-12,CH09,40.37
LN007321,CUST009319,PRD06,Auto Loan,2024-10-22,60,0.11,4739.92,3507.53,0.0243,3008.36,0.531,Current,False,Moderate,BR020,Region-02,CH08,38.82
LN007322,CUST009321,PRD05,Personal Loan,2024-09-25,36,0.16,1593.55,908.31,0.0066,890.77,0.457,Current,False,Low,BR010,Region-06,CH03,2.69
LN007323,CUST009322,PRD11,Overdraft Facility,2023-05-16,12,0.2,1099.6,331.65,0.004,818.68,0.561,Current,False,Moderate,BR001,Region-09,CH02,1.84
LN007324,CUST009323,PRD05,Personal Loan,2022-08-06,36,0.16,5114.09,4345.37,0.018,2891.25,0.467,60-89,False,Moderate,BR025,Region-07,CH06,24.3
LN007325,CUST009323,PRD07,Mortgage,2022-04-04,240,0.085,14224.11,4884.87,0.0469,11250.8,0.424,Current,False,Moderate,BR025,Region-07,CH06,223.73
LN007326,CUST009324,PRD08,Consumer Loan,2021-01-15,24,0.18,988.78,432.93,0.004,506.52,0.323,Current,False,Low,BR025,Region-07,CH02,0.65
LN007327,CUST009325,PRD11,Overdraft Facility,2024-12-28,12,0.2,500.0,451.32,0.0091,311.67,0.428,Current,False,Elevated,BR007,Region-07,CH12,1.21
LN007328,CUST009327,PRD08,Consumer Loan,2024-02-23,24,0.18,12375.91,10070.0,0.0058,10173.06,0.479,Current,False,Moderate,BR019,Region-07,CH05,28.26
LN007329,CUST009328,PRD11,Overdraft Facility,2022-09-16,12,0.2,500.0,201.18,0.0076,258.68,0.477,Current,False,Moderate,BR010,Region-02,CH09,0.94
LN007330,CUST009329,PRD06,Auto Loan,2023-03-16,60,0.11,1794.36,737.96,0.0094,1248.82,0.366,Current,False,Moderate,BR012,Region-06,CH12,4.3
LN007331,CUST009336,PRD08,Consumer Loan,2022-08-13,24,0.18,18447.53,9921.86,0.0369,13489.89,0.429,Current,False,Elevated,BR001,Region-04,CH04,213.55
LN007332,CUST009337,PRD07,Mortgage,2021-11-11,240,0.085,52934.08,35832.37,0.0764,47530.03,0.415,Current,False,Moderate,BR017,Region-01,CH11,1506.99
LN007333,CUST009337,PRD05,Personal Loan,2022-05-09,36,0.16,8703.65,6196.31,0.004,5527.31,0.361,Current,False,Moderate,BR017,Region-01,CH11,7.98
LN007334,CUST009342,PRD06,Auto Loan,2022-03-03,60,0.11,9862.59,5599.0,0.004,6949.7,0.499,Current,False,Low,BR012,Region-04,CH03,13.87
LN007335,CUST009342,PRD07,Mortgage,2024-12-09,240,0.085,31598.0,15105.56,0.0305,30258.42,0.553,Current,False,Low,BR012,Region-04,CH03,510.35
LN007336,CUST009343,PRD11,Overdraft Facility,2024-12-16,12,0.2,1965.04,1024.56,0.0128,1096.96,0.547,Current,False,Moderate,BR007,Region-10,CH03,7.68
LN007337,CUST009344,PRD08,Consumer Loan,2022-11-26,24,0.18,1563.29,1104.04,0.0543,817.92,0.46,Current,False,Elevated,BR009,Region-12,CH01,20.43
LN007338,CUST009346,PRD11,Overdraft Facility,2020-10-21,12,0.2,895.95,689.9,0.0267,721.92,0.43,Current,False,Moderate,BR008,Region-06,CH01,8.29
LN007339,CUST009347,PRD06,Auto Loan,2022-10-31,60,0.11,2651.38,2222.11,0.0327,1351.86,0.516,Current,False,Moderate,BR010,Region-11,CH09,22.81
LN007340,CUST009347,PRD07,Mortgage,2024-03-21,240,0.085,6914.56,4240.19,0.042,4742.58,0.509,Current,False,Moderate,BR010,Region-11,CH09,101.39
LN007341,CUST009351,PRD05,Personal Loan,2024-09-08,36,0.16,722.85,184.12,0.0362,551.86,0.478,Current,False,Critical,BR005,Region-12,CH05,9.55
LN007342,CUST009356,PRD06,Auto Loan,2023-03-13,60,0.11,500.0,319.09,0.004,312.62,0.473,Current,False,Low,BR012,Region-03,CH03,0.59
LN007343,CUST009356,PRD11,Overdraft Facility,2021-08-12,12,0.2,706.05,626.57,0.004,512.25,0.481,Current,False,Low,BR012,Region-03,CH03,0.99
LN007344,CUST009358,PRD07,Mortgage,2020-02-04,240,0.085,7138.25,3054.69,0.036,4264.78,0.6,Current,False,Moderate,BR018,Region-05,CH11,92.12
LN007345,CUST009359,PRD06,Auto Loan,2024-12-15,60,0.11,35837.99,19414.19,0.015,32928.4,0.461,Current,False,Elevated,BR014,Region-12,CH09,227.7
LN007346,CUST009360,PRD11,Overdraft Facility,2018-10-02,12,0.2,2678.85,2102.09,0.0271,1982.09,0.581,30-59,False,Elevated,BR008,Region-06,CH09,31.21
LN007347,CUST009362,PRD07,Mortgage,2024-12-27,240,0.085,32802.06,6720.11,0.1421,30060.78,0.536,30-59,False,High,BR001,Region-01,CH05,2289.6
LN007348,CUST009363,PRD06,Auto Loan,2024-12-07,60,0.11,14928.91,7359.81,0.0189,12319.99,0.482,Current,False,Moderate,BR023,Region-04,CH01,112.23
LN007349,CUST009364,PRD11,Overdraft Facility,2024-04-19,12,0.2,522.95,374.0,0.0274,431.2,0.514,Current,False,Elevated,BR016,Region-01,CH02,6.07
LN007350,CUST009365,PRD08,Consumer Loan,2023-06-15,24,0.18,15181.99,3039.58,0.004,13237.25,0.394,Current,False,Low,BR021,Region-11,CH10,20.86
LN007351,CUST009366,PRD07,Mortgage,2024-06-30,240,0.085,3223.15,1977.72,0.0236,2179.11,0.418,90+,True,Low,BR011,Region-06,CH02,21.5
LN007352,CUST009367,PRD05,Personal Loan,2021-12-10,36,0.16,1654.8,867.53,0.014,1305.7,0.462,Current,False,Moderate,BR004,Region-04,CH02,8.45
LN007353,CUST009369,PRD08,Consumer Loan,2021-05-29,24,0.18,500.0,100.91,0.0303,380.23,0.321,Current,False,High,BR019,Region-09,CH02,3.7
LN007354,CUST009370,PRD06,Auto Loan,2023-05-23,60,0.11,3575.69,1201.1,0.0255,2201.98,0.539,Current,False,Elevated,BR017,Region-08,CH10,30.27
LN007355,CUST009371,PRD06,Auto Loan,2024-09-08,60,0.11,1440.57,1005.79,0.0525,905.95,0.49,30-59,False,High,BR002,Region-04,CH08,23.31
LN007356,CUST009371,PRD08,Consumer Loan,2023-07-18,24,0.18,523.93,411.72,0.0085,461.2,0.25,Current,False,High,BR002,Region-04,CH08,0.98
LN007357,CUST009378,PRD06,Auto Loan,2020-08-17,60,0.11,11323.64,6169.96,0.0079,8854.71,0.623,Current,False,Low,BR016,Region-01,CH07,43.58
LN007358,CUST009379,PRD07,Mortgage,2023-08-04,240,0.085,5723.48,3992.45,0.0561,5684.8,0.643,90+,True,Moderate,BR022,Region-10,CH01,205.06
LN007359,CUST009381,PRD05,Personal Loan,2023-09-12,36,0.16,4623.5,3132.17,0.0228,2480.81,0.322,Current,False,Moderate,BR006,Region-01,CH11,18.21
LN007360,CUST009388,PRD06,Auto Loan,2020-11-16,60,0.11,1597.03,458.13,0.034,989.95,0.256,Current,False,Elevated,BR001,Region-09,CH07,8.62
LN007361,CUST009389,PRD11,Overdraft Facility,2024-06-06,12,0.2,1635.71,1482.68,0.04,1171.34,0.53,Current,False,Critical,BR004,Region-03,CH01,24.83
LN007362,CUST009390,PRD08,Consumer Loan,2023-10-27,24,0.18,1158.49,879.05,0.009,824.88,0.383,Current,False,Elevated,BR012,Region-02,CH08,2.84
LN007363,CUST009391,PRD06,Auto Loan,2020-08-19,60,0.11,3077.84,682.52,0.022,2822.31,0.315,Current,False,Moderate,BR017,Region-08,CH03,19.56
LN007364,CUST009392,PRD07,Mortgage,2023-06-08,240,0.085,8409.8,3396.55,0.0245,4801.41,0.543,Current,False,Low,BR005,Region-12,CH07,63.88
LN007365,CUST009393,PRD06,Auto Loan,2022-12-16,60,0.11,5331.62,1197.43,0.0137,4277.23,0.306,Current,False,Low,BR015,Region-04,CH03,17.93
LN007366,CUST009393,PRD08,Consumer Loan,2020-08-04,24,0.18,3822.02,3460.65,0.0175,2429.74,0.563,Current,False,Low,BR015,Region-04,CH03,23.94
LN007367,CUST009394,PRD08,Consumer Loan,2020-08-03,24,0.18,1328.23,697.37,0.004,1018.29,0.454,Current,False,Moderate,BR023,Region-06,CH03,1.85
LN007368,CUST009394,PRD05,Personal Loan,2024-08-14,36,0.16,3105.75,1365.58,0.0207,2197.9,0.55,Current,False,Moderate,BR023,Region-06,CH03,25.02
LN007369,CUST009396,PRD05,Personal Loan,2021-11-02,36,0.16,1399.63,370.5,0.004,1243.15,0.522,Current,False,Low,BR018,Region-06,CH10,2.6
LN007370,CUST009397,PRD06,Auto Loan,2018-07-13,60,0.11,6457.5,3183.52,0.0228,6397.77,0.276,Current,False,Low,BR011,Region-10,CH03,40.26
LN007371,CUST009399,PRD06,Auto Loan,2023-12-17,60,0.11,55159.37,49244.77,0.004,33833.44,0.576,Current,False,Low,BR015,Region-11,CH08,77.95
LN007372,CUST009399,PRD07,Mortgage,2022-10-23,240,0.085,205994.43,61015.96,0.0532,153513.02,0.368,90+,True,Low,BR015,Region-11,CH08,3005.42
LN007373,CUST009401,PRD11,Overdraft Facility,2019-09-24,12,0.2,1744.34,701.18,0.004,1125.91,0.438,Current,False,Low,BR011,Region-11,CH06,1.97
LN007374,CUST009402,PRD11,Overdraft Facility,2019-06-06,12,0.2,4974.54,2132.79,0.0255,3498.1,0.329,Current,False,Moderate,BR008,Region-10,CH07,29.35
LN007375,CUST009402,PRD07,Mortgage,2020-10-11,240,0.085,12686.57,11841.27,0.0283,10506.24,0.416,Current,False,Moderate,BR008,Region-10,CH07,123.69
LN007376,CUST009403,PRD07,Mortgage,2022-02-04,240,0.085,103231.75,82228.23,0.1699,80237.32,0.455,30-59,False,High,BR018,Region-11,CH05,6202.71
LN007377,CUST009404,PRD05,Personal Loan,2019-10-05,36,0.16,25913.82,5874.7,0.0333,17639.63,0.448,Current,False,Elevated,BR001,Region-11,CH07,263.16
LN007378,CUST009404,PRD06,Auto Loan,2021-08-25,60,0.11,16892.11,15569.18,0.0254,10227.32,0.439,Current,False,Elevated,BR001,Region-11,CH07,114.04
LN007379,CUST009404,PRD07,Mortgage,2023-10-01,240,0.085,70936.22,31506.83,0.0924,57952.14,0.518,Current,False,Elevated,BR001,Region-11,CH07,2773.77
LN007380,CUST009407,PRD05,Personal Loan,2022-01-04,36,0.16,2197.34,1291.76,0.004,2050.6,0.36,Current,False,Moderate,BR025,Region-09,CH04,2.95
LN007381,CUST009409,PRD11,Overdraft Facility,2022-03-20,12,0.2,2508.1,1216.43,0.004,1335.28,0.501,Current,False,Low,BR014,Region-11,CH10,2.68
LN007382,CUST009410,PRD11,Overdraft Facility,2020-04-21,12,0.2,4420.09,2679.43,0.0044,4404.91,0.373,Current,False,Low,BR023,Region-09,CH03,7.23
LN007383,CUST009411,PRD05,Personal Loan,2022-12-06,36,0.16,500.0,437.18,0.004,388.65,0.502,Current,False,Elevated,BR004,Region-09,CH05,0.78
LN007384,CUST009413,PRD11,Overdraft Facility,2024-06-09,12,0.2,24247.1,6739.22,0.0162,23420.95,0.476,Current,False,Moderate,BR025,Region-12,CH02,180.6
LN007385,CUST009414,PRD07,Mortgage,2024-03-27,240,0.085,23984.99,21396.56,0.0359,16300.53,0.319,Current,False,Low,BR012,Region-12,CH08,186.68
LN007386,CUST009414,PRD05,Personal Loan,2024-09-05,36,0.16,11220.93,7454.25,0.0046,9518.59,0.375,Current,False,Low,BR012,Region-12,CH08,16.42
LN007387,CUST009415,PRD07,Mortgage,2024-07-09,240,0.085,6147.96,4329.4,0.0457,5735.13,0.417,Current,False,Moderate,BR025,Region-11,CH03,109.29
LN007388,CUST009416,PRD06,Auto Loan,2020-11-20,60,0.11,921.9,394.29,0.0104,885.02,0.418,Current,False,Low,BR022,Region-05,CH03,3.85
LN007389,CUST009416,PRD08,Consumer Loan,2023-03-04,24,0.18,862.18,749.19,0.004,621.39,0.337,Current,False,Low,BR022,Region-05,CH03,0.84
LN007390,CUST009417,PRD11,Overdraft Facility,2024-12-09,12,0.2,5429.07,1571.07,0.0181,4629.11,0.528,Current,False,Moderate,BR025,Region-01,CH03,44.24
LN007391,CUST009417,PRD08,Consumer Loan,2022-01-24,24,0.18,4889.85,3419.37,0.0256,3161.62,0.53,Current,False,Moderate,BR025,Region-01,CH03,42.9
LN007392,CUST009418,PRD05,Personal Loan,2020-06-11,36,0.16,6640.15,1693.12,0.0206,5950.97,0.538,Current,False,Moderate,BR004,Region-09,CH05,65.95
LN007393,CUST009419,PRD07,Mortgage,2024-09-28,240,0.085,5336.26,4494.99,0.0777,3558.2,0.531,Current,False,Elevated,BR008,Region-07,CH05,146.81
LN007394,CUST009424,PRD11,Overdraft Facility,2024-11-11,12,0.2,741.07,397.89,0.0112,511.9,0.285,Current,False,Elevated,BR016,Region-07,CH02,1.63
LN007395,CUST009424,PRD05,Personal Loan,2024-07-01,36,0.16,1075.04,560.84,0.0211,931.8,0.41,Current,False,Elevated,BR016,Region-07,CH02,8.06
LN007396,CUST009425,PRD06,Auto Loan,2019-08-08,60,0.11,11031.11,9430.99,0.0196,10593.48,0.442,Current,False,Low,BR023,Region-12,CH07,91.77
LN007397,CUST009429,PRD06,Auto Loan,2024-08-09,60,0.11,979.54,704.75,0.004,744.67,0.607,Current,False,Moderate,BR008,Region-01,CH03,1.81
LN007398,CUST009432,PRD05,Personal Loan,2023-08-16,36,0.16,12714.57,11648.55,0.004,6417.27,0.56,Current,False,Low,BR013,Region-08,CH03,14.37
LN007399,CUST009435,PRD06,Auto Loan,2022-12-22,60,0.11,5338.65,4532.94,0.0417,3402.6,0.348,Current,False,Low,BR009,Region-07,CH07,49.38
LN007400,CUST009435,PRD05,Personal Loan,2023-02-02,36,0.16,2327.06,1434.28,0.004,1781.1,0.65,Current,False,Low,BR009,Region-07,CH07,4.63
LN007401,CUST009436,PRD07,Mortgage,2022-06-18,240,0.085,33492.97,20928.84,0.0613,17938.6,0.498,Current,False,Moderate,BR002,Region-07,CH08,547.62
LN007402,CUST009437,PRD05,Personal Loan,2024-11-11,36,0.16,5925.22,4538.8,0.0498,3600.14,0.401,Current,False,Elevated,BR015,Region-12,CH10,71.89
LN007403,CUST009439,PRD05,Personal Loan,2024-02-07,36,0.16,780.53,298.56,0.004,541.2,0.382,Current,False,Moderate,BR004,Region-05,CH07,0.83
LN007404,CUST009441,PRD05,Personal Loan,2021-12-31,36,0.16,1064.58,726.28,0.004,1010.41,0.258,Current,False,Low,BR005,Region-09,CH06,1.04
LN007405,CUST009441,PRD11,Overdraft Facility,2023-02-12,12,0.2,1509.54,1116.22,0.0085,1017.74,0.407,Current,False,Low,BR005,Region-09,CH06,3.52
LN007406,CUST009442,PRD06,Auto Loan,2024-12-28,60,0.11,657.75,457.31,0.0077,442.44,0.604,30-59,False,Elevated,BR002,Region-08,CH10,2.06
LN007407,CUST009443,PRD08,Consumer Loan,2024-09-09,24,0.18,3045.0,1048.34,0.0152,2267.99,0.408,Current,False,High,BR010,Region-10,CH04,14.07
LN007408,CUST009445,PRD11,Overdraft Facility,2022-07-18,12,0.2,3072.08,1852.5,0.0203,2762.36,0.567,Current,False,Elevated,BR007,Region-10,CH12,31.8
LN007409,CUST009445,PRD05,Personal Loan,2020-08-24,36,0.16,3880.0,2677.34,0.0345,2715.66,0.473,Current,False,Elevated,BR007,Region-10,CH12,44.32
LN007410,CUST009446,PRD11,Overdraft Facility,2024-08-10,12,0.2,5593.68,1547.91,0.014,4118.3,0.34,Current,False,Moderate,BR022,Region-01,CH08,19.6
LN007411,CUST009447,PRD11,Overdraft Facility,2021-12-15,12,0.2,3278.56,2295.68,0.0404,2544.54,0.309,Current,False,High,BR006,Region-02,CH07,31.77
LN007412,CUST009449,PRD05,Personal Loan,2021-09-24,36,0.16,1329.09,970.5,0.018,1291.98,0.267,Current,False,Elevated,BR011,Region-03,CH06,6.21
LN007413,CUST009450,PRD08,Consumer Loan,2018-05-21,24,0.18,5297.36,3890.78,0.004,3816.48,0.494,Current,False,Low,BR022,Region-04,CH09,7.54
LN007414,CUST009452,PRD05,Personal Loan,2023-11-22,36,0.16,3941.92,2590.84,0.004,3261.64,0.576,Current,False,Low,BR015,Region-02,CH08,7.51
LN007415,CUST009453,PRD05,Personal Loan,2022-07-09,36,0.16,1444.89,834.86,0.004,1356.34,0.432,Current,False,Low,BR024,Region-04,CH10,2.34
LN007416,CUST009453,PRD07,Mortgage,2021-10-07,240,0.085,5048.17,3967.02,0.0479,3146.28,0.234,Current,False,Low,BR024,Region-04,CH10,35.27
LN007417,CUST009454,PRD08,Consumer Loan,2024-10-06,24,0.18,3446.23,3088.08,0.0203,3118.86,0.321,90+,True,Low,BR021,Region-11,CH08,20.32
LN007418,CUST009455,PRD06,Auto Loan,2017-06-20,60,0.11,859.06,758.47,0.0286,843.48,0.616,Current,False,Elevated,BR015,Region-01,CH01,14.86
LN007419,CUST009455,PRD11,Overdraft Facility,2020-10-15,12,0.2,1443.92,1112.71,0.0304,1198.18,0.609,Current,False,Elevated,BR015,Region-01,CH01,22.18
LN007420,CUST009459,PRD11,Overdraft Facility,2023-07-13,12,0.2,1304.72,1032.35,0.0057,898.09,0.385,Current,False,Low,BR006,Region-09,CH04,1.97
LN007421,CUST009459,PRD05,Personal Loan,2022-08-12,36,0.16,4691.81,3581.25,0.0235,2583.8,0.617,Current,False,Low,BR006,Region-09,CH04,37.46
